candidate,training_eligible,selection_years,required_positive_training_years,positive_training_years_50bps,worst_annual_training_excess_50bps,compounded_training_excess_30bps,compounded_training_excess_50bps,strategy_drawdown_50bps,drawdown_lag_50bps,turnover_50bps,stop_exits_50bps,average_invested_50bps,final_evidence,rank
top10_individual_stop_20pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,2,-0.21460943241926755,-0.06059301482701107,-0.37613938936687186,-0.28727869079160384,0.0,66.52570739043693,84,0.7365623819181653,False,1
top10_individual_stop_15pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,1,-0.3188203938600216,-0.9182407998007758,-1.1431038024319722,-0.2885892294444259,0.0,72.09541643077371,153,0.6923944999502909,False,2
top5_individual_stop_10pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,3,-0.24659700404153995,0.40197157178495857,-0.07776754791552509,-0.29086080297385475,0.0,87.23963003670072,155,0.5875952305805645,False,3
top5_individual_stop_15pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,2,-0.13685748930602148,0.640743962443008,0.1805804527088548,-0.30441903466235964,0.0,76.76855856227553,88,0.6858797335574259,False,4
top10_individual_stop_10pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,1,-0.3834990400604128,-0.7234025286066459,-1.0069369013988339,-0.30845858299373186,0.0,82.13645193219541,265,0.6176317851049887,False,5
top5_individual_stop_20pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,4,-0.10077251413227484,1.9660120957201133,1.3682802077148066,-0.3266687020769806,0.0,70.2417935144613,54,0.7208214676048245,False,6
