date,strategy,benchmark,invested,turnover,transaction_cost,holdings,stop_exits,portfolio_value,cash,qqq
2026-02-09,0.005602485230877141,0.009007776838472648,0.9999999999999984,0.0,0.0,5,0,1.1487019467751718,1.6870185803874449e-15,0.007660132863118285
2026-02-10,-0.04302589655308642,-0.00586092061206589,0.9999999999999983,0.0,0.0,5,0,1.0992780156428943,1.6870185803874449e-15,-0.00463927594738911
2026-02-11,0.04344340491341603,-0.0015582749377014427,0.9999999999999984,0.0,0.0,5,0,1.147034395588885,1.6870185803874449e-15,0.0026820612622042717
2026-02-12,0.020591655677873133,-0.020346416248346655,0.9999999999999984,0.0,0.0,5,0,1.1706537329135287,1.6870185803874449e-15,-0.0203389277617394
2026-02-13,-0.010786282000232683,-0.0022339100284771707,0.9999999999999984,0.0,0.0,5,0,1.1580267316256982,1.6870185803874449e-15,0.0021310602024506853
2026-02-17,0.009119432239318659,0.0014064161137765652,0.9999999999999984,0.0,0.0,5,0,1.1685872779360784,1.6870185803874449e-15,-0.0010300372142476588
2026-02-18,0.022081457970565266,0.007761850053015218,0.9999999999999986,0.0,0.0,5,0,1.1943913887987612,1.6870185803874449e-15,0.007467154498586481
2026-02-19,-0.00016533594921730455,-0.0031159863283353184,0.9999999999999986,0.0,0.0,5,0,1.1941939129647572,1.6870185803874449e-15,-0.0038297099654995836
2026-02-20,0.02574983787529539,0.00896452940188408,0.9999999999999986,0.0,0.0,5,0,1.2249442126152643,1.6870185803874449e-15,0.008848824299467983
2026-02-23,-0.0069035895576573525,-0.011308188780336681,0.9999999999999986,0.0,0.0,5,0,1.2164877005403407,1.6870185803874449e-15,-0.012154859479968971
2026-02-24,-0.0052543180284766455,0.01044801250880023,0.9999999999999986,0.0,0.0,5,0,1.2100958872839715,1.6870185803874449e-15,0.010741424319515858
2026-02-25,0.04799286638530331,0.012613892426766027,0.9999999999999986,0.0,0.0,5,0,1.2681718575157963,1.6870185803874449e-15,0.01449323046046036
2026-02-26,-0.04221512284513118,-0.011821831990905363,0.9999999999999986,0.0,0.0,5,0,1.2146358267620287,1.6870185803874449e-15,-0.012064604008561908
2026-02-27,0.002472059411083194,-0.009186402184070852,0.9999999999999986,0.0,0.0,5,0,1.2176384786886145,1.6870185803874449e-15,-0.0032007090801654536
2026-03-02,0.011706590469837908,0.00355784598783937,0.9999999999999991,0.5988795819535261,0.0036998562879969592,5,0,1.2318928736989385,1.0009354456386177e-15,0.0013173278005567113
2026-03-03,-0.07789185167347956,-0.010205786136096573,0.999999999999999,0.0,0.0,5,0,1.1359384567031643,1.0009354456386177e-15,-0.010705652123863207
2026-03-04,0.026485822767449818,0.012914420369956714,0.999999999999999,0.0,0.0,5,0,1.1660247213421349,1.0009354456386177e-15,0.015243192925296745
2026-03-05,-0.01579225342264401,-0.002564509538098836,0.999999999999999,0.0,0.0,5,0,1.147610563445632,1.0009354456386177e-15,-0.0030126893164142965
2026-03-06,-0.07985053572016865,-0.01588246335331811,0.999999999999999,0.0,0.0,5,0,1.0559732451563737,1.0009354456386177e-15,-0.015043274047067623
2026-03-09,0.07880758208000893,0.013769626866205087,0.823974066396786,0.17675413773130774,0.0010076750019153173,4,1,1.139191943348328,0.20052732538114912,0.013355564818674281
2026-03-10,0.019108357200752657,5.066983316392992e-05,0.827274565693176,0.0,0.0,4,0,1.1609600299220475,0.20052732538114912,1.645386336734944e-05
2026-03-11,0.01178133709039142,0.0008384331037887272,0.8292858071453112,0.0,0.0,4,0,1.17463769138303,0.20052732538114912,-0.00013162874113548106
2026-03-12,-0.029233083243973335,-0.01779132272970796,0.8241450239928265,0.0,0.0,4,0,1.1402994099693213,0.20052732538114912,-0.017163356316543088
2026-03-13,0.025181378292800538,-0.009260495930885515,0.8284645237118736,0.0,0.0,4,0,1.169013720778816,0.20052732538114912,-0.0059270669390213415
2026-03-16,0.03489919447907708,0.012160851485793378,0.8342490967205073,0.0,0.0,4,0,1.2098113579689855,0.20052732538114912,0.011217408879606205
2026-03-17,0.04330485543588369,0.004708552447508563,0.8411289831386404,0.0,0.0,4,0,1.2622020639305227,0.20052732538114912,0.0048802425130749505
2026-03-18,-0.013384467871191186,-0.01455146081790859,0.8389737322312719,0.0,0.0,4,0,1.2453081609588934,0.20052732538114912,-0.01393976562629462
2026-03-19,0.016364383999922794,-0.0027866029986791663,0.8415664004921091,0.0,0.0,4,0,1.2656868619030623,0.20052732538114912,-0.0031601949907548166
2026-03-20,-0.04615484053425545,-0.020057318263938306,0.8339000854220084,0.0,0.0,4,0,1.2072692866256243,0.20052732538114912,-0.01848167009544377
2026-03-23,-0.0035748809415031557,0.013819077487075893,0.8333041676679767,0.0,0.0,4,0,1.2029534426616042,0.20052732538114912,0.011464144589904857
2026-03-24,0.021865833860021278,-0.008423566849958708,0.8368711167273865,0.0,0.0,4,0,1.2292570227801836,0.20052732538114912,-0.0068367346938774665
2026-03-25,-0.014390701775573334,0.007717160595885897,0.8344893016264254,0.0,0.0,4,0,1.2115671515598248,0.20052732538114912,0.006575567656426751
2026-03-26,-0.06497014802979928,-0.023791794099635055,0.8229888617728867,0.0,0.0,4,0,1.1328514543749406,0.20052732538114912,-0.023867850702596227
2026-03-27,0.0021087943824089628,-0.021474134999495575,0.8233613563523271,0.0,0.0,4,0,1.1352404051580303,0.20052732538114912,-0.01953676432144158
2026-03-30,-0.06056424724047227,-0.007338044601104876,0.81197368406641,0.0,0.0,4,0,1.0664854245826654,0.20052732538114912,-0.007643357389171435
2026-03-31,0.0562438512761938,0.03827861410440381,0.6438238867576327,0.17889711905458786,0.001008512100347612,3,1,1.1264686721911212,0.4012212333503239,0.0338539800816795
2026-04-01,0.04722550479824017,0.011593918287701621,0.0,0.6610100387320943,0.003911786384544856,0,0,1.1796667238747502,1.1796667238747502,0.012353165390346144
2026-04-02,0.0,0.0017503817370581043,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.0011466516061677812
2026-04-06,0.0,0.00535486247656447,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.0060172997367431424
2026-04-07,0.0,0.000977889958056588,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.00015293118096870728
2026-04-08,0.0,0.02802907640845964,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.029732071560848672
2026-04-09,0.0,0.008280542646583733,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.006764671913412235
2026-04-10,0.0,0.003525918811414508,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.0014421737491601139
2026-04-13,0.0,0.012262644583281856,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.010342513950938326
2026-04-14,0.0,0.019640489411975715,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.018157080613550702
2026-04-15,0.0,0.01594562901771135,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.013999363665287756
2026-04-16,0.0,0.0036092574872939043,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.0048164417947915705
2026-04-17,0.0,0.01517589315719814,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.013084141333708166
2026-04-20,0.0,-0.002619288161749278,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,-0.003174847807659753
2026-04-21,0.0,-0.005918197504629297,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,-0.003803398320938567
2026-04-22,0.0,0.016389557113861697,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.016730557323110684
2026-04-23,0.0,-0.008884492673041144,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,-0.005632641846407549
2026-04-24,0.0,0.016289870491233094,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.01912744465935967
2026-04-27,0.0,0.002033289580699371,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.000527203711514268
2026-04-28,0.0,-0.008972519899867804,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,-0.01005675744847423
2026-04-29,0.0,0.0003827471841322261,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.006113603528248968
2026-04-30,0.0,0.00887885012264289,0.0,0.0,0.0,0,0,1.1796667238747502,1.1796667238747502,0.009326299560137086
2026-05-01,-0.00497512437810943,0.00892363946937813,1.0,0.9950248756218906,0.005868988675993783,5,0,1.1737977351987565,-5.811323644522304e-17,0.009599544732979748
2026-05-04,0.0016412228941862228,-0.0018570989438745356,1.0,0.0,0.0,5,0,1.1757241989149088,-5.811323644522304e-17,-0.001883853741748931
2026-05-05,0.03713828445987133,0.010305252156152633,1.0,0.0,0.0,5,0,1.219388578660565,-5.811323644522304e-17,0.012974081559862016
2026-05-06,0.04115323885478306,0.02024825743214609,1.0,0.0,0.0,5,0,1.2695703680949775,-5.811323644522304e-17,0.020774343099426273
2026-05-07,-0.043631610009779,-0.0012670798415104212,1.0,0.0,0.0,5,0,1.2141769689142858,-5.811323644522304e-17,-0.0011929229486754567
2026-05-08,0.05072440732042538,0.017084266571599116,1.0,0.0,0.0,5,0,1.2757653760445735,-5.811323644522304e-17,0.023440872593317286
2026-05-11,0.05983189767143582,0.0010305908314371948,1.0,0.0,0.0,5,0,1.3520968394768333,-5.811323644522304e-17,0.0028963907596697425
2026-05-12,-0.03975077001972804,-0.007076542591514912,1.0,0.0,0.0,5,0,1.2983499489663886,-5.811323644522304e-17,-0.008481823662184973
2026-05-13,0.0249470784297805,0.012041459357103879,1.0,0.0,0.0,5,0,1.3307399869725545,-5.811323644522304e-17,0.010562185396753687
2026-05-14,-0.0033720219526338635,0.008820430310343852,1.0,0.0,0.0,5,0,1.3262527025232353,-5.811323644522304e-17,0.007107777979879826
2026-05-15,-0.02965840281017207,-0.01539615591686505,1.0,0.0,0.0,5,0,1.2869181656437219,-5.811323644522304e-17,-0.015087733922393931
2026-05-18,-0.05041371708158415,-0.005125234793789457,1.0,0.0,0.0,5,0,1.222039837333808,-5.811323644522304e-17,-0.004302258332980591
2026-05-19,0.00262243689578856,-0.008432880183881442,1.0,0.0,0.0,5,0,1.2252445596913557,-5.811323644522304e-17,-0.006162520541735272
2026-05-20,0.03197556621627862,0.015447971856976439,1.0,0.0,0.0,5,0,1.2644224482409017,-5.811323644522304e-17,0.01656379627385851
2026-05-21,0.05097799359456934,0.0008656143273255701,1.0,0.0,0.0,5,0,1.328880167708156,-5.811323644522304e-17,0.0019070321811680557
2026-05-22,0.011207031108887877,0.0019347281225874369,1.0,0.0,0.0,5,0,1.3437729690876457,-5.811323644522304e-17,0.004240668430112837
2026-05-26,0.047908045970885826,0.011851288928737658,1.0,0.0,0.0,5,0,1.4081505062651303,-5.811323644522304e-17,0.01775510772918576
2026-05-27,-0.0070057862933633475,0.0006958986621488084,1.0,0.0,0.0,5,0,1.3982853047493453,-5.811323644522304e-17,-0.0011365503642439823
2026-05-28,0.011920851968995283,0.009099998387987585,1.0,0.0,0.0,5,0,1.4149540568776837,-5.811323644522304e-17,0.008431009664815914
2026-05-29,-0.001931775713038153,0.0020488552601711785,1.0,0.0,0.0,5,0,1.4122206829955426,-5.811323644522304e-17,0.003684067427949911
2026-06-01,0.031654890856747775,0.004233552394984352,1.0000000000000002,0.8008008008008007,0.00585698241037752,5,0,1.4569243745814082,-1.6653345369377348e-16,0.0060001896222454665
2026-06-02,0.09848744868989168,0.0002617510146081248,1.0000000000000002,0.0,0.0,5,0,1.6004131391680472,-1.6653345369377348e-16,0.00460457225947164
2026-06-03,0.026426767092375014,-0.008855129752453617,1.0000000000000002,0.0,0.0,5,0,1.642706884448418,-1.6653345369377348e-16,-0.0026133805082018124
2026-06-04,-0.01495838730024912,-0.0008572286119227224,1.0000000000000002,0.0,0.0,5,0,1.618134638650053,-1.6653345369377348e-16,-0.00483734429798055
2026-06-05,-0.12487986553371666,-0.0417998461478829,1.0000000000000002,0.0,0.0,5,0,1.4160622025599852,-1.6653345369377348e-16,-0.048000972171588385
2026-06-08,0.0757662294873993,0.008566117568534093,1.0000000000000002,0.0,0.0,5,0,1.5233518963675772,-1.6653345369377348e-16,0.015615692281508275
2026-06-09,-0.03633702739186584,-0.009673863830069518,1.0000000000000002,0.0,0.0,5,0,1.4679978167818177,-1.6653345369377348e-16,-0.01150725487731652
2026-06-10,-0.043542679076370217,-0.019834244719967642,1.0000000000000002,0.0,0.0,5,0,1.404077258960875,-1.6653345369377348e-16,-0.019976548041196196
2026-06-11,0.09757337517886122,0.025433957766344273,1.0000000000000002,0.0,0.0,5,0,1.5410778161295715,-1.6653345369377348e-16,0.033775894131384154
2026-06-12,0.01782603639436231,0.0030678435903457313,1.0000000000000002,0.0,0.0,5,0,1.5685491253664416,-1.6653345369377348e-16,0.005884649709950951
2026-06-15,0.08727788691103688,0.03071207516443364,1.0000000000000002,0.0,0.0,5,0,1.7054487785445798,-1.6653345369377348e-16,0.0314137577286715
2026-06-16,-0.06034999008574149,-0.011527533040472937,1.0000000000000002,0.0,0.0,5,0,1.6025249616676744,-1.6653345369377348e-16,-0.019005376344086056
2026-06-17,0.029018130724575597,-0.013446899759405606,1.0000000000000002,0.0,0.0,5,0,1.6490272404947424,-1.6653345369377348e-16,-0.010070424464965866
2026-06-18,0.06525754978946807,0.01907141973263804,1.0000000000000002,0.0,0.0,5,0,1.7566387177455172,-1.6653345369377348e-16,0.025065397018726454
2026-06-22,0.030971390987347025,-0.01324877168014249,1.0000000000000002,0.0,0.0,5,0,1.8110442622963256,-1.6653345369377348e-16,-0.0025066970916258757
2026-06-23,-0.08707192233951444,-0.02214884623909863,1.0000000000000002,0.0,0.0,5,0,1.6533531569362367,-1.6653345369377348e-16,-0.03292906023443343
2026-06-24,-0.009549163900457236,-0.004314684308931449,1.0000000000000002,0.0,0.0,5,0,1.6375650166553142,-1.6653345369377348e-16,-0.0042457787430812965
2026-06-25,0.04166937039169527,-0.004633264041098095,1.0000000000000002,0.0,0.0,5,0,1.705801319874807,-1.6653345369377348e-16,0.008105597928569352
2026-06-26,-0.05496362152811829,-0.0024047068844494923,1.0000000000000002,0.0,0.0,5,0,1.6120443017270434,-1.6653345369377348e-16,-0.013763644992880741
2026-06-29,0.06738186612105967,0.020654907457697602,1.0000000000000002,0.0,0.0,5,0,1.7206668550472322,-1.6653345369377348e-16,0.02485421502576024
2026-06-30,0.04443359840321426,0.01524313965764712,1.0000000000000002,0.0,0.0,5,0,1.7971222750701226,-1.6653345369377348e-16,0.017014694508894035
2026-07-01,-0.08825460873741398,-0.006625919556629167,1.0000000000000002,0.4695773771399208,0.0038561085177048022,5,0,1.6385179518305177,-1.205632815803881e-16,-0.015249864204236907
2026-07-02,-0.06379551914842452,-0.007963124466446536,1.0000000000000002,0.0,0.0,5,0,1.5339878484594767,-1.205632815803881e-16,-0.017333866541638376
2026-07-06,0.05108875291706427,0.011167641594926225,1.0000000000000002,0.0,0.0,5,0,1.612357374627202,-1.205632815803881e-16,0.014341846758349819
2026-07-07,-0.07504580939694527,-0.011579501063505693,1.0000000000000002,0.0,0.0,5,0,1.4913567104111698,-1.205632815803881e-16,-0.018524667275393814
2026-07-08,0.018284973959513007,0.0020124955991183135,0.8171270547851509,0.18362316248460606,0.0013955559441964686,4,1,1.5186261290253829,0.2777156328950971,0.002833260504912616
2026-07-09,0.03861293373360031,0.012996967606148102,0.8239257963431493,0.0,0.0,4,0,1.577264739111554,0.2777156328950971,0.01664230293489255
2026-07-10,-0.006656304178583428,0.002851158607526605,0.8227459393988994,0.0,0.0,4,0,1.5667659852378735,0.2777156328950971,0.0030831766397523275
2026-07-13,-0.05925748201904135,-0.015540524343828244,0.8115806852426241,0.0,0.0,4,0,1.4739233780395946,0.2777156328950971,-0.018979752174332565
2026-07-14,0.014841348801138299,0.009037543896807332,0.8143361866562088,0.0,0.0,4,0,1.4957983889992323,0.2777156328950971,0.011169809199988778
2026-07-15,-0.03808117409065703,0.006213656791796529,0.8069859864024646,0.0,0.0,4,0,1.4388366301432283,0.2777156328950971,-0.0027094999235781625
2026-07-16,-0.056909157480258266,-0.014742723711353545,0.5967327875062783,0.1994051180811088,0.0013542677534213571,3,1,1.3569536497700432,0.5472149158259472,-0.016440493772118092
2026-07-17,-0.017129935381323347,-0.013975376662113903,0.41742346165029964,0.17299695395661627,0.0011546368206256834,2,1,1.3337091214340315,0.7769876431304581,-0.015029605915516941
2026-07-20,0.01245291281598071,-0.0004768763930120823,0.4245890046092574,0.0,0.0,2,0,1.3503176848451277,0.7769876431304581,0.0010498612169760335
2026-07-21,0.029386295193163603,0.012903367444106806,0.44101548847338484,0.0,0.0,2,0,1.389998518936536,0.7769876431304581,0.01854725167370641
2026-07-22,0.007447211893938821,-0.0056627631234176246,0.44514759192617287,0.0,0.0,2,0,1.4003501324393175,0.7769876431304581,-0.0051059988433925785
2026-07-23,0.0019647235805952956,-0.02153330556734112,0.4462355859285935,0.0,0.0,2,0,1.4031014333656109,0.7769876431304581,-0.018983483377046917
2026-07-24,-0.028709132778193314,-0.006439334720095613,0.42986757853973795,0.0,0.0,2,0,1.3628196080138442,0.7769876431304581,-0.01117116596335066
2026-07-27,-0.016653191568832715,-0.0017512938514130383,0.4202122622741289,0.0,0.0,2,0,1.3401243120078281,0.7769876431304581,-0.0030837583853382533
2026-07-28,-0.03320207890539162,-0.0022128117670087155,0.400301009057368,0.0,0.0,2,0,1.2956293988575105,0.7769876431304581,-0.009719697413944739
2026-07-29,-0.027062296386250906,-0.01744469067902732,0.20646112182782936,0.17789111905993893,0.001122216259030937,1,1,1.2605666920588885,1.0003086786776145,-0.020370397785311467
2026-07-30,0.02683379372299033,0.02778880118349103,0.2271983226272311,0.0,0.0,1,0,1.294392478647669,1.0003086786776145,0.032974173756668
2026-07-31,-0.004325001547365259,0.010017840808401068,0.22384143563535322,0.0,0.0,1,0,1.28879422917462,1.0003086786776145,0.006495501426377226
