date,strategy,benchmark,invested,turnover,transaction_cost,holdings,stop_exits,stop_pending,portfolio_peak,portfolio_value,cash
2020-01-02,-0.00497512437810943,0.013328444969281872,1.0000000000000002,0.9950248756218907,0.0049751243781094535,5,0,0,0.9950248756218906,0.9950248756218906,-1.3444106938820255e-16
2020-01-03,-0.017760784442908073,-0.007855191857838673,1.0000000000000002,0.0,0.0,5,0,0,0.9950248756218906,0.9773524532906388,-1.3444106938820255e-16
2020-01-06,-0.0003108772519689884,0.005619309971283348,1.0000000000000002,0.0,0.0,5,0,0,0.9950248756218906,0.9770486166457547,-1.3444106938820255e-16
2020-01-07,-0.0006841612662986662,-0.00031746819144873317,1.0000000000000002,0.0,0.0,5,0,0,0.9950248756218906,0.976380157826955,-1.3444106938820255e-16
2020-01-08,0.011502430396947094,0.006689040547814162,1.0000000000000002,0.0,0.0,5,0,0,0.9950248756218906,0.9876109026333197,-1.3444106938820255e-16
2020-01-09,0.011251528656261334,0.008126579909684128,1.0000000000000002,0.0,0.0,5,0,0,0.9987230350055346,0.9987230350055346,-1.3444106938820255e-16
2020-01-10,-0.0033846321542555513,-0.0026695808846131097,1.0000000000000002,0.0,0.0,5,0,0,0.9987230350055346,0.9953427249080592,-1.3444106938820255e-16
2020-01-13,0.015665189181872208,0.010357418661689266,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,1.010934956994544,-1.3444106938820255e-16
2020-01-14,-0.006437917056685394,-0.002436895763831548,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,1.0044266415917094,-1.3444106938820255e-16
2020-01-15,-0.017004062612229087,0.0007966530131704452,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.987347308088693,-1.3444106938820255e-16
2020-01-16,0.016668411397884775,0.010631049485758437,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,1.0038048192125093,-1.3444106938820255e-16
2020-01-17,0.0052274574192898715,0.0033996001273852716,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,1.0090521661622207,-1.3444106938820255e-16
2020-01-21,-0.01686043130977366,-0.001931080529598339,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9920391114266642,-1.3444106938820255e-16
2020-01-22,0.0077500304107331885,0.0013830075044956036,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9997274447088577,-1.3444106938820255e-16
2020-01-23,0.0032305025616903293,0.0019939748093769083,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,1.0029570667799816,-1.3444106938820255e-16
2020-01-24,-0.03073089706137566,-0.00931353167922011,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9721352964037867,-1.3444106938820255e-16
2020-01-27,-0.02946954529489476,-0.018851561231368552,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9434869112536494,-1.3444106938820255e-16
2020-01-28,0.024800045198751786,0.014264764594472235,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9668854292971706,-1.3444106938820255e-16
2020-01-29,-0.024802847611277934,0.0005912286268099365,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9429039173367478,-1.3444106938820255e-16
2020-01-30,0.00038127825836742346,0.002562705062495896,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9432634261001579,-1.3444106938820255e-16
2020-01-31,-0.027114377707172288,-0.015914659511836238,1.0000000000000002,0.0,0.0,5,0,0,1.010934956994544,0.9176874252875168,-1.3444106938820255e-16
2020-02-03,0.0037609512167162684,0.013382231185769866,1.0000000000000002,1.1988011988011988,0.005554605846791258,5,0,0,0.9211388029262171,0.9211388029262171,-1.3097162243624894e-16
2020-02-04,0.04161029212881706,0.020981440637460214,1.0000000000000002,0.0,0.0,5,0,0,0.9594676576071659,0.9594676576071659,-1.3097162243624894e-16
2020-02-05,0.005453996548248297,0.004299760274898423,1.0000000000000002,0.0,0.0,5,0,0,0.9647005908999112,0.9647005908999112,-1.3097162243624894e-16
2020-02-06,0.010063436169619466,0.0066750276592026925,1.0000000000000002,0.0,0.0,5,0,0,0.9744087937192267,0.9744087937192267,-1.3097162243624894e-16
2020-02-07,-0.014350173282070555,-0.005394879712713352,1.0000000000000002,0.0,0.0,5,0,0,0.9744087937192267,0.9604258586817824,-1.3097162243624894e-16
2020-02-10,0.015517494508320073,0.011331304968563938,1.0000000000000002,0.0,0.0,5,0,0,0.9753292616695256,0.9753292616695256,-1.3097162243624894e-16
