date,strategy,benchmark,invested,turnover,transaction_cost,holdings,stop_exits,stop_pending,portfolio_peak,portfolio_value,cash
2020-01-02,-0.0009990009990009652,0.013328444969281872,1.0,0.999000999000999,0.000999000999000999,5,0,0,0.999000999000999,0.999000999000999,-3.382710778154774e-17
2020-01-03,-0.01776078444290785,-0.007855191857838673,1.0,0.0,0.0,5,0,0,0.999000999000999,0.9812579575994926,-3.382710778154774e-17
2020-01-06,-0.00031087725196876637,0.005619309971283348,1.0,0.0,0.0,5,0,0,0.999000999000999,0.9809529068221616,-3.382710778154774e-17
2020-01-07,-0.0006841612662991103,-0.00031746819144873317,1.0,0.0,0.0,5,0,0,0.999000999000999,0.9802817768392504,-3.382710778154774e-17
2020-01-08,0.011502430396947316,0.006689040547814162,1.0,0.0,0.0,5,0,0,0.999000999000999,0.9915573997467397,-3.382710778154774e-17
2020-01-09,0.011251528656261556,0.008126579909684128,1.0,0.0,0.0,5,0,0,1.0027139362443183,1.0027139362443183,-3.382710778154774e-17
2020-01-10,-0.0033846321542554403,-0.0026695808846131097,1.0,0.0,0.0,5,0,0,1.0027139362443183,0.9993201184141857,-3.382710778154774e-17
2020-01-13,0.01566518918187243,0.010357418661689266,1.0,0.0,0.0,5,0,0,1.014974657122395,1.014974657122395,-3.382710778154774e-17
2020-01-14,-0.006437917056685616,-0.002436895763831548,1.0,0.0,0.0,5,0,0,1.014974657122395,1.008440334465203,-3.382710778154774e-17
2020-01-15,-0.017004062612229087,0.0007966530131704452,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9912927518772595,-3.382710778154774e-17
2020-01-16,0.016668411397884553,0.010631049485758437,1.0,0.0,0.0,5,0,0,1.014974657122395,1.0078160272812908,-3.382710778154774e-17
2020-01-17,0.0052274574192898715,0.0033996001273852716,1.0,0.0,0.0,5,0,0,1.014974657122395,1.0130843426503817,-3.382710778154774e-17
2020-01-21,-0.01686043130977377,-0.001931080529598339,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9960033036801177,-3.382710778154774e-17
2020-01-22,0.007750030410733411,0.0013830075044956036,1.0,0.0,0.0,5,0,0,1.014974657122395,1.0037223595728295,-3.382710778154774e-17
2020-01-23,0.0032305025616901073,0.0019939748093769083,1.0,0.0,0.0,5,0,0,1.014974657122395,1.0069648872266552,-3.382710778154774e-17
2020-01-24,-0.030730897061375884,-0.00931353167922011,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9760199529328729,-3.382710778154774e-17
2020-01-27,-0.02946954529489476,-0.018851561231368552,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9472570887211965,-3.382710778154774e-17
2020-01-28,0.024800045198751786,0.014264764594472235,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9707491073363202,-3.382710778154774e-17
2020-01-29,-0.024802847611277823,0.0005912286268099365,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9466717651582736,-3.382710778154774e-17
2020-01-30,0.00038127825836742346,0.002562705062495896,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9470327105201388,-3.382710778154774e-17
2020-01-31,-0.02711437770717251,-0.015914659511836238,1.0,0.0,0.0,5,0,0,1.014974657122395,0.9213545079060484,-3.382710778154774e-17
2020-02-03,0.008601098947255803,0.013382231185769866,1.0000000000000002,1.2008967878758734,0.0011173101434874687,5,0,0,0.9292791691940486,0.9292791691940486,-2.0860049798621105e-16
2020-02-04,0.04161029212881706,0.020981440637460214,1.0000000000000002,0.0,0.0,5,0,0,0.9679467468934374,0.9679467468934374,-2.0860049798621105e-16
2020-02-05,0.005453996548248297,0.004299760274898423,1.0000000000000002,0.0,0.0,5,0,0,0.9732259251098825,0.9732259251098825,-2.0860049798621105e-16
2020-02-06,0.010063436169619466,0.0066750276592026925,1.0000000000000002,0.0,0.0,5,0,0,0.9830199220858447,0.9830199220858447,-2.0860049798621105e-16
2020-02-07,-0.014350173282070666,-0.005394879712713352,1.0000000000000002,0.0,0.0,5,0,0,0.9830199220858447,0.9689134158641852,-2.0860049798621105e-16
2020-02-10,0.015517494508320295,0.011331304968563938,1.0000000000000002,0.0,0.0,5,0,0,0.9839485244738955,0.9839485244738955,-2.0860049798621105e-16
2020-02-11,0.015201419440356467,0.0010958011088375574,1.0000000000000002,0.0,0.0,5,0,0,0.9989059387021431,0.9989059387021431,-2.0860049798621105e-16
2020-02-12,0.01753077306747608,0.009027921782771786,1.0000000000000002,0.0,0.0,5,0,0,1.0164175320292845,1.0164175320292845,-2.0860049798621105e-16
2020-02-13,0.00023182175171587716,-0.001438449263620245,1.0000000000000002,0.0,0.0,5,0,0,1.0166531597220343,1.0166531597220343,-2.0860049798621105e-16
2020-02-14,-0.002310293934658425,0.001977971574602444,1.0000000000000002,0.0,0.0,5,0,0,1.0166531597220343,1.0143043920934771,-2.0860049798621105e-16
2020-02-18,-0.005173768341366403,0.0001603608244948873,1.0000000000000002,0.0,0.0,5,0,0,1.0166531597220343,1.009056616141155,-2.0860049798621105e-16
2020-02-19,0.10785894534230533,0.008675819786086558,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,1.1178923985488154,-2.0860049798621105e-16
2020-02-20,-0.007234650142931787,-0.006745287549335677,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,1.1098048381478718,-2.0860049798621105e-16
2020-02-21,-0.026442301130795376,-0.017882362352014458,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,1.0804590444211521,-2.0860049798621105e-16
2020-02-24,-0.05291732434444951,-0.037101881506922174,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,1.023284042726624,-2.0860049798621105e-16
2020-02-25,-0.042133477629392124,-0.027726074002977774,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,0.980169527403888,-2.0860049798621105e-16
2020-02-26,0.01016153373570905,0.0016908051235420274,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,0.9901295531233165,-2.0860049798621105e-16
2020-02-27,-0.048929649967113464,-0.04613067955925165,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,0.9416828606668982,-2.0860049798621105e-16
2020-02-28,0.027056812051377888,0.0001038466147211814,1.0000000000000002,0.0,0.0,5,0,0,1.1178923985488154,0.9671617968399664,-2.0860049798621105e-16
2020-03-02,0.03379760283893707,0.044914576527982586,1.0000000000000002,1.2322812920005841,0.0012336160537287624,5,0,0,0.9998495471305564,0.9998495471305564,-1.3682631416767066e-16
2020-03-03,-0.016034612327025743,-0.029945823525981186,1.0000000000000002,0.0,0.0,5,0,0,0.9998495471305564,0.9838173472569657,-1.3682631416767066e-16
2020-03-04,0.048534456455386676,0.03846114074039164,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,1.031566387457463,-1.3682631416767066e-16
2020-03-05,-0.0017378284693415624,-0.030993259792112537,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,1.0297737020213236,-1.3682631416767066e-16
2020-03-06,-0.011609984856912225,-0.018649427851619715,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,1.0178180449348095,-1.3682631416767066e-16
2020-03-09,-0.0925861456909498,-0.07287401875463217,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,0.9235821951395976,-1.3682631416767066e-16
2020-03-10,0.03883710479348346,0.04950139989280422,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,0.9594514536376296,-1.3682631416767066e-16
2020-03-11,-0.046181272539199125,-0.047002450789465855,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,0.9151427645690595,-1.3682631416767066e-16
2020-03-12,-0.10679298587155917,-0.09434674315042646,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,0.8174119362419764,-1.3682631416767066e-16
2020-03-13,0.05257438888019483,0.09336974349106453,1.0000000000000002,0.0,0.0,5,0,0,1.031566387457463,0.860386869253275,-1.3682631416767066e-16
2020-03-16,-0.11902254184804018,-0.12314095473462161,1.0000000000000002,0.0,0.0,5,0,1,1.031566387457463,0.7579814371020728,-1.3682631416767066e-16
2020-03-17,0.06600805125224318,0.06230493229300893,0.0,1.0000000000000002,0.0008088231377883437,0,1,0,0.8080143146505553,0.8080143146505553,0.8080143146505553
2020-03-18,0.0,-0.047027996668693506,0.0,0.0,0.0,0,0,0,0.8080143146505553,0.8080143146505553,0.8080143146505553
2020-03-19,0.0,0.022996278112125124,0.0,0.0,0.0,0,0,0,0.8080143146505553,0.8080143146505553,0.8080143146505553
