candidate,training_eligible,selection_years,required_positive_training_years,positive_training_years_50bps,worst_annual_training_excess_50bps,compounded_training_excess_30bps,compounded_training_excess_50bps,strategy_drawdown_50bps,drawdown_lag_50bps,turnover_50bps,average_invested_50bps,final_evidence,rank
weekly_breadth_60pct_above_sma20,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,2,-0.46525881333320174,-0.6008233863429715,-0.9938082589644261,-0.35892689824885426,0.0,109.74897786249602,0.5563660477453581,False,1
weekly_breadth_40pct_above_sma20,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,2,-0.2564504688399525,0.32028962586026255,-0.21681970762327607,-0.36546789981996175,0.0015150960179850514,101.73533808730141,0.6797082228116711,False,2
weekly_breadth_80pct_above_sma20,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,2,-0.5111340841332908,-1.2403700562525728,-1.498985610471645,-0.42177160744285525,0.05781880364087855,106.06387151176328,0.3759946949602122,False,3
