short_ma,long_ma,sharpe,annual_return,max_drawdown
3,55,-inf,0.5220254560255266,0.6652117601356324
3,56,-inf,0.8871551477542529,0.658448163957655
3,57,-inf,1.8325750402753924,0.6585908407612887
3,58,-inf,4.86792349539499,0.6583860759493672
3,59,-inf,19.492044807831256,0.6693874682954296
3,60,-inf,157.46879228817707,0.6693874682954295
4,20,-2.001221569400716,0.04517760001456045,0.7056586771379427
4,21,-2.3178551127545615,0.013560343764219015,0.7139142118280322
4,22,-inf,0.00015320743530848713,0.6902281395786178
4,23,-inf,0.005405753929768866,0.7004649722424161
4,24,-inf,0.009564719814446643,0.7046201730865538
4,25,-inf,0.02965007493748617,0.689021286236533
4,26,-inf,0.03220867843431678,0.6991273647504901
4,27,-inf,0.03559420031203326,0.7039689194326338
4,28,-inf,0.038148281145278795,0.682705928860607
4,29,-inf,0.04315399502587219,0.6821416882646942
4,30,-inf,0.025578241674678728,0.6809740984812801
4,31,-2.276979770793758,0.04866963072403489,0.6903846052046848
4,32,-inf,0.026453955120982375,0.6880199199927948
4,33,-inf,0.020488371563423004,0.6932454558206438
4,34,-inf,0.04366385160486987,0.6759057376812345
4,35,-2.4324828678797985,0.039334204666005484,0.6971241890963763
4,36,-inf,0.030228293443721313,0.7058890886329265
4,37,-2.7193739396499486,0.033672108415984676,0.6909196151746806
4,38,-inf,0.04131989392276491,0.6896127842655193
4,39,-inf,0.058113015666850724,0.6953225912141174
4,40,-inf,0.04538923560355738,0.6884272572162795
4,41,-inf,0.04476564069471255,0.6919368800737563
4,42,-inf,0.043596827065692935,0.6904952572679857
4,43,-inf,0.04307352826534099,0.7031866097504016
4,44,-inf,0.05545870322222193,0.6821693518970537
4,45,-1.6769593341152857,0.05213308588098807,0.6824175824175823
4,46,-inf,0.047822598700541806,0.6964178458302993
4,47,-1.4625520466420519,0.05084811977097328,0.6847133784023841
4,48,-2.15755053311889,0.03060417177678428,0.6778865375972416
4,49,-inf,0.03100899915872518,0.6810247012444737
4,50,-1.9136393900337918,0.03173268835099402,0.6922078252680808
4,51,-inf,0.14362515421975103,0.6707250850609167
4,52,-inf,0.18107766215190033,0.6797572934583501
4,53,5.065263439767264,0.23989776868116242,0.6946172931633317
4,54,8.654068725078137,0.3391914020817732,0.6738991062130227
4,55,15.084394670626095,0.5161558547952763,0.6657211766705355
4,56,-inf,0.8860851671395881,0.6767924127749112
4,57,-inf,1.8278910037131186,0.6674426098591252
4,58,-inf,4.871104817193494,0.6766562458011751
4,59,693.6992375194296,19.49127275753901,0.6688707888786434
4,60,-inf,157.47432163997058,0.6759073573239411
5,20,-inf,0.04009697877688214,0.6852974275109788
5,21,-inf,-0.004125023069205381,0.6990667865918162
5,22,-inf,0.0012658639708277991,0.7049739413569711
5,23,-inf,0.0016325655589492084,0.695812121370564
5,24,-inf,0.01255233247889738,0.6937995499167481
5,25,-inf,0.02704319879111689,0.6868180394315193
5,26,-inf,0.021822655415857126,0.6877314837140611
5,27,-inf,0.033620458825781525,0.7073959117082635
5,28,-inf,0.05123645088499168,0.6934114510603075
5,29,-inf,0.05950830817125549,0.7008286182353278
5,30,-inf,0.05703493931707825,0.6922939895185457
5,31,-2.099076914171581,0.0491770894275633,0.7036122936226005
5,32,-inf,0.018646179299543292,0.6970869587034488
5,33,-inf,0.015524671000307721,0.6886571855146336
5,34,-2.291724025587662,0.03763433407460555,0.6692289278496018
5,35,-2.820241186780424,0.023483880705961416,0.7041566177807056
5,36,-inf,0.022312323331468754,0.7114914425427871
5,37,-2.664460669427832,0.026116470919720445,0.712431600076993
5,38,-2.382115509733841,0.03192237075661061,0.6977025392986699
5,39,-1.9720078473922493,0.06279818342077294,0.6858522357009523
5,40,-2.3455316164733553,0.03794014713843445,0.6824175824175824
5,41,-inf,0.03548977368430409,0.6961890490977282
5,42,-inf,0.04065996763740673,0.7026646238852302
5,43,-inf,0.0354735232283939,0.705396628116159
5,44,-inf,0.04545147849334371,0.6672014889087221
5,45,-1.7296022149511596,0.04859535219383854,0.7023512385165702
5,46,-2.0855598417863113,0.04459749949088339,0.6816589633016482
5,47,-inf,0.046939917110134,0.669841971410409
5,48,-2.2671652922195245,0.033714944360680246,0.6833229739189266
5,49,-inf,0.037677963055289955,0.6749107598164201
5,50,-2.2765813384385933,0.02971160086811707,0.6824175824175823
5,51,-2.2819047787242392,0.03639948486207154,0.6827292590450484
5,52,-inf,0.03443291729597688,0.6824175824175822
5,53,-inf,0.25003207355574186,0.6804729099315036
5,54,8.458711149778864,0.34517298211435865,0.6620625991034995
5,55,-inf,0.5203121349281083,0.6741821913446632
5,56,-inf,0.8861499056572996,0.6653551504078553
5,57,-inf,1.8250912287815146,0.6689506332035665
5,58,-inf,0.054134894120383206,0.6617452608825145
5,59,-inf,0.059543255628681194,0.6608141086312651
5,60,-inf,0.06344114604503806,0.6592035634991503
6,20,-inf,0.023123929798306082,0.7056608561951873
6,21,-inf,0.035464922929300854,0.688242057351857
6,22,-inf,0.024109017050732418,0.696673367883906
6,23,-inf,0.012093825770801727,0.6869341568614559
6,24,-inf,0.0237612768135407,0.6871646959335957
6,25,-inf,0.03491286168226496,0.6993598013826997
6,26,-inf,0.028531512231638464,0.694078406022373
6,27,-inf,0.04469094311171704,0.7047766628836576
6,28,-inf,0.04633357975952515,0.6892025930118603
6,29,-inf,0.08766534139645472,0.7116613845952344
6,30,-inf,0.05869252704017602,0.6897456004915479
6,31,-inf,0.05167993034448415,0.6925348057081692
6,32,-inf,0.026577530759113246,0.7123848630410796
6,33,-inf,0.01182785520626258,0.6892430278884464
6,34,-2.5556188323962106,0.033790080304603794,0.6957701197375844
6,35,-2.861253654978677,0.02538638449333618,0.6888018300893554
6,36,-inf,0.028883377725694152,0.6903203380148099
6,37,-2.804401276427267,0.026936211398835393,0.69612549174661
6,38,-2.2078431971918486,0.056538683738974735,0.704821802935011
6,39,-1.9014833657372903,0.06046292438039481,0.6916639495060246
6,40,-inf,0.0903592757932657,0.6603773584905668
6,41,-0.8891373263556805,0.09944466190977966,0.6720444784284075
6,42,-inf,0.04049276983831522,0.7001626614762246
6,43,-inf,0.05094705146314351,0.6848137755858865
6,44,-2.084442563036676,0.04402012407159684,0.6763150029434779
6,45,-1.6654259630169332,0.05559004480654177,0.6865810489644727
6,46,-2.1233959911501485,0.04427741463353136,0.6755071321052255
6,47,-0.832252021385532,0.09889182939130704,0.676286081962906
6,48,-inf,0.10298623626261628,0.6869278421466445
6,49,-inf,0.10780542013691152,0.6700229108649995
6,50,1.066895692574251,0.12607325659821952,0.6861829170841174
6,51,-inf,0.14321384621255892,0.6833306050554007
6,52,-inf,0.17963596619194777,0.6771767326560445
6,53,-inf,0.22190792872736353,0.6621115829546647
6,54,8.697207098117197,0.34878219397624916,0.6739758097044476
6,55,14.806186423072937,0.5184751771952183,0.659430586750007
6,56,-inf,0.8943563124431808,0.6603091363944738
6,57,-inf,1.8303404599693982,0.6773143353112178
6,58,-inf,4.866260008840538,0.6673044315865173
6,59,-inf,19.59020685368206,0.6707586422830689
6,60,5654.261423875434,158.18090119266378,0.6675892559902121
7,20,-inf,0.032108014078097505,0.7185391526453702
7,21,-inf,0.04588046377511411,0.7049732302898272
7,22,-inf,0.0470773066653428,0.6967549585763555
7,23,-inf,0.03531362516296606,0.7083126178836108
7,24,-inf,0.018768579146010603,0.6950024497795201
7,25,-inf,0.03983113949496513,0.6962283384301733
7,26,-inf,0.04681062350780531,0.6910538280078798
7,27,-inf,0.05325565651187251,0.698999753149715
7,28,-inf,0.06552977721453672,0.7083804316242537
7,29,-inf,0.08627489958448706,0.7136912857851888
7,30,-inf,0.08588462271366748,0.6772936058826353
7,31,-1.847473301101185,0.05361853103553865,0.6821612421903611
7,32,-inf,0.06431869982973751,0.6894499646708767
7,33,-inf,0.054028221944552694,0.69418549128966
7,34,-inf,0.05642222576617081,0.6897951528513996
7,35,-inf,0.03918124528408964,0.6821205500124851
7,36,-inf,0.04577393150546439,0.7069092483105387
7,37,-inf,0.050876852026703716,0.70737175383211
7,38,-inf,0.05174116015665674,0.7144788167285089
7,39,-1.9646899160308562,0.0471021128691913,0.6981694677528951
7,40,-1.694838958702933,0.053656707112350106,0.6961154409358017
7,41,-1.7073102679966465,0.04251513628146992,0.6862364110681842
7,42,-inf,0.036715932793315066,0.6993803060468308
7,43,-inf,0.034461988450308075,0.6852599758104327
7,44,-1.8490801778566124,0.048834883097211366,0.6953502886565768
7,45,-1.652681371971157,0.05404945730553154,0.6796990341170459
7,46,-1.8069131081008,0.04984486008902731,0.6786969138446425
7,47,-1.715946711670798,0.055966295148127544,0.7004873993999494
7,48,-1.7250714665032243,0.04862936147280643,0.685487088802818
7,49,-inf,0.04868887590622789,0.7014326647564469
7,50,-inf,0.04266551427366883,0.6976194321585528
7,51,-inf,0.005089492363045561,0.6762548674517312
7,52,-inf,0.1404152998168609,0.6866651711143872
7,53,-inf,0.20271571561463583,0.6858485966681179
7,54,-inf,0.31211891069790465,0.6923544855526831
7,55,-inf,0.517248042870721,0.6621979097455911
7,56,-inf,0.8927926252181354,0.660769284031445
7,57,-inf,1.8361520951630348,0.6730431371665142
7,58,-inf,4.901800233432196,0.6865045839305326
7,59,-inf,19.588586019875496,0.6757833966147215
7,60,-inf,158.20478657763707,0.6518836074214595
8,20,-inf,0.05487475936943018,0.7116214287224543
8,21,-1.4897783325528346,0.05386851109830152,0.7174087516383048
8,22,-inf,0.04031896164358098,0.6910135555204484
8,23,-inf,0.042860749959207654,0.7033780736786905
8,24,-inf,0.044464655802814605,0.6892444122758843
8,25,-inf,0.031150242952836395,0.7097645368065036
8,26,-inf,0.03776701377981429,0.6817278259136299
8,27,-inf,0.019658444697328654,0.7006724821040435
8,28,-inf,0.043667320192671305,0.6897288316620188
8,29,-inf,0.04478198904696863,0.7132303982210371
8,30,-inf,0.05686391829411267,0.6863176987208189
8,31,-inf,0.05186213786078019,0.6799984640439302
8,32,-inf,0.06530105835581863,0.6988509164064972
8,33,-inf,0.04864316438430355,0.712170857655211
8,34,-inf,0.04805393500529824,0.6795897075546585
8,35,-inf,0.04068755868518697,0.6674619025413234
8,36,-inf,0.039055613100134993,0.6950634686637118
8,37,-inf,0.03676303404274941,0.6799241748143672
8,38,-inf,0.03916490596080029,0.6893301341779235
8,39,-inf,0.037668416074603,0.704581771626348
8,40,-inf,0.04322411417927246,0.6927879244429069
8,41,-inf,0.03668537415072233,0.6991031618790519
8,42,-inf,0.03381555499686433,0.6897050749027245
8,43,-inf,0.0391935000119831,0.6790781738041989
8,44,-inf,0.0418112586134075,0.6892076047823384
8,45,-inf,0.050920914903922136,0.6939305701953066
8,46,-1.7292200177557322,0.04930701773558222,0.6755172300876768
8,47,-1.5929018763385607,0.0651613650806188,0.6804465813226358
8,48,-1.942435127192779,0.053506583799850974,0.6738099029126364
8,49,-inf,0.013249688017898829,0.6742113290563447
8,50,-inf,0.021796499668733555,0.67460328298066
8,51,-inf,0.051987293949151935,0.6843581883632506
8,52,-inf,0.004490011616050087,0.6773664034046081
8,53,-inf,0.012666754036698457,0.6824004111366282
8,54,-inf,0.017918300870246276,0.699446438123299
8,55,-inf,0.050798814700711334,0.6890309241970519
8,56,-inf,0.04908071991119666,0.6576709528924355
8,57,-inf,0.06492217752584614,0.6581002476858387
8,58,-inf,0.06532117969454596,0.6605683145192679
8,59,-inf,0.0672272451264546,0.657162598284472
8,60,-inf,158.1991780473506,0.6571765058516461
9,20,-inf,0.030541170598371192,0.7031874923243053
9,21,-inf,0.03652016605065668,0.72146103041576
9,22,-inf,0.047569549386311326,0.7056099970826378
9,23,-inf,0.044454637838995004,0.6967421440905066
9,24,-inf,0.017090249784648008,0.71059123862683
9,25,-inf,0.00911040755648231,0.7047449653407231
9,26,-inf,0.014251388745652687,0.7037782432193578
9,27,-inf,0.04084661865355054,0.7046494658668938
9,28,-inf,0.03832900472777426,0.7170969910706904
9,29,-inf,0.043948971725488166,0.7171025879973019
9,30,-inf,0.04444566055698319,0.6997084466422303
9,31,-inf,0.055357959890687355,0.7004152396176128
9,32,-inf,0.07752513566721755,0.7014481148249487
9,33,-inf,0.0408012147452427,0.6884263166079683
9,34,-inf,0.044202711493504555,0.6976486955104384
9,35,-inf,0.03562363827032085,0.6872856296197711
9,36,-inf,0.0472103238193131,0.6914530768173003
9,37,-inf,0.030664029780177602,0.7045092750266826
9,38,-inf,0.04085179662247834,0.7030495987791929
9,39,-inf,0.04146264333220245,0.6948761284064895
9,40,-inf,0.03514235057433343,0.7021371041217643
9,41,-inf,0.03507379247515462,0.7082314588427057
9,42,-inf,0.03260746781361474,0.7040292480364225
9,43,-inf,0.03778697890893614,0.7014326647564469
9,44,-inf,0.047445331407876365,0.684318734489794
9,45,-inf,0.05755835888827211,0.6740010923449332
9,46,-inf,0.02054226449425805,0.6770611265544798
9,47,-inf,0.02385966799930842,0.6694698538964634
9,48,-2.263265792434997,0.015765115382773014,0.6770605332793386
9,49,-inf,0.009690420392765265,0.6649841159925984
9,50,-inf,0.027170166817574407,0.6806072378554686
9,51,-inf,0.0492876386167439,0.6865254571766871
9,52,-inf,0.020152207819716352,0.6810467850632909
9,53,-inf,0.01614719607329411,0.6726918071870165
9,54,-inf,0.06402037028615806,0.6838223289069523
9,55,-inf,0.014968446539520033,0.6677935531628945
9,56,-inf,0.058041242339463915,0.660970253543622
9,57,-inf,0.0609680532372498,0.6605683145192682
9,58,-inf,0.0649565801955967,0.6539706455955687
9,59,-inf,0.06740688550537516,0.6736317309307499
9,60,-inf,0.0691624650375701,0.6641566795769418
10,20,-inf,0.020411753028357096,0.7050147884871354
10,21,-inf,0.02504059672304232,0.7260335010300687
10,22,-inf,0.032986393478497175,0.7216349531929529
10,23,-inf,0.022659968319992084,0.6969685821224147
10,24,-inf,0.04825623257382085,0.7126612566180158
10,25,-inf,0.021933090870968064,0.7042140893591528
10,26,-inf,0.019178056439265755,0.7039087310798389
10,27,-inf,0.039974839588430226,0.7093880826979948
10,28,-inf,0.046905388296770656,0.709671751977544
10,29,-inf,0.039751303350491846,0.7279953904715202
10,30,-inf,0.03932140022207132,0.6904493309280575
10,31,-inf,0.04569726999987661,0.6965548267510409
10,32,-inf,0.041551019435279175,0.7079211097729632
10,33,-inf,0.06812703545913537,0.6772702956746688
10,34,-inf,0.03425523971586649,0.6944274811590105
10,35,-inf,0.03927886183183771,0.667853138604503
10,36,-inf,0.03303726728698188,0.6890627661893605
10,37,-inf,0.04225925855266708,0.6890666104711736
10,38,-inf,0.03789738715279095,0.6947356922033824
10,39,-inf,0.037233235553233664,0.6995279341079652
10,40,-inf,0.038258133899048294,0.7152933502499766
10,41,-inf,0.040017564781572666,0.7168338456158856
10,42,-inf,0.03573549254433116,0.71190711993677
10,43,-inf,0.03561426894279459,0.7033267130089379
10,44,-inf,0.04519076815704073,0.6995676020275585
10,45,-inf,0.05727045039309665,0.6927619106717688
10,46,-inf,0.014575089052088881,0.6900269541778976
10,47,-inf,0.026008104132359332,0.6813747694131662
10,48,-inf,0.012116335072298243,0.6779141684174421
10,49,-inf,0.0172261305909259,0.6755071321052255
10,50,-inf,0.019095787898948134,0.6722784858221532
10,51,-inf,0.032068457329289354,0.6633865357075299
10,52,-inf,0.05426036517956348,0.6765676567656762
10,53,-inf,0.0131836605976735,0.6743677558365883
10,54,-inf,0.05975126522367501,0.6653139683485206
10,55,-inf,0.019799688806605324,0.6654706411428752
10,56,-inf,0.06621935540246328,0.6740324416996788
10,57,-inf,0.06296093142948728,0.664718238199462
10,58,-inf,0.06501791013441754,0.6682913481164355
10,59,-inf,0.06924874631717627,0.6730003761635317
10,60,-inf,0.07133922257854229,0.6599375720572471
