candidate,training_eligible,selection_years,required_positive_training_years,positive_training_years_50bps,worst_annual_training_excess_50bps,compounded_training_excess_30bps,compounded_training_excess_50bps,strategy_drawdown_50bps,drawdown_lag_50bps,turnover_50bps,average_invested_50bps,final_evidence,rank
weekly_vol_target_10pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,1,-0.330767063667871,-0.9299496705888524,-1.007318856095331,-0.11892889374916404,0.0,23.836979962434228,0.22817686634151801,False,1
weekly_vol_target_15pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,1,-0.28043018715802304,-0.4945273037238791,-0.6384835875214325,-0.17381214030597936,0.0,35.53172731613532,0.34155849712498165,False,2
weekly_vol_target_20pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,2,-0.23262609388121458,0.015889631013104477,-0.21412863091043421,-0.22589956384492094,0.0,46.11812339267698,0.44717513926895147,False,3
weekly_vol_target_25pct,False,"[2020, 2021, 2022, 2023, 2024, 2025]",4,2,-0.1661027473963521,0.5709921801916669,0.2382978330202663,-0.2741881290431827,0.0,55.48441612022555,0.5446604317182158,False,4
