date,ticker,open,high,low,close,volume
2020-01-02,MMSI,31.41,31.47,30.56,31.46,472979
2020-01-03,MMSI,31.12,32.52,31.12,32.48,811772
2020-01-06,MMSI,32.27,33.41,31.63,33.32,825525
2020-01-07,MMSI,33.19,33.4663,32.44,32.94,1427225
2020-01-08,MMSI,32.95,33.73,32.5,33.63,855909
2020-01-09,MMSI,33.76,34.06,33.32,34.05,952819
2020-01-10,MMSI,34.01,34.75,33.53,34.67,889387
2020-01-13,MMSI,34.76,34.9,33.73,34.65,1382790
2020-01-14,MMSI,37.9,39.88,37.19,38.4,1464591
2020-01-15,MMSI,38.16,38.83,37.46,37.55,962762
2020-01-16,MMSI,37.57,38.39,36.73,36.82,1152605
2020-01-17,MMSI,37.14,37.26,36.51,36.7,567775
2020-01-21,MMSI,36.67,37.11,36.27,36.495,820745
2020-01-22,MMSI,36.62,36.88,36.02,36.18,1061209
2020-01-23,MMSI,36.32,37.045,36.01,36.67,554221
2020-01-24,MMSI,36.7,37.02,36.06,36.58,599337
2020-01-27,MMSI,36.06,36.64,35.84,36.06,448966
2020-01-28,MMSI,34.72,37.49,34.0,37.42,829635
2020-01-29,MMSI,37.5,38.02,36.92,37.0,519480
2020-01-30,MMSI,36.87,37.13,36.67,37.02,278297
2020-01-31,MMSI,36.81,37.24,36.01,36.42,342980
2020-02-03,MMSI,38.49,38.8,37.3,37.6,751147
2020-02-04,MMSI,38.16,38.97,37.76,38.87,467018
2020-02-05,MMSI,38.95,40.13,38.51,39.735,386107
2020-02-06,MMSI,39.58,40.19,39.25,39.97,287714
2020-02-07,MMSI,40.02,40.29,38.84,38.89,284628
2020-02-10,MMSI,38.78,39.54,38.5318,39.3,617768
2020-02-11,MMSI,39.8,40.7273,39.49,40.19,413241
2020-02-12,MMSI,40.55,40.55,39.18,39.37,613179
2020-02-13,MMSI,39.29,40.56,38.97,40.53,350213
2020-02-14,MMSI,40.61,40.995,40.26,40.91,235792
2020-02-18,MMSI,40.81,40.99,39.46,40.33,521204
2020-02-19,MMSI,40.53,41.27,40.32,41.02,344789
2020-02-20,MMSI,41.07,41.76,39.811,40.885,346004
2020-02-21,MMSI,40.75,40.75,39.25,39.77,551455
2020-02-24,MMSI,38.1,39.2,38.08,38.75,547902
2020-02-25,MMSI,43.26,43.44,39.26,39.92,955766
2020-02-26,MMSI,40.13,40.5322,37.63,37.71,610823
2020-02-27,MMSI,36.81,37.89,36.0,36.44,776723
2020-02-28,MMSI,35.24,36.56,35.02,36.01,569488
2020-03-02,MMSI,36.36,36.985,35.66,36.92,459742
2020-03-03,MMSI,37.01,38.5,35.99,36.52,586609
2020-03-04,MMSI,37.23,38.75,37.11,38.52,419341
2020-03-05,MMSI,37.74,38.71,37.3,37.92,323970
2020-03-06,MMSI,36.76,37.8,36.425,37.58,716779
2020-03-09,MMSI,35.24,37.57,35.0301,36.36,596895
2020-03-10,MMSI,37.39,37.39,34.87,35.97,767220
2020-03-11,MMSI,35.15,35.415,32.21,32.88,665266
2020-03-12,MMSI,30.56,31.95,28.67,30.71,1120837
2020-03-13,MMSI,32.2,33.76,29.3828,33.71,695571
2020-03-16,MMSI,25.5,30.0,25.18,25.94,1363723
2020-03-17,MMSI,26.3,30.93,26.15,30.91,1103881
2020-03-18,MMSI,29.67,30.1932,25.405,27.99,969042
2020-03-19,MMSI,27.6,31.5,27.6,28.25,986937
2020-03-20,MMSI,28.75,30.43,27.62,29.08,1256287
2020-03-23,MMSI,29.76,30.0,26.935,27.98,727903
2020-03-24,MMSI,29.28,31.7,28.315,30.17,682105
2020-03-25,MMSI,30.31,35.16,30.17,33.0,687959
2020-03-26,MMSI,33.85,36.58,31.87,32.98,502736
2020-03-27,MMSI,31.85,33.52,30.095,30.27,394811
2020-03-30,MMSI,30.66,31.15,28.92,30.91,602639
2020-03-31,MMSI,30.96,31.495,30.01,31.25,781536
2020-04-01,MMSI,30.08,30.74,28.38,28.84,637378
2020-04-02,MMSI,28.34,30.76,28.06,30.59,583220
2020-04-03,MMSI,30.49,31.44,29.5,30.41,407552
2020-04-06,MMSI,31.51,33.66,30.01,33.49,464724
2020-04-07,MMSI,34.4,34.88,32.48,32.98,348102
2020-04-08,MMSI,33.46,34.07,32.68,33.43,335235
2020-04-09,MMSI,34.16,35.12,33.35,34.55,348365
2020-04-13,MMSI,34.28,34.28,33.02,33.5,340514
2020-04-14,MMSI,34.32,35.7,33.85,35.57,815406
2020-04-15,MMSI,33.94,34.87,33.16,34.75,556476
2020-04-16,MMSI,34.93,36.38,34.01,34.77,387734
2020-04-17,MMSI,35.7,37.76,35.4719,37.61,590990
2020-04-20,MMSI,37.13,39.21,36.47,38.14,966471
2020-04-21,MMSI,37.47,38.9866,36.34,36.55,435685
2020-04-22,MMSI,36.97,37.38,36.42,36.9,358820
2020-04-23,MMSI,37.51,38.74,37.03,37.86,623304
2020-04-24,MMSI,43.0,43.0,39.6484,40.21,792734
2020-04-27,MMSI,40.94,41.17,39.7,40.19,447635
2020-04-28,MMSI,40.94,40.94,39.16,39.29,426686
2020-04-29,MMSI,40.2,42.75,39.54,42.17,807663
2020-04-30,MMSI,40.83,42.55,40.3749,40.82,500195
2020-05-01,MMSI,39.86,41.99,37.765,38.54,380454
2020-05-04,MMSI,38.3,39.66,37.7,39.5,489583
2020-05-05,MMSI,40.17,41.03,39.455,39.48,367960
2020-05-06,MMSI,39.49,40.37,39.05,39.09,289754
2020-05-07,MMSI,39.61,41.29,39.45,40.8,297405
2020-05-08,MMSI,41.32,42.44,40.95,41.67,452442
2020-05-11,MMSI,41.0,42.05,40.71,41.47,326274
2020-05-12,MMSI,41.7,42.055,40.26,40.29,280536
2020-05-13,MMSI,40.41,40.47,38.67,38.85,365789
2020-05-14,MMSI,38.02,38.95,37.47,38.95,313402
2020-05-15,MMSI,38.93,39.98,38.49,39.62,351572
2020-05-18,MMSI,41.15,43.74,41.15,43.1,509246
2020-05-19,MMSI,42.88,43.1,41.81,41.89,659901
2020-05-20,MMSI,42.88,44.3,42.11,43.84,354407
2020-05-21,MMSI,43.92,44.05,42.44,42.65,457119
2020-05-22,MMSI,42.94,44.89,42.5,44.81,281289
2020-05-26,MMSI,45.99,46.0,42.885,43.15,394860
2020-05-27,MMSI,44.72,45.675,43.5,44.26,610881
2020-05-28,MMSI,44.95,45.26,43.41,43.56,439572
2020-05-29,MMSI,43.32,45.18,42.32,44.99,771908
2020-06-01,MMSI,45.33,45.45,44.05,44.55,654814
2020-06-02,MMSI,44.8,45.23,44.19,44.99,482728
2020-06-03,MMSI,45.2,45.48,44.61,44.89,453826
2020-06-04,MMSI,44.43,44.92,43.8,43.99,414801
2020-06-05,MMSI,45.14,46.27,43.64,45.41,491110
2020-06-08,MMSI,45.59,45.9799,44.88,45.26,310684
2020-06-09,MMSI,44.8,45.5,44.35,44.44,300001
2020-06-10,MMSI,44.42,44.43,43.38,43.53,308032
2020-06-11,MMSI,42.13,42.2,40.39,40.45,392184
2020-06-12,MMSI,42.18,42.75,40.4,41.89,436541
2020-06-15,MMSI,40.79,44.21,40.79,43.55,341863
2020-06-16,MMSI,44.91,45.02,42.55,42.95,594620
2020-06-17,MMSI,43.27,44.03,42.11,43.56,267907
2020-06-18,MMSI,43.36,43.79,42.41,42.78,199920
2020-06-19,MMSI,43.03,43.62,41.89,42.19,767315
2020-06-22,MMSI,42.18,43.02,41.22,42.98,333730
2020-06-23,MMSI,43.65,44.45,43.35,43.87,321496
2020-06-24,MMSI,43.43,43.62,40.98,42.21,453809
2020-06-25,MMSI,42.16,44.04,41.32,44.03,552476
2020-06-26,MMSI,43.72,44.35,41.78,42.09,774722
2020-06-29,MMSI,42.52,43.96,41.95,43.92,294957
2020-06-30,MMSI,43.79,45.78,42.85,45.65,426284
2020-07-01,MMSI,45.59,45.945,44.8,45.21,384773
