trade_id,signal_date,execution_date,ticker,side,normalized_gross_notional,prior_50d_median_dollar_volume,notional_at_100000_account,participation_at_100000_account,notional_at_1000000_account,participation_at_1000000_account,account_capacity_at_1pct_participation,account_capacity_at_5pct_participation
48,2019-12-31,2020-01-02,ADSK,SELL,0.36006153848662087,194837088.865,36006.153848662085,0.000184801333557238,360061.5384866209,0.00184801333557238,5411216.362734054,27056081.81367027
49,2019-12-31,2020-01-02,INCY,SELL,0.3063821694572626,94858265.3825,30638.21694572626,0.000322989428724875,306382.1694572626,0.0032298942872487505,3096076.561848741,15480382.809243705
50,2019-12-31,2020-01-02,ARWR,SELL,0.33555829405811843,89550490.26000002,33555.82940581184,0.0003747140781517351,335558.2940581184,0.003747140781517351,2668701.44012861,13343507.20064305
51,2019-12-31,2020-01-02,NMIH,BUY,0.3333333333333333,14477166.15,33333.33333333333,0.002302476395446586,333333.3333333333,0.02302476395446586,434314.9845000001,2171574.9225000003
52,2019-12-31,2020-01-02,APPF,BUY,0.3333333333333333,10603149.74,33333.33333333333,0.00314371994649708,333333.3333333333,0.031437199464970804,318094.49220000004,1590472.4610000004
53,2020-01-31,2020-02-03,PODD,BUY,0.3333333333333333,91607510.49000001,33333.33333333333,0.0003638711843061387,333333.3333333333,0.0036387118430613874,2748225.3147000005,13741126.573500002
54,2020-01-31,2020-02-03,ACIW,SELL,0.29450836297846456,19676683.59,29450.836297846454,0.0014967378096588306,294508.3629784646,0.014967378096588307,668119.6890642737,3340598.445321369
55,2020-01-31,2020-02-03,FTNT,BUY,0.3333333333333333,122767113.74000001,33333.33333333333,0.0002715167956455154,333333.3333333333,0.0027151679564551543,3683013.4122000006,18415067.061000004
56,2020-01-31,2020-02-03,NMIH,SELL,0.3289641993546708,14216108.875,32896.41993546708,0.002314024197811096,328964.1993546708,0.023140241978110963,432147.5985194664,2160737.9925973327
57,2020-01-31,2020-02-03,APPF,SELL,0.044528772334866046,10156630.399999999,4452.877233486604,0.00043842072204248024,44528.772334866044,0.004384207220424803,2280914.0848572985,11404570.424286494
58,2020-02-28,2020-03-02,PODD,BUY,0.0012037750410577217,89559670.35,120.37750410577218,1.344103921277689e-06,1203.7750410577216,1.344103921277689e-05,743990091.9635828,3719950459.817914
59,2020-02-28,2020-03-02,DXCM,BUY,0.3333333333333333,170159649.77499998,33333.33333333333,0.0001958944636840143,333333.3333333333,0.0019589446368401433,5104789.49325,25523947.46625
60,2020-02-28,2020-03-02,FTNT,SELL,0.3369642023615835,125957114.96,33696.420236158345,0.00026752296007144386,336964.2023615835,0.002675229600714439,3737996.917098042,18689984.58549021
61,2020-02-28,2020-03-02,ADSK,BUY,0.3333333333333333,269329430.0,33333.33333333333,0.0001237641698990464,333333.3333333333,0.0012376416989904643,8079882.900000001,40399414.5
62,2020-02-28,2020-03-02,APPF,SELL,0.3322433173075176,9705427.485,33224.33173075176,0.0034232733985289014,332243.31730751763,0.03423273398528902,292118.0646657478,1460590.323328739
63,2020-03-31,2020-04-01,PODD,SELL,0.3513646164228414,105233366.945,35136.46164228414,0.0003338908814031213,351364.6164228414,0.003338908814031213,2994990.44657244,14974952.2328622
64,2020-03-31,2020-04-01,DXCM,SELL,0.3573205482268039,305244431.155,35732.054822680395,0.00011706046425638484,357320.54822680395,0.0011706046425638483,8542593.832618061,42712969.16309031
65,2020-03-31,2020-04-01,ADSK,SELL,0.29231583635135566,411911143.21500003,29231.583635135565,7.09657510281967e-05,292315.83635135565,0.000709657510281967,14091304.404045153,70456522.02022576
66,2020-04-30,2020-05-01,PODD,BUY,0.3333333333333333,105108847.695,33333.33333333333,0.000317131564700038,333333.3333333333,0.00317131564700038,3153265.43085,15766327.154250002
67,2020-04-30,2020-05-01,DXCM,BUY,0.3333333333333333,368282900.055,33333.33333333333,9.051013046860246e-05,333333.3333333333,0.0009051013046860246,11048487.00165,55242435.008250006
68,2020-04-30,2020-05-01,GSHD,BUY,0.3333333333333333,10468094.292,33333.33333333333,0.0031842790486523954,333333.3333333333,0.031842790486523956,314042.82876,1570214.1438000002
69,2020-05-29,2020-06-01,NBIX,BUY,0.3333333333333333,79150141.58,33333.33333333333,0.0004211405395863011,333333.3333333333,0.004211405395863011,2374504.2474,11872521.237
70,2020-05-29,2020-06-01,PODD,SELL,0.3116082875969672,97259231.485,31160.828759696717,0.0003203894199441886,311608.2875969672,0.0032038941994418863,3121201.6931589018,15606008.465794511
71,2020-05-29,2020-06-01,DXCM,SELL,0.35671529975563604,423980849.96,35671.5299755636,8.413476688611996e-05,356715.299755636,0.0008413476688611996,11885692.883104354,59428464.41552178
72,2020-05-29,2020-06-01,GSHD,SELL,0.33367841464939874,9919741.6435,33367.84146493988,0.0033637813023895085,333678.41464939876,0.03363781302389509,297284.48733859014,1486422.4366929508
73,2020-05-29,2020-06-01,ZM,BUY,0.3333333333333333,1694250332.54,33333.33333333333,1.9674385002693427e-05,333333.3333333333,0.0001967438500269343,50827509.9762,254137549.881
74,2020-05-29,2020-06-01,PLMR,BUY,0.3333333333333333,13095777.620000001,33333.33333333333,0.0025453496768627418,333333.3333333333,0.02545349676862742,392873.32860000007,1964366.6430000002
75,2020-06-30,2020-07-01,NBIX,SELL,0.2968220544662974,92424232.205,29682.205446629738,0.0003211517665712778,296822.0544662974,0.0032115176657127784,3113792.6179772564,15568963.089886284
76,2020-06-30,2020-07-01,CRSP,BUY,0.3333333333333333,52977273.93,33333.33333333333,0.0006292006149160747,333333.3333333333,0.006292006149160746,1589318.2179,7946591.089500001
77,2020-06-30,2020-07-01,ZM,SELL,0.36945447186134417,2020409050.065,36945.447186134414,1.828612239929623e-05,369454.4718613442,0.00018286122399296232,54686279.472704746,273431397.3635238
78,2020-06-30,2020-07-01,PLMR,SELL,0.001724808340359636,19980247.315,172.4808340359636,8.632567521147503e-06,1724.808340359636,8.632567521147503e-05,115840391.34941778,579201956.7470889
79,2020-06-30,2020-07-01,APPS,BUY,0.3333333333333333,14898367.63,33333.33333333333,0.0022373815817386517,333333.3333333333,0.022373815817386518,446951.0289000001,2234755.1445000004
80,2020-07-31,2020-08-03,CRSP,SELL,0.3410832653673356,74594875.14999999,34108.326536733555,0.0004572475852817827,341083.2653673356,0.004572475852817828,2186998.974272858,10934994.87136429
81,2020-07-31,2020-08-03,AMD,BUY,0.3333333333333333,2760165271.0249996,33333.33333333333,1.2076571531151411e-05,333333.3333333333,0.00012076571531151412,82804958.13075,414024790.65374994
82,2020-07-31,2020-08-03,PLMR,BUY,0.01340402297313268,25221054.3,1340.402297313268,5.3146164366065696e-05,13404.02297313268,0.0005314616436606569,18816033.32861607,94080166.64308037
83,2020-07-31,2020-08-03,APPS,SELL,0.006348259820624845,26048901.705,634.8259820624845,2.4370546952489432e-05,6348.259820624845,0.00024370546952489432,41033137.33374584,205165686.6687292
84,2020-08-31,2020-09-01,ENPH,BUY,0.3333333333333333,187671288.32999998,33333.33333333333,0.00017761551929414057,333333.3333333333,0.0017761551929414059,5630138.6499,28150693.249500003
85,2020-08-31,2020-09-01,AMD,SELL,0.2839215769983566,3395053122.77,28392.157699835658,8.362802192818325e-06,283921.57699835656,8.362802192818325e-05,119577143.7543703,597885718.7718515
86,2020-08-31,2020-09-01,ZM,BUY,0.3333333333333333,1600031203.99,33333.33333333333,2.083292703930395e-05,333333.3333333333,0.00020832927039303955,48000936.11970001,240004680.59850004
87,2020-08-31,2020-09-01,PLMR,BUY,0.04846232067197919,24959742.54,4846.232067197919,0.00019416194135141583,48462.32067197919,0.0019416194135141586,5150339.932943341,25751699.66471671
88,2020-08-31,2020-09-01,APPS,SELL,0.43263910000463074,39095520.425,43263.910000463075,0.00110662064426178,432639.10000463075,0.0110662064426178,903652.0375662195,4518260.187831098
89,2020-09-30,2020-10-01,ENPH,SELL,0.03419607614772478,209133303.28,3419.6076147724784,1.6351329803240883e-05,34196.07614772478,0.00016351329803240882,61157105.38734269,305785526.93671346
90,2020-09-30,2020-10-01,ZM,SELL,0.007715970542191466,2114826045.3999999,771.5970542191466,3.6485131053566446e-07,7715.970542191466,3.648513105356645e-06,2740842560.0330944,13704212800.16547
91,2020-09-30,2020-10-01,PLMR,SELL,0.2920886206440846,27696051.25,29208.86206440846,0.001054621895401369,292088.6206440846,0.01054621895401369,948207.1293612001,4741035.646806
92,2020-09-30,2020-10-01,APPS,BUY,0.3333333333333333,121357098.55,33333.33333333333,0.00027467147560057855,333333.3333333333,0.0027467147560057857,3640712.9565,18203564.782500003
93,2020-10-30,2020-11-02,FRPT,BUY,0.3333333333333333,29210126.265,33333.33333333333,0.0011411567697765762,333333.3333333333,0.011411567697765763,876303.78795,4381518.939750001
94,2020-10-30,2020-11-02,ENPH,SELL,0.3916415423712701,287880840.57,39164.154237127004,0.00013604293415144452,391641.5423712701,0.0013604293415144452,7350620.642206884,36753103.211034425
95,2020-10-30,2020-11-02,FSLR,BUY,0.3333333333333333,178116844.76,33333.33333333333,0.00018714307104556938,333333.3333333333,0.001871430710455694,5343505.3428,26717526.714
96,2020-10-30,2020-11-02,ZM,SELL,0.31666314324235134,4401211982.095,31666.314324235133,7.194907778371038e-06,316663.14324235136,7.194907778371039e-05,138987187.99511907,694935939.9755954
97,2020-10-30,2020-11-02,BPMC,BUY,0.3333333333333333,38093063.025,33333.33333333333,0.0008750499614971125,333333.3333333333,0.008750499614971126,1142791.89075,5713959.45375
98,2020-10-30,2020-11-02,APPS,SELL,0.29369731638838076,130408056.50999999,29369.731638838075,0.00022521408895152068,293697.3163883808,0.0022521408895152073,4440219.546900811,22201097.734504055
99,2020-11-30,2020-12-01,FRPT,SELL,0.35308170129423716,31730577.814999998,35308.170129423714,0.0011127490440067712,353081.70129423717,0.011127490440067713,898675.2272544884,4493376.1362724425
100,2020-11-30,2020-12-01,AMD,BUY,0.3333333333333333,3839437602.0,33333.33333333333,8.681827076957749e-06,333333.3333333333,8.681827076957749e-05,115183128.06000002,575915640.3000001
101,2020-11-30,2020-12-01,ETSY,BUY,0.3333333333333333,472401919.14,33333.33333333333,7.05613842425029e-05,333333.3333333333,0.0007056138424250292,14172057.5742,70860287.871
102,2020-11-30,2020-12-01,FSLR,SELL,0.31695659036625123,221474146.66,31695.659036625122,0.00014311223009376024,316956.59036625124,0.0014311223009376025,6987523.004461939,34937615.0223097
103,2020-11-30,2020-12-01,BPMC,SELL,0.3319637103415135,41350981.66500001,33196.37103415135,0.0008027952347803433,331963.7103415135,0.008027952347803433,1245647.652945542,6228238.264727711
104,2020-11-30,2020-12-01,APPS,BUY,0.3333333333333333,125954749.28999999,33333.33333333333,0.00026464530731259837,333333.3333333333,0.002646453073125984,3778642.4787,18893212.3935
105,2020-12-31,2021-01-04,ENPH,BUY,0.3333333333333333,367512015.81500006,33333.33333333333,9.069998231054524e-05,333333.3333333333,0.0009069998231054525,11025360.474450001,55126802.37225001
106,2020-12-31,2021-01-04,AMD,SELL,0.3041327312356691,3501878027.7349997,30413.27312356691,8.684846497420154e-06,304132.7312356691,8.684846497420155e-05,115143082.87395193,575715414.3697597
107,2020-12-31,2021-01-04,ETSY,SELL,0.33957635082593784,493920307.88,33957.635082593784,6.875124294513506e-05,339576.3508259379,0.0006875124294513506,14545191.57999836,72725957.8999918
108,2020-12-31,2021-01-04,FLGT,BUY,0.3333333333333333,64203319.74,33333.33333333333,0.0005191839529220787,333333.3333333333,0.005191839529220788,1926099.5922000003,9630497.961000001
109,2020-12-31,2021-01-04,TSLA,BUY,0.3333333333333333,21715424556.867,33333.33333333333,1.5350072132387775e-06,333333.3333333333,1.5350072132387778e-05,651462736.7060101,3257313683.5300508
110,2020-12-31,2021-01-04,APPS,SELL,0.35829291994039497,132619672.44,35829.2919940395,0.0002701657403825171,358292.919940395,0.0027016574038251713,3701431.5678373547,18507157.839186776
111,2021-01-29,2021-02-01,ENPH,SELL,0.23765674502631265,507659845.245,23765.674502631264,4.6814170404125214e-05,237656.74502631265,0.00046814170404125215,21361053.530746344,106805267.65373175
112,2021-01-29,2021-02-01,LOGI,BUY,0.3333333333333333,60315167.25845,33333.33333333333,0.0005526525888670799,333333.3333333333,0.005526525888670799,1809455.0177535003,9047275.088767502
113,2021-01-29,2021-02-01,FLGT,SELL,0.17754694223151707,103826187.15,17754.694223151706,0.0001710040088200591,177546.94223151708,0.001710040088200591,5847816.12372761,29239080.618638054
114,2021-01-29,2021-02-01,VIRT,BUY,0.3333333333333333,20550725.26765,33333.33333333333,0.0016220027711530511,333333.3333333333,0.016220027711530513,616521.7580295,3082608.7901475
115,2021-01-29,2021-02-01,TSLA,SELL,0.2527976474101715,28405882892.562,25279.764741017152,8.899482137778083e-07,252797.6474101715,8.899482137778082e-06,1123660887.8116903,5618304439.058453
116,2021-02-26,2021-03-01,LOGI,SELL,0.3684256959389161,75581115.3565,36842.56959389161,0.00048745734195788286,368425.6959389161,0.004874573419578828,2051461.5617101563,10257307.80855078
117,2021-02-26,2021-03-01,ETSY,BUY,0.3333333333333333,563284801.08,33333.33333333333,5.917669581963244e-05,333333.3333333333,0.0005917669581963244,16898544.0324,84492720.16200002
118,2021-02-26,2021-03-01,FLGT,SELL,0.29333089292327225,158159260.935,29333.089292327226,0.0001854655182309083,293330.8929232723,0.0018546551823090832,5391837.844245419,26959189.221227095
119,2021-02-26,2021-03-01,VIRT,SELL,0.34024541313981393,35937528.63225,34024.54131398139,0.0009467690909454493,340245.4131398139,0.009467690909454493,1056223.7503987313,5281118.751993656
120,2021-02-26,2021-03-01,KLIC,BUY,0.3333333333333333,25726710.4659,33333.33333333333,0.0012956702481460149,333333.3333333333,0.012956702481460148,771801.3139770001,3859006.5698850006
121,2021-02-26,2021-03-01,APPS,BUY,0.3333333333333333,199610688.41000003,33333.33333333333,0.0001669917257379861,333333.3333333333,0.0016699172573798613,5988320.652300001,29941603.261500005
122,2021-03-31,2021-04-01,ICHR,BUY,0.3333333333333333,17235544.42,33333.33333333333,0.0019339878405380435,333333.3333333333,0.019339878405380435,517066.3326000001,2585331.6630000006
123,2021-03-31,2021-04-01,UCTT,BUY,0.3333333333333333,24262189.590000004,33333.33333333333,0.0013738798474756014,333333.3333333333,0.013738798474756016,727865.6877000001,3639328.4385000006
124,2021-03-31,2021-04-01,ETSY,SELL,0.31459035732188484,618001469.54,31459.035732188484,5.090446751785969e-05,314590.35732188483,0.0005090446751785969,19644641.202644005,98223206.01322003
125,2021-03-31,2021-04-01,KLIC,SELL,0.03249322700777075,34652855.3316,3249.3227007770747,9.376781998723237e-05,32493.227007770747,0.0009376781998723237,10664639.533436546,53323197.667182736
126,2021-03-31,2021-04-01,APPS,SELL,0.3209177503383457,318694829.545,32091.77503383457,0.0001006975076428191,320917.7503383457,0.001006975076428191,9930732.382643152,49653661.91321577
127,2021-04-30,2021-05-03,CROX,BUY,0.3333333333333333,84763680.795,33333.33333333333,0.0003932501871166923,333333.3333333333,0.003932501871166923,2542910.4238500004,12714552.119250001
128,2021-04-30,2021-05-03,ICHR,SELL,0.3345129713765033,17363131.88,33451.297137650334,0.0019265704694774418,334512.9713765033,0.019265704694774417,519057.05804326874,2595285.290216344
129,2021-04-30,2021-05-03,UCTT,SELL,0.2738717287302907,30464114.150000002,27387.17287302907,0.0008989978417944271,273871.7287302907,0.008989978417944272,1112349.7226689328,5561748.613344664
130,2021-04-30,2021-05-03,COOP,BUY,0.3333333333333333,28783584.509999998,33333.33333333333,0.0011580674853666213,333333.3333333333,0.011580674853666213,863507.5353,4317537.6765
131,2021-04-30,2021-05-03,CINF,BUY,0.3333333333333333,69878192.8855,33333.33333333333,0.0004770205404131183,333333.3333333333,0.004770205404131184,2096345.786565,10481728.932825001
132,2021-04-30,2021-05-03,KLIC,SELL,0.3936173018952077,37832482.884849995,39361.73018952077,0.001040421542231984,393617.3018952077,0.01040421542231984,961148.8799575709,4805744.399787855
133,2021-05-28,2021-06-01,CROX,SELL,0.3347725624011418,108300283.515,33477.25624011418,0.0003091151302062607,334772.5624011418,0.0030911513020626074,3235040.611997019,16175203.059985097
134,2021-05-28,2021-06-01,PGNY,BUY,0.3333333333333333,40933567.68000001,33333.33333333333,0.0008143275854652629,333333.3333333333,0.00814327585465263,1228007.0304000003,6140035.152000002
135,2021-05-28,2021-06-01,MRNA,BUY,0.3333333333333333,1311124111.5349998,33333.33333333333,2.5423476725104458e-05,333333.3333333333,0.0002542347672510446,39333723.34605,196668616.73025
136,2021-05-28,2021-06-01,COOP,SELL,0.32876558710194564,22436418.08,32876.558710194564,0.0014653211842001192,328765.58710194565,0.014653211842001194,682444.2386983397,3412221.1934916982
137,2021-05-28,2021-06-01,CINF,SELL,0.004463185164913924,69878192.8855,446.3185164913924,6.387092997993159e-06,4463.185164913924,6.387092997993159e-05,156565749.13097438,782828745.654872
138,2021-06-30,2021-07-01,FRHC,BUY,0.3333333333333333,23933310.479999997,33333.33333333333,0.0013927589900773866,333333.3333333333,0.013927589900773868,717999.3143999999,3589996.572
139,2021-06-30,2021-07-01,PGNY,SELL,0.29526696005569175,51173818.285,29526.696005569174,0.0005769883310470894,295266.9600556918,0.005769883310470895,1733137.3031153858,8665686.515576929
140,2021-06-30,2021-07-01,MRNA,SELL,0.06692610843952021,1641476588.5949998,6692.610843952021,4.077189336998387e-06,66926.1084395202,4.0771893369983865e-05,245267000.7069617,1226335003.5348086
141,2021-06-30,2021-07-01,CINF,SELL,0.3058082661727893,66148892.6,30580.826617278926,0.0004623029262515413,305808.26617278927,0.004623029262515413,2163083.863881699,10815419.319408495
142,2021-06-30,2021-07-01,ROKU,BUY,0.3333333333333333,1168269293.82,33333.33333333333,2.8532234399776265e-05,333333.3333333333,0.0002853223439977627,35048078.8146,175240394.073
143,2021-07-30,2021-08-02,CG,BUY,0.3333333333333333,72467763.79955,33333.33333333333,0.00045997463679899443,333333.3333333333,0.004599746367989945,2174032.9139865004,10870164.569932502
144,2021-07-30,2021-08-02,FRHC,SELL,0.28297974288139893,26731798.065,28297.974288139892,0.0010585885101829528,282979.74288139894,0.010585885101829529,944654.1223342514,4723270.611671257
145,2021-07-30,2021-08-02,CROX,BUY,0.3333333333333333,112303038.06,33333.33333333333,0.0002968159535944555,333333.3333333333,0.002968159535944555,3369091.1418000003,16845455.709000003
146,2021-07-30,2021-08-02,MRNA,SELL,0.1004431594249736,1945199376.87,10044.31594249736,5.163643409478963e-06,100443.15942497361,5.163643409478963e-05,193661707.57730636,968308537.8865318
147,2021-07-30,2021-08-02,ROKU,SELL,0.2845784323616288,1312707134.6100001,28457.843236162877,2.1678745004016135e-05,284578.4323616288,0.00021678745004016138,46128131.48615122,230640657.4307561
148,2021-08-31,2021-09-01,CG,SELL,0.31829349223839304,95904356.4139,31829.349223839305,0.0003318863752807175,318293.49223839305,0.003318863752807175,3013079.398496476,15065396.992482381
149,2021-08-31,2021-09-01,NAVI,BUY,0.3333333333333333,28851167.86665,33333.33333333333,0.0011553547325155046,333333.3333333333,0.011553547325155046,865535.0359995001,4327675.1799975
