year,strategy,benchmark,excess_vs_nasdaq
2021,0.3249144223437683,0.21389107231062865,0.11102335003313968
2022,-0.13836938508261853,-0.3310002555645566,0.19263087048193805
2023,0.10865555979129038,0.43423103966916465,-0.3255754798778743
2024,0.5247782115406028,0.28641246683135235,0.23836574470925043
2025,0.3472678838747907,0.20357524453555675,0.14369263933923393
2026,0.341849869734989,0.09802301782248235,0.24382685191250664
