short_ma,long_ma,sharpe,annual_return,max_drawdown
3,20,0.2595339207048459,0.34493666963906056,-0.7342007434944237
3,21,0.25905110132158593,0.34432238319105185,-0.7342007434944237
3,22,0.2595502202643172,0.34509641662458546,-0.7342007434944237
3,23,0.25901409691629956,0.3453882562221049,-0.7342007434944237
3,24,0.2603502202643172,0.3475183969818649,-0.7342007434944237
3,25,0.25949251101321585,0.34705379799060837,-0.7342007434944237
3,26,0.26102951541850217,0.3470427641361382,-0.7342007434944237
3,27,0.26052599118942726,0.34673549433234463,-0.7342007434944237
3,28,0.25810792951541855,0.3447491628410759,-0.7342007434944237
3,29,0.2632832599118943,0.3452986130948916,-0.7342007434944238
3,30,0.2709361233480176,0.34664256128991344,-0.7342007434944238
3,31,0.26571674008810575,0.34921124258206615,-0.7342286989491162
3,32,0.25976784140969167,0.34394360753955094,-0.7329172894760644
3,33,0.27423480176211457,0.3487644929280788,-0.7342007434944238
3,34,0.2934136563876652,0.35633045642811423,-0.7342007434944238
3,35,0.33095066079295155,0.39479392309932526,-0.731633835457705
3,36,0.29139735682819384,0.3453120678125379,-0.7243025015368612
3,37,0.2928370044052863,0.3427329480809751,-0.7243025015368612
3,38,0.29409559471365637,0.34065378197513896,-0.7209216976142618
3,39,0.29640264317180615,0.34174377258683986,-0.7151564557123882
3,40,0.28617533039647575,0.3395825573707823,-0.7151564557123884
3,41,0.2846601769911505,0.334177364229273,-0.7209216976142618
3,42,0.2837066371681416,0.3333246010849219,-0.7209216976142618
3,43,0.28563628318584067,0.3364149846003958,-0.7209216976142618
3,44,0.29431946902654865,0.34320597053574486,-0.7151564557123882
3,45,0.29568893805309737,0.3414344495895376,-0.7151564557123882
3,46,0.29221769911504425,0.34362679208089997,-0.7151564557123884
3,47,0.2912836283185841,0.3377355159876104,-0.7151564557123884
3,48,0.29586222222222225,0.33953486669117433,-0.7151564557123884
3,49,0.2923013333333333,0.3350556985013643,-0.7151564557123884
3,50,0.29001466666666664,0.33147898845746665,-0.7151564557123884
3,51,0.2930662222222223,0.3325470209012203,-0.7151564557123884
3,52,0.29466844444444446,0.33033276842331805,-0.7151564557123881
3,53,0.34047410714285714,2.793704447749762,-0.7151564557123881
3,54,0.29873587443946187,0.3360126851473013,-0.7126384290444108
3,55,0.2984493273542601,0.33583834035042887,-0.7126384290444108
3,56,0.29641165919282514,0.323551924016256,-0.7126384290444108
3,57,0.2926282511210762,0.3219594390950778,-0.7126384290444108
3,58,0.2958310810810811,0.32359231588450904,-0.712571030963702
3,59,0.3001734234234234,0.3265263039959448,-0.712571030963702
3,60,0.3009855855855856,0.3266459767787325,-0.7115384615384618
4,20,0.26236872246696036,0.3545344405841698,-0.731633835457705
4,21,0.2639458149779736,0.35426174073599914,-0.731633835457705
4,22,0.26363612334801767,0.35096570276245187,-0.731633835457705
4,23,0.2629044052863436,0.3511390871647728,-0.731633835457705
4,24,0.2626101321585903,0.3505967412810859,-0.731633835457705
4,25,0.26387092511013216,0.3514741948802224,-0.731633835457705
4,26,0.2634674008810573,0.3517470634489596,-0.731633835457705
4,27,0.2631709251101322,0.35137581375255433,-0.731633835457705
4,28,0.2632859030837004,0.3507462257318772,-0.731633835457705
4,29,0.2655092511013216,0.3500830144986002,-0.731633835457705
4,30,0.28532070484581495,0.355197536699863,-0.7329172894760644
4,31,0.28159471365638766,0.3590512243752469,-0.7342566544038086
4,32,0.27345374449339205,0.3537812897862856,-0.7342566544038087
4,33,0.2774092511013216,0.35494733595900646,-0.731633835457705
4,34,0.29314140969163,0.3606768726287954,-0.7342007434944238
4,35,0.3322876651982378,0.40603498646036246,-0.7244360902255643
4,36,0.29038678414096913,0.3432040396410269,-0.7243025015368613
4,37,0.28962951541850224,0.339343794794508,-0.724302501536861
4,38,0.29000220264317184,0.3368921330650813,-0.7209216976142618
4,39,0.29107885462555066,0.3365915344342145,-0.7209216976142618
