year,baseline_strategy,baseline_benchmark,baseline_excess_vs_nasdaq,augmented_strategy,augmented_benchmark,augmented_excess_vs_nasdaq
2021,0.5571436857524987,0.21389107231062865,0.3432526134418701,0.5571436857524987,0.21389107231062865,0.3432526134418701
2022,-0.18511262178252674,-0.3310002555645566,0.14588763378202985,-0.18511262178252674,-0.3310002555645566,0.14588763378202985
2023,0.33954900468079674,0.43423103966916465,-0.09468203498836791,0.33954900468079674,0.43423103966916465,-0.09468203498836791
2024,2.865622295723632,0.28641246683135235,2.57920982889228,2.865622295723632,0.28641246683135235,2.57920982889228
2025,0.1328478567402298,0.20357524453555675,-0.07072738779532695,0.1328478567402298,0.20357524453555675,-0.07072738779532695
2026,0.3606799325780776,0.09802301782248235,0.26265691475559527,0.3606799325780776,0.09802301782248235,0.26265691475559527
