year,original_strategy_return,original_nasdaq_return,original_excess,best_strategy_day,best_strategy_day_return,strategy_return_without_best_day,nasdaq_return_without_same_day,excess_without_best_day,outperformance_depends_on_best_day,best_strategy_month,best_strategy_month_return,strategy_return_without_best_month,nasdaq_return_without_same_month,excess_without_best_month,outperformance_depends_on_best_month
2021,0.44637269951396896,0.21389107231062865,0.2324816272033403,2021-02-01,0.13541075211670162,0.2738761693224696,0.18375976471269495,0.09011640460977466,False,2021-01,0.28429394102289507,0.12620067206887753,0.19695024157974217,-0.07074956951086464,True
2022,-0.18511262178252663,-0.3310002555645566,0.14588763378202996,2022-01-31,0.05585067501049501,-0.22821721148270002,-0.3530487518106842,0.12483154032798416,False,2022-02,0.031671571819194444,-0.21012907549585325,-0.3072357454768808,0.09710666998102757,False
2023,0.38749986636404454,0.43423103966916465,-0.04673117330512011,2023-05-25,0.1061628071034093,0.25433603214100486,0.41006776844579496,-0.1557317363047901,False,2023-05,0.36152013911990144,0.019081412384348795,0.35565207962499246,-0.33657066724064366,False
2024,2.8656222957236266,0.28641246683135235,2.5792098288922745,2024-11-08,0.2982728502582981,1.9775114645234577,0.28525735021037546,1.6922541143130823,False,2024-11,0.7764789030562762,1.1760023657321024,0.21124081578587384,0.9647615499462285,False
2025,0.22847423969527414,0.20357524453555675,0.024898995159717385,2025-11-24,0.10220952771733982,0.11455599756919832,0.172058236576498,-0.05750223900729967,True,2025-06,0.33292753985830004,-0.07836382476884662,0.12936475378001244,-0.20772857854885907,True
2026,0.36067993257808095,0.09802301782248235,0.2626569147555986,2026-06-11,0.09938868385967581,0.2376695817907435,0.07078862515364359,0.1668809566370999,False,2026-01,0.34424730495512823,0.012224408085014238,0.0877348816076482,-0.07551047352263396,True
