year,strategy,benchmark,excess_vs_nasdaq
2021,0.1613649054919004,0.21389107231062865,-0.05252616681872824
2022,-0.18511262178252696,-0.3310002555645566,0.14588763378202962
2023,0.4085210636786507,0.43423103966916465,-0.025709975990513945
2024,2.598869927465645,0.28641246683135235,2.3124574606342927
2025,0.22847423969527214,0.20357524453555675,0.024898995159715387
2026,0.17451714979299804,0.09802301782248235,0.07649413197051569
