signal_date,ticker,legacy_candidate,confirmed_candidate,legacy_selected,confirmed_selected,legacy_score,confirmed_score,score_delta,legacy_rank,confirmed_rank,candidate_membership_changed,has_price_event,has_unresolved_price_event,price_event_statuses
2019-07-31,ENPH,True,True,True,True,0.938888888888889,0.938888888888889,0.0,1.0,1.0,False,False,False,
2019-07-31,MASI,True,True,True,True,0.7388888888888888,0.7388888888888888,0.0,2.0,2.0,False,False,False,
2019-07-31,MEDP,True,True,True,True,0.7377777777777778,0.7377777777777778,0.0,3.0,3.0,False,False,False,
2019-08-30,ARWR,True,True,True,True,0.8785714285714286,0.8785714285714286,0.0,1.0,1.0,False,True,False,CONFIRMED_MARKET_MOVE
2019-08-30,NEO,True,True,True,True,0.6946428571428572,0.6946428571428572,0.0,3.0,3.0,False,False,False,
2019-08-30,SBAC,True,True,True,True,0.7839285714285715,0.7839285714285715,0.0,2.0,2.0,False,False,False,
2019-09-30,ACGL,True,True,True,True,0.763235294117647,0.763235294117647,0.0,2.0,2.0,False,False,False,
2019-09-30,PODD,True,True,True,True,0.861764705882353,0.861764705882353,0.0,1.0,1.0,False,False,False,
2019-09-30,SBAC,True,True,True,True,0.6720588235294118,0.6720588235294118,0.0,3.0,3.0,False,False,False,
2019-10-31,ARWR,True,True,True,True,0.8548780487804879,0.8548780487804879,0.0,1.0,1.0,False,True,False,CONFIRMED_MARKET_MOVE
2019-10-31,DIOD,True,True,True,True,0.7560975609756098,0.7560975609756098,0.0,2.0,2.0,False,False,False,
2019-10-31,VIAV,True,True,True,True,0.7304878048780488,0.7304878048780488,0.0,3.0,3.0,False,False,False,
2019-11-29,ADSK,True,True,True,True,0.66,0.66,0.0,2.0,2.0,False,False,False,
2019-11-29,ARWR,True,True,True,True,0.91,0.91,0.0,1.0,1.0,False,True,False,CONFIRMED_MARKET_MOVE
2019-11-29,INCY,True,True,True,True,0.64,0.64,0.0,3.0,3.0,False,False,False,
2019-12-31,ACIW,True,True,True,True,0.7580645161290323,0.7580645161290323,0.0,1.0,1.0,False,False,False,
2019-12-31,APPF,True,True,True,True,0.7112903225806451,0.7112903225806451,0.0,2.0,2.0,False,False,False,
2019-12-31,NMIH,True,True,True,True,0.6790322580645162,0.6790322580645162,0.0,3.0,3.0,False,False,False,
2020-01-31,APPF,True,True,True,True,0.753658536585366,0.753658536585366,0.0,2.0,2.0,False,False,False,
2020-01-31,FTNT,True,True,True,True,0.7414634146341464,0.7414634146341464,0.0,3.0,3.0,False,False,False,
2020-01-31,PODD,True,True,True,True,0.776829268292683,0.776829268292683,0.0,1.0,1.0,False,False,False,
2020-02-28,ADSK,True,True,True,True,0.6875,0.6875,0.0,3.0,3.0,False,False,False,
2020-02-28,DXCM,True,True,True,True,0.825,0.825,0.0,1.0,1.0,False,False,False,
2020-02-28,PODD,True,True,True,True,0.6875000000000001,0.6875000000000001,0.0,2.0,2.0,False,False,False,
2020-03-31,CVBF,True,True,True,True,0.55,0.55,0.0,3.0,3.0,False,False,False,
2020-03-31,DXCM,True,True,True,True,0.8374999999999999,0.8374999999999999,0.0,1.0,1.0,False,False,False,
2020-03-31,NFLX,True,True,True,True,0.65,0.65,0.0,2.0,2.0,False,True,False,CONFIRMED
2020-04-30,DXCM,True,True,True,True,0.8678571428571428,0.8678571428571428,0.0,1.0,1.0,False,False,False,
2020-04-30,GSHD,True,True,True,True,0.6285714285714287,0.6285714285714287,0.0,3.0,3.0,False,False,False,
2020-04-30,PODD,True,True,True,True,0.7535714285714286,0.7535714285714286,0.0,2.0,2.0,False,False,False,
2020-05-29,ACMR,True,True,False,False,0.532258064516129,0.546875,0.014616935483870996,19.0,16.0,False,False,False,
2020-05-29,ADSK,True,True,False,False,0.6403225806451612,0.640625,0.0003024193548387677,4.0,4.0,False,False,False,
2020-05-29,AMD,True,True,False,False,0.47741935483870973,0.4859375,0.008518145161290291,21.0,23.0,False,False,False,
2020-05-29,APPF,True,True,False,False,0.5370967741935483,0.54375,0.006653225806451668,17.0,18.0,False,False,False,
2020-05-29,ATSG,True,True,False,False,0.33064516129032256,0.3359375,0.0052923387096774355,26.0,27.0,False,False,False,
2020-05-29,BMRN,True,True,False,False,0.6,0.6015625,0.0015625000000000222,9.0,9.0,False,False,False,
2020-05-29,CORT,False,True,False,False,,0.3609375,,,26.0,True,True,True,UNRESOLVED_PRICE_JUMP
2020-05-29,CPRT,True,True,False,False,0.2129032258064516,0.2109375,-0.0019657258064516014,31.0,32.0,False,False,False,
2020-05-29,CRSP,True,True,False,False,0.535483870967742,0.5421874999999999,0.006703629032257963,18.0,19.0,False,False,False,
2020-05-29,CWST,True,True,False,False,0.48709677419354847,0.4875,0.00040322580645152373,20.0,21.0,False,False,False,
2020-05-29,DXCM,True,True,False,False,0.5870967741935484,0.5953124999999999,0.008215725806451468,10.0,10.0,False,False,False,
2020-05-29,EA,True,True,False,False,0.5709677419354839,0.5734374999999999,0.0024697580645159922,12.0,13.0,False,False,False,
2020-05-29,ENPH,True,True,False,False,0.6306451612903226,0.6296875,-0.0009576612903225978,5.0,6.0,False,False,False,
2020-05-29,LBRDA,True,True,False,False,0.5411290322580645,0.54453125,0.003402217741935498,16.0,17.0,False,False,False,
2020-05-29,LBRDK,True,True,False,False,0.5475806451612903,0.55078125,0.003200604838709653,14.0,14.0,False,False,False,
2020-05-29,LGIH,True,True,False,False,0.24838709677419354,0.24843749999999998,5.040322580643353e-05,30.0,31.0,False,False,False,
2020-05-29,LULU,True,True,False,False,0.6048387096774193,0.60625,0.0014112903225806939,8.0,8.0,False,False,False,
2020-05-29,MEDP,True,True,False,False,0.4758064516129032,0.4890625,0.01325604838709682,22.0,20.0,False,False,False,
2020-05-29,MKTX,True,True,False,False,0.6258064516129032,0.6265625,0.0007560483870968637,6.0,7.0,False,False,False,
2020-05-29,MRCY,True,True,False,False,0.4741935483870968,0.4875,0.01330645161290317,23.0,21.0,False,False,False,
2020-05-29,MSFT,True,True,False,False,0.3693548387096774,0.3734375,0.004082661290322587,25.0,25.0,False,False,False,
2020-05-29,NBIX,True,True,True,True,0.717741935483871,0.71875,0.0010080645161290036,3.0,3.0,False,False,False,
2020-05-29,PCTY,True,True,False,False,0.2596774193548387,0.259375,-0.0003024193548386567,29.0,30.0,False,False,False,
2020-05-29,PLMR,True,True,True,True,0.8790322580645161,0.8828125,0.0037802419354838745,1.0,1.0,False,False,False,
2020-05-29,QCOM,True,True,False,False,0.27096774193548384,0.2703125,-0.0006552419354838301,28.0,29.0,False,False,False,
2020-05-29,RGLD,True,True,False,False,0.5758064516129032,0.5859375,0.010131048387096775,11.0,11.0,False,False,False,
2020-05-29,SEDG,True,True,False,False,0.6177419354838709,0.6296875000000001,0.011945564516129159,7.0,5.0,False,False,False,
2020-05-29,SPSC,True,True,False,False,0.29032258064516125,0.2890625,-0.0012600806451612545,27.0,28.0,False,False,False,
2020-05-29,STRA,True,True,False,False,0.4370967741935483,0.44218749999999996,0.005090725806451646,24.0,24.0,False,False,False,
2020-05-29,TTD,True,True,False,False,0.5435483870967741,0.55,0.006451612903225934,15.0,15.0,False,False,False,
2020-05-29,VIRT,True,True,False,False,0.567741935483871,0.5734375,0.00569556451612907,13.0,12.0,False,False,False,
2020-05-29,ZM,True,True,True,True,0.8112903225806452,0.8171875,0.005897177419354804,2.0,2.0,False,False,False,
2020-06-30,ACMR,True,True,False,False,0.5733333333333333,0.5870967741935483,0.013763440860215082,9.0,9.0,False,False,False,
2020-06-30,ADBE,True,True,False,False,0.4716666666666666,0.4774193548387097,0.005752688172043052,19.0,17.0,False,False,False,
2020-06-30,ADSK,True,True,False,False,0.6766666666666666,0.6758064516129033,-0.0008602150537633246,5.0,5.0,False,False,False,
2020-06-30,ALGN,True,True,False,False,0.3783333333333333,0.3790322580645161,0.0006989247311828262,26.0,26.0,False,False,False,
2020-06-30,ALRM,True,True,False,False,0.4633333333333334,0.4693548387096775,0.006021505376344105,20.0,20.0,False,False,False,
2020-06-30,APPF,True,True,False,False,0.5766666666666667,0.5903225806451613,0.013655913978494638,8.0,7.0,False,False,False,
2020-06-30,APPS,True,True,True,True,0.7391666666666666,0.739516129032258,0.0003494623655914131,2.0,2.0,False,True,False,CONFIRMED_MARKET_MOVE
2020-06-30,ATSG,True,True,False,False,0.37,0.37419354838709673,0.004193548387096735,27.0,28.0,False,False,False,
2020-06-30,BMRN,True,True,False,False,0.5383333333333333,0.5419354838709678,0.003602150537634463,11.0,11.0,False,False,False,
2020-06-30,CORT,False,True,False,False,,0.37741935483870975,,,27.0,True,True,True,UNRESOLVED_PRICE_JUMP
2020-06-30,CRSP,True,True,True,True,0.72,0.7290322580645161,0.00903225806451613,3.0,3.0,False,False,False,
2020-06-30,CWST,True,True,False,False,0.505,0.5096774193548387,0.0046774193548386744,14.0,14.0,False,False,False,
2020-06-30,DXCM,True,True,False,False,0.6383333333333333,0.65,0.011666666666666714,6.0,6.0,False,False,False,
2020-06-30,EA,True,True,False,False,0.4725,0.47338709677419355,0.0008870967741935742,18.0,18.0,False,False,False,
2020-06-30,LBRDA,True,True,False,False,0.3691666666666667,0.3701612903225806,0.0009946236559139066,28.0,29.0,False,False,False,
2020-06-30,LBRDK,True,True,False,False,0.4175,0.4169354838709678,-0.0005645161290321887,23.0,23.0,False,False,False,
2020-06-30,LITE,True,True,False,False,0.5533333333333332,0.5483870967741935,-0.004946236559139727,10.0,10.0,False,False,False,
2020-06-30,MEDP,True,True,False,False,0.39666666666666667,0.3967741935483871,0.00010752688172044333,24.0,24.0,False,False,False,
2020-06-30,MKTX,True,True,False,False,0.5183333333333333,0.5225806451612903,0.004247311827957012,13.0,13.0,False,False,False,
2020-06-30,MSFT,True,True,False,False,0.5008333333333332,0.49758064516129036,-0.0032526881720428835,15.0,16.0,False,False,False,
2020-06-30,NBIX,True,True,False,False,0.7083333333333333,0.717741935483871,0.009408602150537737,4.0,4.0,False,False,False,
2020-06-30,NEO,True,True,False,False,0.5366666666666666,0.535483870967742,-0.0011827956989246546,12.0,12.0,False,False,False,
2020-06-30,PCTY,True,True,False,False,0.58,0.5903225806451613,0.010322580645161339,7.0,7.0,False,False,False,
2020-06-30,PLMR,True,True,True,True,0.8991666666666666,0.9024193548387097,0.003252688172043161,1.0,1.0,False,False,False,
2020-06-30,QCOM,True,True,False,False,0.38333333333333336,0.3919354838709677,0.008602150537634357,25.0,25.0,False,False,False,
2020-06-30,RGLD,True,True,False,False,0.365,0.36612903225806454,0.001129032258064544,29.0,30.0,False,False,False,
2020-06-30,SEDG,True,True,False,False,0.44333333333333336,0.4532258064516129,0.009892473118279566,21.0,21.0,False,False,False,
2020-06-30,SPSC,True,True,False,False,0.475,0.4725806451612903,-0.0024193548387096975,17.0,19.0,False,False,False,
2020-06-30,SSNC,True,True,False,False,0.29,0.29354838709677417,0.003548387096774186,30.0,31.0,False,False,False,
2020-06-30,TTD,True,True,False,False,0.49833333333333335,0.4983870967741935,5.3763440860166156e-05,16.0,15.0,False,False,False,
2020-06-30,VIRT,True,True,False,False,0.4416666666666667,0.4516129032258065,0.009946236559139787,22.0,22.0,False,False,False,
2020-07-31,AMD,True,True,True,True,0.7516129032258065,0.7516129032258065,0.0,3.0,3.0,False,False,False,
2020-07-31,APPS,True,True,True,True,0.8879032258064516,0.8879032258064516,0.0,1.0,1.0,False,True,False,CONFIRMED_MARKET_MOVE
2020-07-31,PLMR,True,True,True,True,0.8556451612903226,0.8556451612903226,0.0,2.0,2.0,False,False,False,
2020-08-31,ENPH,True,True,True,True,0.8185714285714285,0.8185714285714285,0.0,3.0,3.0,False,False,False,
2020-08-31,PLMR,True,True,True,True,0.8514285714285714,0.8514285714285714,0.0,2.0,2.0,False,False,False,
2020-08-31,ZM,True,True,True,True,0.9285714285714286,0.9285714285714286,0.0,1.0,1.0,False,False,False,
2020-09-30,ADBE,True,True,False,False,0.4285714285714286,0.4362068965517241,0.007635467980295518,17.0,18.0,False,False,False,
2020-09-30,ADSK,True,True,False,False,0.5142857142857142,0.5275862068965518,0.013300492610837544,14.0,14.0,False,False,False,
2020-09-30,AMD,True,True,False,False,0.5785714285714286,0.5844827586206895,0.005911330049260921,11.0,11.0,False,False,False,
2020-09-30,APPS,True,True,True,True,0.8285714285714286,0.8344827586206895,0.005911330049260921,3.0,3.0,False,True,False,CONFIRMED_MARKET_MOVE
2020-09-30,CORT,False,True,False,False,,0.2517241379310345,,,27.0,True,True,True,UNRESOLVED_PRICE_JUMP
2020-09-30,DXCM,True,True,False,False,0.6053571428571428,0.6137931034482759,0.008435960591133052,8.0,8.0,False,False,False,
2020-09-30,ENPH,True,True,True,True,0.8589285714285715,0.8637931034482758,0.004864532019704271,1.0,1.0,False,False,False,
2020-09-30,ENSG,True,True,False,False,0.40178571428571425,0.41034482758620694,0.008559113300492693,21.0,21.0,False,False,False,
2020-09-30,EXPI,True,True,False,False,0.5964285714285714,0.6051724137931034,0.008743842364531962,9.0,9.0,False,False,False,
2020-09-30,FRPT,True,True,False,False,0.5803571428571429,0.5862068965517241,0.0058497536945811834,10.0,10.0,False,False,False,
2020-09-30,HLNE,True,True,False,False,0.2017857142857143,0.21724137931034485,0.015455665024630555,28.0,29.0,False,False,False,
2020-09-30,LBRDA,True,True,False,False,0.5294642857142857,0.5422413793103449,0.012777093596059164,13.0,13.0,False,False,False,
2020-09-30,LBRDK,True,True,False,False,0.4598214285714286,0.4698275862068965,0.010006157635467916,15.0,15.0,False,False,False,
2020-09-30,LGIH,True,True,False,False,0.3821428571428572,0.39482758620689656,0.01268472906403939,22.0,22.0,False,False,False,
2020-09-30,LOGI,True,True,False,False,0.6071428571428571,0.6172413793103447,0.010098522167487634,7.0,7.0,False,False,False,
2020-09-30,MKTX,True,True,False,False,0.36964285714285716,0.38275862068965516,0.013115763546797998,23.0,23.0,False,False,False,
2020-09-30,NDAQ,True,True,False,False,0.42678571428571427,0.44310344827586207,0.016317733990147798,19.0,17.0,False,False,False,
2020-09-30,NFLX,True,True,False,False,0.4589285714285714,0.4689655172413793,0.010036945812807896,16.0,16.0,False,True,False,CONFIRMED
2020-09-30,NVCR,True,True,False,False,0.5535714285714286,0.5689655172413793,0.015394088669950734,12.0,12.0,False,False,False,
2020-09-30,PLMR,True,True,False,False,0.6321428571428572,0.6396551724137932,0.0075123152709359875,6.0,6.0,False,False,False,
2020-09-30,POWI,True,True,False,False,0.40535714285714286,0.4224137931034483,0.017056650246305427,20.0,20.0,False,False,False,
2020-09-30,REGN,True,True,False,False,0.4285714285714286,0.4275862068965517,-0.0009852216748769127,17.0,19.0,False,False,False,
2020-09-30,SEDG,True,True,False,False,0.7428571428571429,0.7517241379310344,0.008866995073891548,5.0,5.0,False,False,False,
2020-09-30,SPSC,True,True,False,False,0.3571428571428571,0.3620689655172413,0.0049261083743842304,24.0,24.0,False,False,False,
2020-09-30,TER,True,True,False,False,0.24107142857142858,0.24137931034482757,0.0003078817733989936,27.0,28.0,False,False,False,
2020-09-30,TRUP,True,True,False,False,0.7785714285714285,0.7827586206896552,0.0041871921182267124,4.0,4.0,False,False,False,
2020-09-30,TSCO,True,True,False,False,0.3464285714285714,0.356896551724138,0.010467980295566559,25.0,25.0,False,False,False,
2020-09-30,TTWO,True,True,False,False,0.32857142857142857,0.33448275862068966,0.005911330049261088,26.0,26.0,False,False,False,
2020-09-30,ZM,True,True,True,True,0.8571428571428572,0.8620689655172414,0.0049261083743842304,2.0,2.0,False,False,False,
2020-10-30,BPMC,True,True,True,True,0.75,0.75,0.0,1.0,1.0,False,False,False,
2020-10-30,FRPT,True,True,True,True,0.6613636363636364,0.6613636363636364,0.0,3.0,3.0,False,False,False,
2020-10-30,FSLR,True,True,True,True,0.7181818181818183,0.7181818181818183,0.0,2.0,2.0,False,False,False,
2020-11-30,AMD,True,True,True,True,0.778888888888889,0.778888888888889,0.0,3.0,3.0,False,False,False,
2020-11-30,APPS,True,True,True,True,0.8733333333333333,0.8733333333333333,0.0,1.0,1.0,False,True,False,CONFIRMED_MARKET_MOVE
2020-11-30,ETSY,True,True,True,True,0.8022222222222222,0.8022222222222222,0.0,2.0,2.0,False,False,False,
2020-12-31,ENPH,True,True,True,True,0.7794117647058822,0.7794117647058822,0.0,3.0,3.0,False,False,False,
2020-12-31,FLGT,True,True,True,True,0.9529411764705883,0.9529411764705883,0.0,1.0,1.0,False,False,False,
2020-12-31,TSLA,True,True,True,True,0.7985294117647058,0.7985294117647058,0.0,2.0,2.0,False,False,False,
2021-01-29,FLGT,True,True,True,True,0.9576923076923076,0.9576923076923076,0.0,1.0,1.0,False,False,False,
2021-01-29,LOGI,True,True,True,True,0.7932692307692307,0.7932692307692307,0.0,3.0,3.0,False,False,False,
2021-01-29,VIRT,True,True,True,True,0.8230769230769232,0.8230769230769232,0.0,2.0,2.0,False,False,False,
2021-02-26,APPS,True,True,True,True,0.8094827586206897,0.8094827586206897,0.0,2.0,2.0,False,True,False,CONFIRMED_MARKET_MOVE
2021-02-26,ETSY,True,True,True,True,0.875,0.875,0.0,1.0,1.0,False,False,False,
2021-02-26,KLIC,True,True,True,True,0.7551724137931035,0.7551724137931035,0.0,3.0,3.0,False,False,False,
2021-03-31,ICHR,True,True,True,True,0.8395833333333333,0.8395833333333333,0.0,2.0,2.0,False,False,False,
2021-03-31,KLIC,True,True,True,True,0.7572916666666667,0.7572916666666667,0.0,3.0,3.0,False,False,False,
2021-03-31,UCTT,True,True,True,True,0.9166666666666666,0.9166666666666666,0.0,1.0,1.0,False,False,False,
2021-04-30,CINF,True,True,True,True,0.8270491803278688,0.8270491803278688,0.0,1.0,1.0,False,False,False,
2021-04-30,COOP,True,True,True,True,0.7631147540983607,0.7631147540983607,0.0,3.0,3.0,False,False,False,
2021-04-30,CROX,True,True,True,True,0.8270491803278688,0.8270491803278688,0.0,1.0,1.0,False,False,False,
2021-05-28,CINF,True,True,True,True,0.8135869565217391,0.8135869565217391,0.0,2.0,2.0,False,False,False,
2021-05-28,MRNA,True,True,True,True,0.7804347826086956,0.7804347826086956,0.0,3.0,3.0,False,False,False,
2021-05-28,PGNY,True,True,True,True,0.8624999999999999,0.8624999999999999,0.0,1.0,1.0,False,False,False,
2021-06-30,FRHC,True,True,True,True,0.9306338028169014,0.9306338028169014,0.0,1.0,1.0,False,False,False,
2021-06-30,MRNA,True,True,True,True,0.8686619718309858,0.8686619718309858,0.0,2.0,2.0,False,False,False,
2021-06-30,ROKU,True,True,True,True,0.8211267605633803,0.8211267605633803,0.0,3.0,3.0,False,False,False,
2021-07-30,CG,True,True,True,True,0.8916666666666666,0.8916666666666666,0.0,2.0,2.0,False,False,False,
2021-07-30,CROX,True,True,True,True,0.8365384615384615,0.8365384615384615,0.0,3.0,3.0,False,False,False,
2021-07-30,MRNA,True,True,True,True,0.9051282051282052,0.9051282051282052,0.0,1.0,1.0,False,False,False,
2021-08-31,CELH,True,True,True,True,0.9033333333333333,0.9033333333333333,0.0,1.0,1.0,False,False,False,
2021-08-31,KLIC,True,True,True,True,0.7952380952380953,0.7952380952380953,0.0,3.0,3.0,False,False,False,
2021-08-31,NAVI,True,True,True,True,0.8354761904761905,0.8354761904761905,0.0,2.0,2.0,False,False,False,
2021-09-30,CELH,True,True,True,True,0.8203488372093024,0.8203488372093024,0.0,1.0,1.0,False,False,False,
2021-09-30,CG,True,True,True,True,0.7534883720930232,0.7534883720930232,0.0,2.0,2.0,False,False,False,
2021-09-30,COOP,True,True,True,True,0.7517441860465116,0.7517441860465116,0.0,3.0,3.0,False,False,False,
2021-10-29,CDMO,True,True,True,True,0.8877450980392158,0.8877450980392158,0.0,1.0,1.0,False,False,False,
2021-10-29,CG,True,True,True,True,0.8171568627450981,0.8171568627450981,0.0,3.0,3.0,False,False,False,
2021-10-29,TSLA,True,True,True,True,0.883578431372549,0.883578431372549,0.0,2.0,2.0,False,False,False,
2021-11-30,FRHC,True,True,True,True,0.8396551724137932,0.8396551724137932,0.0,3.0,3.0,False,False,False,
2021-11-30,NVDA,True,True,True,True,0.8487068965517242,0.8487068965517242,0.0,2.0,2.0,False,False,False,
2021-11-30,SITM,True,True,True,True,0.9344827586206896,0.9344827586206896,0.0,1.0,1.0,False,False,False,
2021-12-31,AOSL,True,True,True,True,0.8394736842105263,0.8394736842105263,0.0,2.0,2.0,False,False,False,
2021-12-31,ARCB,True,True,True,True,0.831578947368421,0.831578947368421,0.0,3.0,3.0,False,False,False,
2021-12-31,NMRK,True,True,True,True,0.85,0.85,0.0,1.0,1.0,False,False,False,
2022-01-31,CNXC,True,True,True,True,0.835,0.835,0.0,2.0,2.0,False,False,False,
2022-01-31,FANG,True,True,True,True,0.739090909090909,0.739090909090909,0.0,3.0,3.0,False,False,False,
2022-01-31,LAUR,True,True,True,True,0.8922727272727273,0.8922727272727273,0.0,1.0,1.0,False,False,False,
2022-02-28,FANG,True,True,True,True,0.8775,0.8775,0.0,1.0,1.0,False,False,False,
2022-02-28,NMRK,True,True,True,True,0.8742857142857143,0.8742857142857143,0.0,3.0,3.0,False,False,False,
2022-02-28,STLD,True,True,True,True,0.8764285714285713,0.8764285714285713,0.0,2.0,2.0,False,False,False,
2022-03-31,AMPH,True,True,True,True,0.903968253968254,0.903968253968254,0.0,1.0,1.0,False,False,False,
2022-03-31,OPCH,True,True,True,True,0.823015873015873,0.823015873015873,0.0,2.0,2.0,False,False,False,
2022-03-31,REGN,True,True,True,True,0.796031746031746,0.796031746031746,0.0,3.0,3.0,False,False,False,
2022-04-29,OPCH,True,True,True,True,0.843939393939394,0.843939393939394,0.0,1.0,1.0,False,False,False,
2022-04-29,STLD,True,True,True,True,0.7757575757575758,0.7757575757575758,0.0,2.0,2.0,False,False,False,
2022-04-29,ULTA,True,True,True,True,0.7606060606060606,0.7606060606060606,0.0,3.0,3.0,False,False,False,
2022-05-31,FANG,True,True,True,True,0.875,0.875,0.0,2.0,2.0,False,False,False,
2022-05-31,OPCH,True,True,True,True,0.88,0.88,0.0,1.0,1.0,False,False,False,
2022-05-31,STLD,True,True,True,True,0.81125,0.81125,0.0,3.0,3.0,False,False,False,
2022-06-30,CHEF,True,True,True,True,0.6710526315789473,0.6710526315789473,0.0,3.0,3.0,False,False,False,
2022-06-30,HRMY,True,True,True,True,0.8026315789473685,0.8026315789473685,0.0,2.0,2.0,False,False,False,
2022-06-30,MGPI,True,True,True,True,0.8473684210526315,0.8473684210526315,0.0,1.0,1.0,False,False,False,
2022-07-29,FNKO,True,True,True,True,0.8237804878048781,0.8237804878048781,0.0,1.0,1.0,False,False,False,
2022-07-29,HRMY,True,True,True,True,0.7560975609756098,0.7560975609756098,0.0,2.0,2.0,False,False,False,
2022-07-29,PLAB,True,True,True,True,0.7457317073170732,0.7457317073170732,0.0,3.0,3.0,False,False,False,
2022-08-31,CALM,True,True,True,True,0.7227272727272727,0.7227272727272727,0.0,3.0,3.0,False,False,False,
2022-08-31,CLFD,True,True,True,True,0.7348484848484849,0.7348484848484849,0.0,2.0,2.0,False,False,False,
2022-08-31,MGPI,True,True,True,True,0.746969696969697,0.746969696969697,0.0,1.0,1.0,False,False,False,
2022-09-30,CALM,True,True,True,True,0.8472222222222222,0.8472222222222222,0.0,1.0,1.0,False,False,False,
2022-09-30,MGPI,True,True,True,True,0.7166666666666666,0.7166666666666666,0.0,3.0,3.0,False,False,False,
2022-09-30,VRTX,True,True,True,True,0.7305555555555556,0.7305555555555556,0.0,2.0,2.0,False,False,False,
2022-10-31,CCRN,True,True,True,True,0.817391304347826,0.817391304347826,0.0,2.0,2.0,False,False,False,
2022-10-31,FANG,True,True,True,True,0.778804347826087,0.778804347826087,0.0,3.0,3.0,False,False,False,
2022-10-31,HLIT,True,True,True,True,0.8706521739130435,0.8706521739130435,0.0,1.0,1.0,False,False,False,
2022-11-30,ACHC,True,True,True,True,0.7508064516129033,0.7508064516129033,0.0,3.0,3.0,False,False,False,
2022-11-30,CLFD,True,True,True,True,0.8580645161290323,0.8580645161290323,0.0,1.0,1.0,False,False,False,
2022-11-30,HRMY,True,True,True,True,0.8145161290322581,0.8145161290322581,0.0,2.0,2.0,False,False,False,
2022-12-30,HRMY,True,True,True,True,0.77,0.77,0.0,1.0,1.0,False,False,False,
2022-12-30,SNDX,True,True,True,True,0.7500000000000001,0.7500000000000001,0.0,2.0,2.0,False,False,False,
2022-12-30,UTHR,True,True,True,True,0.5800000000000001,0.5800000000000001,0.0,3.0,3.0,False,False,False,
2023-01-31,AEHR,True,True,True,True,0.7963235294117647,0.7963235294117647,0.0,3.0,3.0,False,False,False,
2023-01-31,SNDX,True,True,True,True,0.8069852941176471,0.8069852941176471,0.0,2.0,2.0,False,False,False,
2023-01-31,VC,True,True,True,True,0.8209558823529411,0.8209558823529411,0.0,1.0,1.0,False,False,False,
2023-02-28,AAON,True,True,True,True,0.7795138888888888,0.7795138888888888,0.0,2.0,2.0,False,False,False,
2023-02-28,ACLS,True,True,True,True,0.7763888888888888,0.7763888888888888,0.0,3.0,3.0,False,False,False,
2023-02-28,AXON,True,True,True,True,0.9059027777777777,0.9059027777777777,0.0,1.0,1.0,False,False,False,
2023-03-31,AAON,True,True,True,True,0.794047619047619,0.794047619047619,0.0,2.0,2.0,False,False,False,
2023-03-31,AGYS,True,True,True,True,0.7507936507936508,0.7507936507936508,0.0,3.0,3.0,False,False,False,
2023-03-31,AXON,True,True,True,True,0.9027777777777777,0.9027777777777777,0.0,1.0,1.0,False,False,False,
2023-04-28,CHDN,True,True,True,True,0.7511627906976744,0.7511627906976744,0.0,2.0,2.0,False,False,False,
