test_year,training_years,rolling_training_years,config_ids,portfolio_state,strategy,nasdaq,excess_vs_nasdaq,average_invested,invested_days_pct,average_holdings,annual_turnover
2022,expanding from 2019 through each prior cutoff,36 months through each prior cutoff,"{""2022-01-01"": [6]}",continuous,-0.19650811399863466,-0.3310002555645566,0.13449214156592193,0.0796812749003984,0.0796812749003984,0.398406374501992,1.999000999000999
2023,expanding from 2019 through each prior cutoff,36 months through each prior cutoff,"{""2023-01-01"": [6]}",continuous,0.18690880574103352,0.43423103966916465,-0.24732223392813113,0.9200000000000002,0.92,4.6,13.494548768863709
2024,expanding from 2019 through each prior cutoff,36 months through each prior cutoff,"{""2024-01-01"": [6]}",continuous,1.3441227546344692,0.28641246683135235,1.0577102878031168,1.0,1.0,5.0,14.134617692388261
2025,expanding from 2019 through each prior cutoff,36 months through each prior cutoff,"{""2025-01-01"": [2, 1]}",continuous,0.19664945538530865,0.20357524453555675,-0.006925789150248107,0.832,0.832,3.828,16.75288787779356
2026,expanding from 2019 through each prior cutoff,36 months through each prior cutoff,"{""2026-01-01"": [2, 1]}",continuous,0.45019196232129044,0.09802301782248235,0.3521689444988081,0.8125321831521289,0.8467153284671532,3.5839416058394162,10.769944966543495
