test_year,signal_date,effective_date,ticker,snapshot_age_days,financial_age_days,selection_mode,financial_source,target_weight,holding_sessions,missing_holding_prices,holding_return,return_contribution,minimum_return_from_entry,maximum_absolute_daily_return,maximum_event_date,maximum_event_return,unresolved_terminal_while_held
2021,2021-01-29,2021-02-01,EXPI,0,81,ensemble,sec_quarterly,0.1,19,0,0.049648661639414504,0.0097159477620275,0.0,0.15342570182103632,2021-02-10,-0.15342570182103632,False
2021,2021-01-29,2021-02-01,FLGT,0,81,ensemble,sec_quarterly,0.1,19,0,-0.26575302733666883,-0.021064990187429647,-0.26575302733666883,0.20748759585024812,2021-02-22,-0.20748759585024812,False
2021,2021-01-29,2021-02-01,FRHC,0,81,ensemble,sec_quarterly,0.1,19,0,0.0418757236588192,0.005986814680444963,-0.06580470860671561,0.17434414377194796,2021-02-08,0.17434414377194796,False
2021,2021-01-29,2021-02-01,FRPT,0,87,ensemble,sec_quarterly,0.1,19,0,0.09635673090448771,0.010216815033325178,0.0,0.07340531149168517,2021-02-22,-0.07340531149168517,False
2021,2021-01-29,2021-02-01,FSLR,0,93,ensemble,sec_quarterly,0.1,19,0,-0.17587224087071507,-0.018630655745928294,-0.17587224087071518,0.07531523344314428,2021-02-25,-0.07531523344314428,False
2021,2021-01-29,2021-02-01,HOLX,0,2,ensemble,sec_quarterly,0.1,19,0,-0.13029315960912025,-0.013394031637138804,-0.13029315960912047,0.08065103850358313,2021-02-19,-0.08065103850358313,False
2021,2021-01-29,2021-02-01,LOGI,0,8,ensemble,sec_quarterly,0.1,19,0,0.01971732342441368,0.0023159661433465708,-0.0011380990827114523,0.03938407424038315,2021-02-25,-0.03938407424038315,False
2021,2021-01-29,2021-02-01,PTC,0,70,ensemble,sec_quarterly,0.1,19,0,-0.00043795620437925287,0.00031082580486633263,-0.01839416058394172,0.055153516475795805,2021-02-25,-0.055153516475795805,False
2021,2021-01-29,2021-02-01,VCEL,0,85,ensemble,sec_quarterly,0.1,19,0,0.08812260536398497,0.00914646921780149,0.0,0.05758754863813231,2021-02-22,-0.05758754863813231,False
2021,2021-01-29,2021-02-01,VIRT,0,84,ensemble,sec_quarterly,0.1,19,0,-0.07203460503701986,-0.006652359378875173,-0.09007316949361477,0.06856638228754353,2021-02-16,0.06856638228754353,False
2021,2021-02-26,2021-03-01,AMKR,3,7,ensemble,sec_quarterly,0.1,23,0,-0.04044679696875064,-0.0021584519815205706,-0.16389130899347404,0.0827757777475886,2021-03-23,-0.0827757777475886,False
2021,2021-02-26,2021-03-01,APPS,3,23,ensemble,sec_quarterly,0.1,23,0,-0.1517838294279078,-0.008609361253997716,-0.3464217859404686,0.16324324324324324,2021-03-08,-0.16324324324324324,False
2021,2021-02-26,2021-03-01,ETSY,3,0,ensemble,sec_quarterly,0.1,23,0,-0.17544361763022331,-0.016733107519610248,-0.22209502003434467,0.12506815417522954,2021-03-03,-0.12506815417522954,False
2021,2021-02-26,2021-03-01,FRHC,3,17,ensemble,sec_quarterly,0.1,23,0,-0.0479928635147191,-0.00420330026829796,-0.13041926851025865,0.06893721789084939,2021-03-09,0.06893721789084939,False
2021,2021-02-26,2021-03-01,IAC,3,9,ensemble,sec_quarterly,0.1,23,0,-0.1422634874969123,-0.013729343778893666,-0.18315098150327636,0.08182639463976527,2021-03-24,-0.08182639463976527,False
2021,2021-02-26,2021-03-01,KLIC,3,21,ensemble,sec_quarterly,0.1,23,0,-0.05402027060174053,-0.00395045289398892,-0.18014148212831516,0.07563635595814988,2021-03-04,-0.07563635595814988,False
2021,2021-02-26,2021-03-01,LOGI,3,36,ensemble,sec_quarterly,0.1,23,0,-0.02770372643409169,-0.0017927367078858225,-0.15190828714447357,0.06418198860931668,2021-03-09,0.06418198860931668,False
2021,2021-02-26,2021-03-01,PTC,3,22,ensemble,sec_quarterly,0.1,23,0,-0.03206525560790441,-0.0019560684475412927,-0.16426411644750727,0.0732015145140934,2021-03-09,0.0732015145140934,False
2021,2021-02-26,2021-03-01,UCTT,3,3,ensemble,sec_quarterly,0.1,23,0,0.1449990136121524,0.017038949789412183,-0.16216216216216217,0.10878267012008491,2021-03-09,0.10878267012008491,False
2021,2021-02-26,2021-03-01,WSC,3,0,ensemble,sec_quarterly,0.1,23,0,-0.001079913606911731,0.0007319496490858169,-0.10007199424046076,0.054293415479399254,2021-03-26,0.054293415479399254,False
2021,2021-03-31,2021-04-01,AMAT,0,34,ensemble,sec_quarterly,0.1,21,0,-0.06218411487644204,-0.006080500239643272,-0.09129035264429464,0.050120310835864545,2021-04-21,0.050120310835864545,False
2021,2021-03-31,2021-04-01,AMKR,0,40,ensemble,sec_quarterly,0.1,21,0,-0.1767099158996751,-0.017841605170161257,-0.1767099158996751,0.11918676259481686,2021-04-27,-0.11918676259481686,False
2021,2021-03-31,2021-04-01,FRHC,0,50,ensemble,sec_quarterly,0.1,21,0,-0.11181770005299385,-0.011172885613598905,-0.1623388093976329,0.055312043414736056,2021-04-23,0.055312043414736056,False
2021,2021-03-31,2021-04-01,ICHR,0,26,ensemble,sec_quarterly,0.1,21,0,-0.05040013621658457,-0.004191705184884253,-0.05772177762642594,0.07426816046259477,2021-04-21,0.07426816046259477,False
2021,2021-03-31,2021-04-01,KLIC,0,54,ensemble,sec_quarterly,0.1,21,0,0.10622928461550685,0.011085803379334958,0.0,0.08172764324341464,2021-04-05,0.08172764324341464,False
2021,2021-03-31,2021-04-01,LRCX,0,57,ensemble,sec_quarterly,0.1,21,0,-0.02949086540183432,-0.002502578100906117,-0.041119529578776404,0.04604753820033958,2021-04-21,0.04604753820033958,False
2021,2021-03-31,2021-04-01,PTC,0,55,ensemble,sec_quarterly,0.1,21,0,-0.08987280183499013,-0.008660195992443677,-0.08987280183498991,0.10027648526535848,2021-04-29,-0.10027648526535848,False
2021,2021-03-31,2021-04-01,UCTT,0,36,ensemble,sec_quarterly,0.1,21,0,-0.19751728472658692,-0.020802888067211114,-0.2074167190446261,0.1046762036609753,2021-04-06,-0.1046762036609753,False
2021,2021-03-31,2021-04-01,VIRT,0,34,ensemble,sec_quarterly,0.1,21,0,-0.05938624739533993,-0.005940393090329188,-0.05938624739534004,0.025124166928481184,2021-04-08,-0.025124166928481184,False
2021,2021-03-31,2021-04-01,WSC,0,33,ensemble,sec_quarterly,0.1,21,0,0.01000690131124915,0.001211644252651023,-0.02346445824706689,0.042031523642731994,2021-04-23,0.042031523642731994,False
2021,2021-04-30,2021-05-03,CG,0,1,ensemble,sec_quarterly,0.1,20,0,0.011611390381541131,0.0014053920103762386,-0.035691242464513384,0.040604079090767575,2021-05-12,-0.040604079090767575,False
2021,2021-04-30,2021-05-03,CINF,0,2,ensemble,sec_quarterly,0.1,20,0,0.05928577902655663,0.005899196226810933,0.0,0.026384448936340732,2021-05-13,0.026384448936340732,False
2021,2021-04-30,2021-05-03,COOP,0,1,ensemble,sec_quarterly,0.1,20,0,0.027934621099554358,0.003040875795158049,-0.05260029717682024,0.03569267997580172,2021-05-12,-0.03569267997580172,False
2021,2021-04-30,2021-05-03,CROX,0,3,ensemble,sec_quarterly,0.1,20,0,0.031692652603689364,0.004032319818330421,-0.0018343014368693566,0.059710089277143163,2021-05-12,-0.059710089277143163,False
2021,2021-04-30,2021-05-03,KLIC,0,84,ensemble,sec_quarterly,0.1,20,0,-0.11130144154956123,-0.00993464180908852,-0.2484562302013703,0.10092271767181926,2021-05-06,-0.10092271767181926,False
2021,2021-04-30,2021-05-03,LOGI,0,99,ensemble,sec_quarterly,0.1,20,0,0.1161063038480954,0.011747928256208141,-0.09540060179041987,0.05609703777374764,2021-05-12,-0.05609703777374764,False
2021,2021-04-30,2021-05-03,NAVI,0,2,ensemble,sec_quarterly,0.1,20,0,0.08294546717610252,0.008284484809318305,-0.02192680539328684,0.04247310160925255,2021-05-26,0.04247310160925255,False
2021,2021-04-30,2021-05-03,ORGO,0,45,ensemble,sec_quarterly,0.1,20,0,-0.23245802841153707,-0.023712601564281746,-0.3138183383555747,0.09857942315970725,2021-05-04,-0.09857942315970725,False
2021,2021-04-30,2021-05-03,PGNY,0,60,ensemble,sec_quarterly,0.1,20,0,0.1532504952278051,0.01509603519735836,-0.13812353682694045,0.06590476190476191,2021-05-18,0.06590476190476191,False
2021,2021-04-30,2021-05-03,WSC,0,63,ensemble,sec_quarterly,0.1,20,0,0.004502944232767536,0.0006701157698388194,-0.047107724281260754,0.04783792986040181,2021-05-10,-0.04783792986040181,False
2021,2021-05-28,2021-06-01,BGFV,7,23,ensemble,sec_quarterly,0.1,22,0,-0.20959819098973742,-0.021292550534123357,-0.23421812489128546,0.11407930657483856,2021-06-04,-0.11407930657483856,False
2021,2021-05-28,2021-06-01,CELH,7,15,ensemble,sec_quarterly,0.1,22,0,0.1447237178821752,0.01727629227704991,-0.07101238000243715,0.15096954622514258,2021-06-10,-0.15096954622514258,False
2021,2021-05-28,2021-06-01,CINF,7,30,ensemble,sec_quarterly,0.1,22,0,-0.037983230625902364,-0.003688159371444311,-0.0611201805143633,0.029391749291479696,2021-06-17,-0.029391749291479696,False
2021,2021-05-28,2021-06-01,COOP,7,29,ensemble,sec_quarterly,0.1,22,0,-0.04808522890872424,-0.004699200063677123,-0.05960264900662249,0.03368845378635166,2021-06-02,-0.03368845378635166,False
2021,2021-05-28,2021-06-01,CROX,7,31,ensemble,sec_quarterly,0.1,22,0,0.1298361291573744,0.012651458561951035,-0.03015611364297488,0.039219437535871426,2021-06-11,0.039219437535871426,False
2021,2021-05-28,2021-06-01,LOGI,7,16,ensemble,sec_quarterly,0.1,22,0,-0.052210652168644844,-0.00493904263086864,-0.05355166536065992,0.04423489897976629,2021-06-10,-0.04423489897976629,False
2021,2021-05-28,2021-06-01,MRNA,7,22,ensemble,sec_quarterly,0.1,22,0,0.2725008123036927,0.02544157392699732,0.0,0.06551171931867805,2021-06-07,0.06551171931867805,False
2021,2021-05-28,2021-06-01,NAVI,7,30,ensemble,sec_quarterly,0.1,22,0,0.044808331335000284,0.004857326982987276,-0.008695602525892743,0.051905565506874085,2021-06-21,0.051905565506874085,False
2021,2021-05-28,2021-06-01,NVDA,7,2,ensemble,sec_quarterly,0.1,22,0,0.23011559696342365,0.021155977036049923,0.0,0.050103713687048135,2021-06-28,0.050103713687048135,False
2021,2021-05-28,2021-06-01,PGNY,7,21,ensemble,sec_quarterly,0.1,22,0,-0.08299658066521598,-0.008187031008336855,-0.08299658066521609,0.04028213166144201,2021-06-22,-0.04028213166144201,False
2021,2021-06-30,2021-07-01,AMD,16,63,ensemble,sec_quarterly,0.1,21,0,0.13803450862715638,0.013607806359758402,-0.07951987996999255,0.07579918708118205,2021-07-28,0.07579918708118205,False
2021,2021-06-30,2021-07-01,CELH,16,48,ensemble,sec_quarterly,0.1,21,0,-0.056370213626033006,-0.0048445514683803205,-0.1541291820832974,0.09239130434782616,2021-07-14,-0.09239130434782616,False
2021,2021-06-30,2021-07-01,CINF,16,63,ensemble,sec_quarterly,0.1,21,0,-0.0003514567883877717,0.00035028221282912275,-0.03568165044107818,0.0449271402550091,2021-07-09,0.0449271402550091,False
2021,2021-06-30,2021-07-01,FRHC,16,15,ensemble,sec_quarterly,0.1,21,0,-0.038713610730071735,-0.0035502258176408953,-0.06264288980338362,0.06106417667111308,2021-07-08,-0.06106417667111308,False
2021,2021-06-30,2021-07-01,KLIC,16,55,ensemble,sec_quarterly,0.1,21,0,-0.08930112679748803,-0.008514297623590206,-0.15078726015760524,0.061593780435945655,2021-07-06,-0.061593780435945655,False
2021,2021-06-30,2021-07-01,MRNA,16,55,ensemble,sec_quarterly,0.1,21,0,0.5039768618944334,0.04301028613325485,-0.056186465909574324,0.10303263695003362,2021-07-16,0.10303263695003362,False
2021,2021-06-30,2021-07-01,PGNY,16,54,ensemble,sec_quarterly,0.1,21,0,-0.0784378619890782,-0.007681585330953478,-0.11699487009763365,0.04436987322893371,2021-07-19,0.04436987322893371,False
2021,2021-06-30,2021-07-01,ROKU,16,54,ensemble,sec_quarterly,0.1,21,0,-0.016893520325016897,-0.0003892934825267869,-0.08189684853214585,0.12599548318079168,2021-07-23,0.12599548318079168,False
2021,2021-06-30,2021-07-01,SWBI,16,13,ensemble,sec_quarterly,0.1,21,0,-0.33756037224643665,-0.039521628229380004,-0.34096772293556377,0.1254211332312406,2021-07-02,-0.1254211332312406,False
