effective_start,training_end,config_id,rolling_months,rolling_quality,expanding_quality,rolling_worst_annual_excess,rolling_rank,expanding_rank,combined_rank,candidate_group,variant_selected,variant_rolling_rank,variant_expanding_rank,variant_combined_rank,selection_reason,selected
2022-01-01,2021-12-31,3,36,-0.03183039310197682,-0.03183039310197682,-0.39626169436069336,1.0,1.0,2.0,top5-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,True
2022-01-01,2021-12-31,2,36,-0.03193403741608741,-0.03193403741608741,-0.36876676525463825,2.0,2.0,4.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,1,36,-0.03311371666589208,-0.03311371666589208,-0.37807747783180456,3.0,3.0,6.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,0,36,-0.03415522809333701,-0.03415522809333701,-0.27081413646035557,4.0,4.0,8.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,4,36,-0.036708977747797016,-0.036708977747797016,-0.3903778104931539,5.0,5.0,10.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,5,36,-0.042674605909064425,-0.042674605909064425,-0.4144460763172926,6.0,6.0,12.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,3,36,-0.018772418723801504,-0.025261476809422638,-0.39626169436069336,1.0,1.0,2.0,top5-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,True
2023-01-01,2022-12-31,2,36,-0.021888252402725294,-0.026869417174150284,-0.36876676525463825,2.0,2.0,4.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,1,36,-0.022515201970883292,-0.02759291508882413,-0.37807747783180456,3.0,3.0,6.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,0,36,-0.023278650669403645,-0.02840954818869488,-0.25505501262015184,4.0,4.0,8.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,4,36,-0.024271734263379016,-0.029339482504675662,-0.3903778104931539,5.0,5.0,10.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,5,36,-0.02815356392113852,-0.03279508916335067,-0.4144460763172926,6.0,6.0,12.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,0,36,-0.02597220632198607,-0.03388966761586805,-0.3765087143298351,2.0,1.0,3.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,5,36,-0.02318262230270521,-0.03649578064217499,-0.38575097207341,1.0,2.0,3.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
