config_id,year,start,end,top_n,market_ma_days,transaction_cost_bps,minimum_price,minimum_median_dollar_volume,minimum_eps_growth,minimum_relative_volume,minimum_52_week_high_ratio,maximum_financial_age_days,maximum_position_weight,signal_frequency,use_quarterly_fundamentals,minimum_revenue_growth,price_channel,keltner_window,keltner_atr_window,keltner_multiplier,selection_mode,ensemble_weight,strategy,nasdaq,excess_vs_nasdaq
0,2019,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.08144226725603176,0.35225640371638733,-0.27081413646035557
0,2020,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.18134946039344335,0.4364044730135952,-0.25505501262015184
0,2021,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.35965389818452453,0.21389107231062865,0.14576282587389588
0,2022,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.19268656453903288,-0.3310002555645566,0.1383136910255237
0,2023,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.05772232533932953,0.43423103966916465,-0.3765087143298351
0,2024,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,1.0484575670855887,0.28641246683135235,0.7620451002542363
0,2025,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.011675088069368345,0.20357524453555675,-0.2152503326049251
0,2026,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.05157037694781419,0.09802301782248235,-0.04645264087466816
1,2019,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.07611425210490674,0.35225640371638733,-0.2761421516114806
1,2020,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.05832699518179063,0.4364044730135952,-0.37807747783180456
1,2021,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.5163915927840861,0.21389107231062865,0.30250052047345743
1,2022,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.18284103992323897,-0.3310002555645566,0.14815921564131762
1,2023,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.24389423620225226,0.43423103966916465,-0.6781252758714169
1,2024,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.3801917168090987,0.28641246683135235,0.09377924997774634
1,2025,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.09856757191961418,0.20357524453555675,-0.10500767261594257
1,2026,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.12302779286061671,0.09802301782248235,0.025004775038134364
2,2019,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.08424132070746793,0.35225640371638733,-0.2680150830089194
2,2020,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.06763770775895694,0.4364044730135952,-0.36876676525463825
2,2021,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.5391265391995681,0.21389107231062865,0.32523546688893945
2,2022,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.19389503486721893,-0.3310002555645566,0.13710522069733766
2,2023,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.1652981900204119,0.43423103966916465,-0.5995292296895766
2,2024,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.9843290436374901,0.28641246683135235,0.6979165768061377
2,2025,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.2827730276039979,0.20357524453555675,0.07919778306844116
2,2026,2019-01-01,2026-07-17,5,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.1428419936913048,0.09802301782248235,0.04481897586882244
3,2019,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.04607614406124516,0.35225640371638733,-0.3061802596551422
3,2020,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.040142778652901834,0.4364044730135952,-0.39626169436069336
3,2021,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.5809320887992873,0.21389107231062865,0.3670410164886586
3,2022,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.1533081747274414,-0.3310002555645566,0.17769208083711518
3,2023,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.19994154017636812,0.43423103966916465,-0.6341725798455328
3,2024,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.88167247923822,0.28641246683135235,0.5952600124068677
3,2025,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.24427376768264386,0.20357524453555675,0.04069852314708711
3,2026,2019-01-01,2026-07-17,5,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.2,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.04653662005907555,0.09802301782248235,-0.0514863977634068
4,2019,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.044132389225103985,0.35225640371638733,-0.30812401449128335
4,2020,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.0460266625204413,0.4364044730135952,-0.3903778104931539
4,2021,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.3633907429365886,0.21389107231062865,0.14949967062595992
4,2022,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.1666657462925467,-0.3310002555645566,0.16433450927200988
4,2023,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.07597157949329847,0.43423103966916465,-0.5102026191624631
4,2024,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.7984571315958688,0.28641246683135235,0.5120446647645165
4,2025,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.19632808935713286,0.20357524453555675,-0.007247155178423892
4,2026,2019-01-01,2026-07-17,10,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.23355667200524377,0.09802301782248235,0.13553365418276142
5,2019,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.023181165713428653,0.35225640371638733,-0.3290752380029587
5,2020,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.021958396696302618,0.4364044730135952,-0.4144460763172926
5,2021,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.208559969295657,0.21389107231062865,-0.005331103014971639
5,2022,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,-0.1372160946446288,-0.3310002555645566,0.19378416091992778
5,2023,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.04848006759575463,0.43423103966916465,-0.38575097207341
5,2024,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.5789076447895027,0.28641246683135235,0.2924951779581504
5,2025,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.2287626975709085,0.20357524453555675,0.025187453035351748
5,2026,2019-01-01,2026-07-17,10,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.1,monthly,False,0.1,none,20,14,1.5,growth,1.0,0.28834212802706616,0.09802301782248235,0.1903191102045838
