config_id,year,start,end,top_n,market_ma_days,transaction_cost_bps,minimum_price,minimum_median_dollar_volume,minimum_eps_growth,minimum_relative_volume,minimum_52_week_high_ratio,maximum_financial_age_days,maximum_position_weight,signal_frequency,use_quarterly_fundamentals,minimum_revenue_growth,price_channel,keltner_window,keltner_atr_window,keltner_multiplier,selection_mode,ensemble_weight,strategy,nasdaq,excess_vs_nasdaq
0,2019,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,-0.16801534246737482,0.35225640371638733,-0.5202717461837622
0,2020,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,0.7142425083903929,0.4364044730135952,0.27783803537679774
0,2021,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,0.18442089161608766,0.21389107231062865,-0.029470180694540993
0,2022,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,-0.21081041989644866,-0.3310002555645566,0.12018983566810792
0,2023,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,0.11008058914222407,0.43423103966916465,-0.3241504505269406
0,2024,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,2.605034912708268,0.28641246683135235,2.3186224458769154
0,2025,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,-0.045036077183383316,0.20357524453555675,-0.24861132171894007
0,2026,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,0.568772461519724,0.09802301782248235,0.4707494436972417
1,2019,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,0.11048588127652015,0.35225640371638733,-0.24177052243986719
1,2020,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,0.7045677204176262,0.4364044730135952,0.26816324740403097
1,2021,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,0.03411686474334652,0.21389107231062865,-0.17977420756728213
1,2022,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,-0.2067922115164581,-0.3310002555645566,0.12420804404809849
1,2023,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,0.1457377188328104,0.43423103966916465,-0.28849332083635426
1,2024,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,1.8738790705780608,0.28641246683135235,1.5874666037467084
1,2025,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,0.09355063080610648,0.20357524453555675,-0.11002461372945027
1,2026,2019-01-01,2026-07-17,3,200,10.0,10.0,2000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,keltner,20,14,1.5,recovery,1.0,0.5661719868991728,0.09802301782248235,0.46814896907669046
2,2019,2019-01-01,2026-07-17,3,200,10.0,10.0,10000000.0,0.25,0.8,0.85,550,0.3333333333333333,monthly,True,0.1,none,20,14,1.5,growth,1.0,-0.23262999175478982,0.35225640371638733,-0.5848863954711772
