year,strategy,benchmark,excess_vs_nasdaq
2021,0.1613649054919013,0.21389107231062865,-0.05252616681872735
2022,-0.18511262178252663,-0.3310002555645566,0.14588763378202996
2023,0.4085210636786476,0.43423103966916465,-0.025709975990517053
2024,2.598869927465645,0.28641246683135235,2.3124574606342927
2025,0.22847423969527347,0.20357524453555675,0.02489899515971672
2026,0.17451714979299604,0.09802301782248235,0.07649413197051369
