effective_start,training_end,config_id,rolling_months,rolling_quality,expanding_quality,rolling_worst_annual_excess,rolling_rank,expanding_rank,combined_rank,candidate_group,variant_selected,variant_rolling_rank,variant_expanding_rank,variant_combined_rank,selection_reason,selected
2022-01-01,2021-12-31,15,36,-0.036657442619314765,-0.036657442619314765,-0.44913697922429374,1.0,1.0,2.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,17,36,-0.03709509062084068,-0.03709509062084068,-0.455436918430835,2.0,2.0,4.0,top10-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,13,36,-0.03749830948484173,-0.03749830948484173,-0.44294945367420524,2.0,2.0,4.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,16,36,-0.03709509062084068,-0.03709509062084068,-0.455436918430835,2.0,2.0,4.0,top10-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,10,36,-0.03905332588343234,-0.03905332588343234,-0.5544920955983669,3.0,3.0,6.0,top5-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,3,36,-0.03992125063119689,-0.03992125063119689,-0.5848863954711772,4.0,4.0,8.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,14,36,-0.03749830948484173,-0.03749830948484173,-0.44294945367420524,4.0,4.0,8.0,top10-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,6,36,-0.040321453984986065,-0.040321453984986065,-0.563513432973475,5.0,5.0,10.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,1,36,-0.04149702032711468,-0.04149702032711468,-0.47955772358459436,6.0,6.0,12.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,12,36,-0.03882746062634731,-0.03882746062634731,-0.4634313909556995,6.0,6.0,12.0,top10-liq2000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,11,36,-0.03905332588343234,-0.03905332588343234,-0.5544920955983669,7.0,7.0,14.0,top5-liq10000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,True
2022-01-01,2021-12-31,8,36,-0.04049470888141103,-0.04049470888141103,-0.5441790125551567,11.0,11.0,22.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,7,36,-0.04049470888141103,-0.04049470888141103,-0.5441790125551567,11.0,11.0,22.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,2,36,-0.04149702032711468,-0.04149702032711468,-0.47955772358459436,13.0,13.0,26.0,top3-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,5,36,-0.04155553407335441,-0.04155553407335441,-0.612412696275244,15.0,15.0,30.0,top3-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,4,36,-0.04155553407335441,-0.04155553407335441,-0.612412696275244,15.0,15.0,30.0,top3-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,9,36,-0.04156377852940553,-0.04156377852940553,-0.602702541254658,17.0,17.0,34.0,top5-liq10000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2022-01-01,2021-12-31,0,36,-0.04449476652729173,-0.04449476652729173,-0.5306640858857377,18.0,18.0,36.0,top3-liq2000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,15,36,-0.017110038168922245,-0.028286933783302326,-0.12434551004098227,4.0,1.0,5.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,10,36,-0.013978076939946025,-0.031019632988115,-0.09470216375994078,2.0,3.0,5.0,top5-liq10000000,True,2.0,1.0,3.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,4,36,-0.013044088099090547,-0.034305731136313876,-0.05252616681872868,1.0,5.0,6.0,top3-liq10000000,True,1.0,2.0,3.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,6,36,-0.016971968090229897,-0.0334361694767328,-0.09980285723963456,3.0,4.0,7.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,13,36,-0.01933373407289941,-0.029760201967309382,-0.1377774782369372,5.0,2.0,7.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,17,36,-0.017110038168922335,-0.02862229310856786,-0.12434551004098315,9.0,2.0,11.0,top10-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,16,36,-0.017110038168922335,-0.02862229310856786,-0.12434551004098315,9.0,2.0,11.0,top10-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,1,36,-0.021443663625754665,-0.034696295956338254,-0.17616387029179537,6.0,6.0,12.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,11,36,-0.013978076939946025,-0.031019632988115,-0.09470216375994078,5.0,7.0,12.0,top5-liq10000000,False,2.0,1.0,3.0,no_positive_rolling_evidence,True
2023-01-01,2022-12-31,3,36,-0.013044088099090623,-0.033044417785355724,-0.05252616681872735,3.0,10.0,13.0,top3-liq10000000,False,3.0,1.0,4.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,9,36,-0.013978076939946023,-0.03293612588120739,-0.09470216375993923,4.0,9.0,13.0,top5-liq10000000,False,1.0,3.0,4.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,5,36,-0.013044088099090547,-0.034305731136313876,-0.05252616681872868,1.0,14.0,15.0,top3-liq10000000,False,1.0,2.0,3.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,14,36,-0.01933373407289941,-0.029760201967309382,-0.1377774782369372,13.0,4.0,17.0,top10-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,12,36,-0.0193706777600937,-0.030775181159351427,-0.13777747823693365,15.0,6.0,21.0,top10-liq2000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,8,36,-0.017666616077795114,-0.033570208044590905,-0.09980285723963189,11.0,12.0,23.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,7,36,-0.017666616077795114,-0.033570208044590905,-0.09980285723963189,11.0,12.0,23.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,2,36,-0.021443663625754665,-0.034696295956338254,-0.17616387029179537,16.0,16.0,32.0,top3-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,0,36,-0.021443663625754866,-0.037010540707127754,-0.1761638702917987,18.0,18.0,36.0,top3-liq2000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,15,36,-0.01723236060566985,-0.03130054203607556,-0.3255754798778743,1.0,3.0,4.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,10,36,-0.020326738499595924,-0.031197348502669947,-0.17957307015640267,2.0,2.0,4.0,top5-liq10000000,True,2.0,1.0,3.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,3,36,-0.021212418590273577,-0.030794818932288696,-0.05252616681872735,4.0,1.0,5.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,17,36,-0.017673695638997226,-0.03183441909086799,-0.3417647902147436,2.0,5.0,7.0,top10-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,16,36,-0.017673695638997226,-0.03183441909086799,-0.3417647902147436,2.0,5.0,7.0,top10-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,13,36,-0.020793007611077642,-0.03331667255739278,-0.333029394297772,3.0,4.0,7.0,top10-liq2000000,True,2.0,1.0,3.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,11,36,-0.020326738499595924,-0.031197348502669947,-0.17957307015640267,6.0,2.0,8.0,top5-liq10000000,False,2.0,1.0,3.0,no_positive_rolling_evidence,True
2024-01-01,2023-12-31,6,36,-0.026088267794736098,-0.03416870820418105,-0.14950551123583988,5.0,5.0,10.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,9,36,-0.019543533848739875,-0.03230013285418625,-0.14790349799746605,4.0,7.0,11.0,top5-liq10000000,False,1.0,3.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,1,36,-0.036910593058346486,-0.039066135281614116,-0.35351654739704874,6.0,6.0,12.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,12,36,-0.020297163830736157,-0.033828773900345006,-0.3192114305710707,5.0,12.0,17.0,top10-liq2000000,False,1.0,3.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,14,36,-0.020793007611077642,-0.03331667255739278,-0.333029394297772,8.0,10.0,18.0,top10-liq2000000,False,2.0,1.0,3.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,4,36,-0.023668512629725212,-0.03330004186765598,-0.13822289080237948,11.0,8.0,19.0,top3-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,5,36,-0.023668512629725212,-0.03330004186765598,-0.13822289080237948,11.0,8.0,19.0,top3-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,8,36,-0.0270094549416614,-0.034818114958214276,-0.18470220699429318,14.0,14.0,28.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,7,36,-0.0270094549416614,-0.034818114958214276,-0.18470220699429318,14.0,14.0,28.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,2,36,-0.036910593058346486,-0.039066135281614116,-0.35351654739704874,16.0,16.0,32.0,top3-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,0,36,-0.036910593058346666,-0.04090842535232769,-0.3535165473970492,18.0,18.0,36.0,top3-liq2000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2025-01-01,2024-12-31,3,36,0.017136981118942497,-0.011817681133099906,-0.025709975990517053,1.0,1.0,2.0,top3-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,True
2025-01-01,2024-12-31,1,36,0.003662443276365262,-0.018985713799294097,-0.35351654739704874,2.0,2.0,4.0,top3-liq2000000,True,2.0,1.0,3.0,adaptive_stability_rank,True
2025-01-01,2024-12-31,4,36,0.01467674470938438,-0.01391356298388419,-0.13822289080237948,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,5,36,0.01467674470938438,-0.01391356298388419,-0.13822289080237948,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,10,36,-0.0028419646847294353,-0.02102914673745903,-0.17957307015640267,3.0,3.0,6.0,top5-liq10000000,True,2.0,1.0,3.0,adaptive_stability_rank,True
2025-01-01,2024-12-31,6,36,-0.007858964586269064,-0.024103538181510238,-0.14950551123583988,4.0,4.0,8.0,top5-liq2000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,2,36,0.003662443276365262,-0.018985713799294097,-0.35351654739704874,5.0,4.0,9.0,top3-liq2000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,0,36,0.0036624432763653243,-0.02054268832112948,-0.3535165473970492,4.0,6.0,10.0,top3-liq2000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,13,36,-0.013756570148323086,-0.025699402561977447,-0.333029394297772,5.0,5.0,10.0,top10-liq2000000,True,2.0,1.0,3.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,15,36,-0.016388543088103006,-0.026590183833832666,-0.3255754798778743,6.0,6.0,12.0,top10-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,11,36,-0.0028419646847294353,-0.02102914673745903,-0.17957307015640267,8.0,7.0,15.0,top5-liq10000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,9,36,-0.0020732418021716485,-0.02193731040836597,-0.14790349799746605,7.0,9.0,16.0,top5-liq10000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,8,36,-0.008766045419013824,-0.024643559486714317,-0.18470220699429318,11.0,11.0,22.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,7,36,-0.008766045419013824,-0.024643559486714317,-0.18470220699429318,11.0,11.0,22.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,14,36,-0.013756570148323086,-0.025699402561977447,-0.333029394297772,14.0,13.0,27.0,top10-liq2000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,12,36,-0.013229447457381513,-0.02613638381142564,-0.3192114305710707,13.0,15.0,28.0,top10-liq2000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,16,36,-0.016825597797289583,-0.027036361739440976,-0.3417647902147436,17.0,17.0,34.0,top10-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,17,36,-0.016825597797289583,-0.027036361739440976,-0.3417647902147436,17.0,17.0,34.0,top10-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,3,36,0.013953905241586483,-0.013164233117848517,-0.025709975990517053,1.0,1.0,2.0,top3-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,True
2026-01-01,2025-12-31,4,36,0.011493823694540793,-0.014969076905424698,-0.13822289080237948,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,5,36,0.011493823694540793,-0.014969076905424698,-0.13822289080237948,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,10,36,-0.0028588409639216487,-0.01905558728585003,-0.17957307015640267,2.0,2.0,4.0,top5-liq10000000,True,2.0,1.0,3.0,adaptive_stability_rank,True
2026-01-01,2025-12-31,6,36,-0.009457251895508507,-0.02318885786557296,-0.14950551123583988,3.0,3.0,6.0,top5-liq2000000,True,1.0,1.0,2.0,adaptive_stability_rank,True
2026-01-01,2025-12-31,1,36,-0.00992619970174689,-0.02408257124474978,-0.35351654739704874,4.0,5.0,9.0,top3-liq2000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,15,36,-0.017110529915758874,-0.023621883947081205,-0.3255754798778743,5.0,4.0,9.0,top10-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,11,36,-0.0028588409639216487,-0.01905558728585003,-0.17957307015640267,5.0,4.0,9.0,top5-liq10000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,9,36,-0.0007801782745551315,-0.019290063994547392,-0.14790349799746605,4.0,6.0,10.0,top5-liq10000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,13,36,-0.017480778116457683,-0.024635371346398694,-0.333029394297772,6.0,6.0,12.0,top10-liq2000000,True,2.0,1.0,3.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,8,36,-0.010374607242763567,-0.023657502183475752,-0.18470220699429318,11.0,9.0,20.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,7,36,-0.010374607242763567,-0.023657502183475752,-0.18470220699429318,11.0,9.0,20.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,2,36,-0.00992619970174689,-0.02408257124474978,-0.35351654739704874,8.0,13.0,21.0,top3-liq2000000,False,1.0,1.0,2.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,0,36,-0.009926199701746921,-0.025417603238936777,-0.3535165473970492,10.0,18.0,28.0,top3-liq2000000,False,3.0,3.0,6.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,16,36,-0.017550299934260334,-0.02401059379730531,-0.3417647902147436,17.0,11.0,28.0,top10-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,14,36,-0.017480778116457683,-0.024635371346398694,-0.333029394297772,15.0,15.0,30.0,top10-liq2000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,12,36,-0.016933309137189108,-0.0250213331038156,-0.3192114305710707,13.0,17.0,30.0,top10-liq2000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,17,36,-0.017605678190608695,-0.02403386133451084,-0.3417647902147436,18.0,12.0,30.0,top10-liq10000000,False,3.0,3.0,6.0,adaptive_stability_rank,False
