cost_bps,year,strategy,nasdaq,excess_vs_nasdaq
10.0,2021,0.1613649054919004,0.21389107231062865,-0.05252616681872824
10.0,2022,-0.18511262178252696,-0.3310002555645566,0.14588763378202962
10.0,2023,0.4085210636786507,0.43423103966916465,-0.025709975990513945
10.0,2024,2.598869927465645,0.28641246683135235,2.3124574606342927
10.0,2025,0.22847423969527214,0.20357524453555675,0.024898995159715387
10.0,2026,0.17451714979299804,0.09802301782248235,0.07649413197051569
30.0,2021,0.11580315579294753,0.21389107231062865,-0.09808791651768112
30.0,2022,-0.18999056849187224,-0.3310002555645566,0.14100968707268435
30.0,2023,0.3668184375759267,0.43423103966916465,-0.06741260209323796
30.0,2024,2.5029652037678725,0.28641246683135235,2.21655273693652
30.0,2025,0.18959325494318358,0.20357524453555675,-0.013981989592373179
30.0,2026,0.14819002235072554,0.09802301782248235,0.050167004528243186
50.0,2021,0.07200550935741701,0.21389107231062865,-0.14188556295321164
50.0,2022,-0.1948425943297738,-0.3310002555645566,0.1361576612347828
50.0,2023,0.32633177639221733,0.43423103966916465,-0.10789926327694732
50.0,2024,2.4095288368803938,0.28641246683135235,2.1231163700490416
50.0,2025,0.15192988267784502,0.20357524453555675,-0.051645361857711736
50.0,2026,0.12244873637056108,0.09802301782248235,0.024425718548078734
