year,strategy,benchmark,excess_vs_nasdaq
2021,0.44637269951396896,0.21389107231062865,0.2324816272033403
2022,-0.18511262178252663,-0.3310002555645566,0.14588763378202996
2023,0.5079556323267764,0.43423103966916465,0.07372459265761178
2024,2.865622295723628,0.28641246683135235,2.5792098288922753
2025,0.22847423969527303,0.20357524453555675,0.024898995159716275
2026,0.3606799325780774,0.09802301782248235,0.26265691475559505
