ticker,split_date,raw_price_ratio,matched_factor,relative_error,selected_by_fixed_top3,requires_external_confirmation
NVOS,2025-09-17,0.09090909090909094,0.09090909090909091,2.220446049250313e-16,False,False
NVOS,2025-09-19,11.0,11.0,0.0,False,False
NVOS,2025-10-06,5.0,5.0,0.0,False,False
NVOS,2025-10-07,10.0,10.0,0.0,False,False
NVOS,2025-10-20,0.08333333333333337,0.08333333333333333,4.440892098500626e-16,False,False
NVOS,2025-11-25,10.0,10.0,0.0,False,False
NVOS,2026-03-24,5.000000000000001,5.0,2.220446049250313e-16,False,False
NVOS,2026-06-15,0.09999999999999998,0.1,2.220446049250313e-16,False,False
NVOS,2026-06-22,5.0,5.0,0.0,False,False
BGLC,2023-03-10,0.5098035371161915,0.5,0.01960707423238306,False,False
QMCO,2024-06-18,0.4967948717948718,0.5,0.0064102564102563875,False,False
CAPT,2026-04-13,0.09756097560975607,0.1,0.024390243902439268,False,False
CAPT,2026-05-01,8.0,8.0,0.0,False,False
TRML,2022-07-01,0.5099785354165627,0.5,0.019957070833125368,False,False
SLGB,2026-01-26,2.0327868852459017,2.0,0.016393442622950838,False,False
ENGS,2025-05-05,0.3358695652173913,0.3333333333333333,0.007608695652173925,False,False
BON,2025-03-14,1.9573195596030992,2.0,0.021340220198450388,False,False
NVAX,2019-02-28,0.33103286384976527,0.3333333333333333,0.006901408450704194,False,False
NVAX,2024-05-10,1.986577181208054,2.0,0.006711409395973034,False,False
SPRB,2025-10-06,14.784580498866214,15.0,0.01436130007558567,False,False
PIXY,2024-03-18,2.0,2.0,0.0,False,False
APLD,2022-07-19,2.0,2.0,0.0,False,False
ELBM,2025-10-15,0.49044585987261147,0.5,0.019108280254777066,False,False
OCG,2025-12-09,3.919847341500945,4.0,0.02003816462476371,False,False
ALP,2025-03-28,2.038216560509554,2.0,0.019108280254777066,False,False
ALP,2025-10-08,1.9551971326164874,2.0,0.02240143369175629,False,False
OBT,2025-01-13,0.5043663885115466,0.5,0.008732777023093163,False,False
HA,2023-12-04,2.925925925925926,3.0,0.024691358024691357,False,False
BSLK,2025-02-13,4.032786885245902,4.0,0.00819672131147553,False,False
BSLK,2026-07-01,9.999999301508433,10.0,6.984915668084568e-08,False,False
BSLK,2026-07-10,1.9999999999992497,2.0,3.751443600208404e-13,False,False
BSLK,2026-07-15,0.5000000000001875,0.5,3.750333377183779e-13,False,False
FGF,2023-03-17,19.80392156862745,20.0,0.009803921568627416,False,False
PSIG,2026-06-26,0.1228813559322034,0.125,0.016949152542372836,False,False
XERS,2020-06-25,0.5122410546139361,0.5,0.024482109227872195,False,False
NKGN,2025-10-10,2.0000000000001004,2.0,5.0182080713057076e-14,False,False
NKGN,2025-10-13,4.999999650754017,5.0,6.984919664887457e-08,False,False
NKGN,2025-10-14,2.00000000000001,2.0,5.10702591327572e-15,False,False
NKGN,2026-03-13,0.3333333126372766,0.3333333333333333,6.208817016073453e-08,False,False
ATCX,2025-03-31,0.5001249947918837,0.5,0.0002499895837673183,False,False
INBX,2025-10-24,2.020098730606488,2.0,0.010049365303244073,False,False
AVTE,2024-06-17,0.0670186839967506,0.06666666666666667,0.005280259951258914,False,False
GLYC,2017-05-18,1.9869646182495344,2.0,0.0065176908752327956,False,False
SKK,2026-05-04,6.965316267641849,7.0,0.00495481890830729,False,False
BMEA,2023-03-28,1.9902786779001944,2.0,0.0048606610499027925,False,False
PCLA,2025-03-04,0.501597284190933,0.5,0.0031945683818659365,False,False
PCLA,2026-05-22,2.942222222222222,3.0,0.01925925925925931,False,False
CLSD,2025-11-24,0.3308455882352941,0.3333333333333333,0.007463235294117743,False,False
VSTM,2020-01-02,0.08271144278606968,0.08333333333333333,0.007462686567163868,False,False
VSTM,2020-04-27,0.5108958837772397,0.5,0.021791767554479424,False,False
VSTM,2023-06-01,11.823529411764707,12.0,0.014705882352941124,False,False
VSTM,2024-05-24,0.3382594417077176,0.3333333333333333,0.014778325123152802,False,False
IDAI,2023-04-12,1.999996509428035,2.0,1.7452859825128897e-06,False,False
IDAI,2024-11-26,2.027741768213638,2.0,0.013870884106818915,False,False
RCAT,2017-11-29,0.504,0.5,0.008000000000000007,False,False
RCAT,2018-06-15,0.5043478260869565,0.5,0.008695652173912993,False,False
RCAT,2019-08-02,0.24590163934426235,0.25,0.016393442622950616,False,False
YGMZ,2022-12-23,0.4915730337078652,0.5,0.016853932584269593,False,False
KIDZ,2025-03-04,2.942857142857143,3.0,0.01904761904761898,False,False
KIDZ,2025-04-08,0.4897959183673469,0.5,0.020408163265306145,False,False
DATS,2021-08-16,11.052631578947368,11.0,0.004784688995215225,False,False
DATS,2023-09-19,0.09908347783007188,0.1,0.009165221699281245,False,False
DATS,2024-01-17,0.5062893081761006,0.5,0.012578616352201255,False,False
SPRC,2023-09-28,18.17743927017057,18.0,0.00985773723169836,False,False
SPRC,2025-01-06,2.026899303512706,2.0,0.013449651756352932,False,False
CMLS,2026-03-05,0.0897435906620534,0.09090909090909091,0.01282050271741264,False,False
CMLS,2026-04-01,0.3333333462683721,0.3333333333333333,3.8805116231444003e-08,False,False
CMLS,2026-04-02,2.0,2.0,0.0,False,False
CMLS,2026-04-07,0.5,0.5,0.0,False,False
CMLS,2026-06-24,2.0,2.0,0.0,False,False
DCOY,2025-11-11,0.49000041664930627,0.5,0.01999916670138746,False,False
EPIX,2025-08-26,0.33567236539933654,0.3333333333333333,0.007017096198009609,False,False
ECX,2023-02-22,1.9588235294117649,2.0,0.020588235294117574,False,False
GSAT,2025-02-11,0.06666666666666665,0.06666666666666667,2.220446049250313e-16,False,False
ICU,2025-09-25,0.4905645161290322,0.5,0.01887096774193564,False,False
PRAX,2023-03-03,0.34126712328767117,0.3333333333333333,0.02380136986301351,False,False
ELAB,2024-11-01,0.48983050639814074,0.5,0.020338987203718517,False,False
KWE,2023-08-30,0.09999999999999998,0.1,2.220446049250313e-16,False,False
ILLR,2024-04-22,2.0,2.0,0.0,False,False
ILLR,2026-01-26,2.9768211920529803,3.0,0.007726269315673218,False,False
ILLR,2026-06-23,0.495186440677966,0.5,0.009627118644067956,False,False
ILLR,2026-06-25,3.965674164607983,4.0,0.008581458848004209,False,False
GLMD,2024-09-17,3.9018087855297154,4.0,0.02454780361757114,False,False
SAFX,2025-03-07,5.970149253731344,6.0,0.00497512437810943,False,False
SAFX,2025-03-26,0.5,0.5,0.0,False,False
HOLO,2023-09-13,0.19943555973659455,0.2,0.002822201317027262,False,False
HOLO,2024-02-07,11.920529801324504,12.0,0.0066225165562913135,False,False
HOLO,2024-02-20,0.24728752260397835,0.25,0.010849909584086603,False,False
LVRO,2026-03-20,0.5,0.5,0.0,False,False
LVRO,2026-04-07,7.8796680497925315,8.0,0.015041493775933557,False,False
LVRO,2026-05-27,0.4967418546365914,0.5,0.006516290726817253,False,False
LVRO,2026-06-24,0.09999999999999998,0.1,2.220446049250313e-16,False,False
ASRT,2025-12-26,15.062888316411575,15.0,0.0041925544274383775,False,False
EZGO,2023-09-06,0.17045454564403406,0.16666666666666666,0.022727273864204367,False,False
EZGO,2026-05-06,0.08421049675346559,0.08333333333333333,0.010525961041587095,False,False
TOP,2022-08-08,2.0266009852216746,2.0,0.013300492610837322,False,False
TOP,2023-04-27,2.9761904761904763,3.0,0.007936507936507908,False,False
TOPS,2017-06-23,0.33333333333333326,0.3333333333333333,2.220446049250313e-16,False,False
TOPS,2017-08-03,0.32506887052341593,0.3333333333333333,0.024793388429752206,False,False
TOPS,2020-03-27,2.93125,3.0,0.022916666666666696,False,False
TOPS,2022-12-05,0.49549549549549554,0.5,0.009009009009008917,False,False
CELZ,2023-02-08,2.010438816934081,2.0,0.005219408467040498,False,False
LXEH,2024-03-21,0.1425818882466281,0.14285714285714285,0.0019267822736033224,False,False
INLF,2026-06-23,0.5072072072072072,0.5,0.01441441441441449,False,False
AFJK,2025-12-09,11.0625,11.0,0.005681818181818121,False,False
AFJK,2025-12-18,2.0080738177623987,2.0,0.0040369088811993414,False,False
XCH,2024-12-18,0.09215602228889841,0.09090909090909091,0.013716245177882502,False,False
XCH,2025-10-13,2.0341445695604796,2.0,0.01707228478023981,False,False
SGHT,2023-09-12,0.5038402457757296,0.5,0.007680491551459223,False,False
TPIC,2024-12-20,1.9672131147540983,2.0,0.016393442622950838,False,False
COCH,2025-10-07,1.9707486365889937,2.0,0.014625681705503157,False,False
JFIN,2020-06-10,1.966101694915254,2.0,0.016949152542372947,False,False
CTLP,2019-02-07,0.4941860521529544,0.5,0.011627895694091173,False,False
NVFY,2023-12-28,3.032258064516129,3.0,0.010752688172043001,False,False
WYHG,2025-05-19,3.9012345679012346,4.0,0.024691358024691357,False,False
FEBO,2024-08-12,0.5094562647754136,0.5,0.01891252955082723,False,False
KYNB,2023-06-26,0.16884735202492207,0.16666666666666666,0.013084112149532423,False,False
ZNTL,2024-06-18,0.49344457687723475,0.5,0.013110846245530494,False,False
BWAY,2025-12-02,0.5097230406599883,0.5,0.019446081319976605,False,False
BWAY,2026-01-02,2.028391167192429,2.0,0.014195583596214423,False,False
BWAY,2026-02-02,0.49743370402053044,0.5,0.0051325919589391145,False,False
ARBK,2025-07-01,1.9679118963673097,2.0,0.016044051816345162,False,False
ARBK,2025-10-06,1.9509563495228224,2.0,0.024521825238588812,False,False
TIRX,2026-01-29,0.08939393939393936,0.09090909090909091,0.01666666666666705,False,False
TIRX,2026-02-03,1.984126984126984,2.0,0.00793650793650802,False,False
TIRX,2026-05-22,16.333333333333336,16.0,0.02083333333333348,False,False
TIRX,2026-05-26,0.08163265306122447,0.08333333333333333,0.020408163265306367,False,False
TIRX,2026-05-28,0.5,0.5,0.0,False,False
TIRX,2026-07-02,0.16666666666666674,0.16666666666666666,4.440892098500626e-16,False,False
TIRX,2026-07-06,2.0,2.0,0.0,False,False
TIRX,2026-07-07,0.5,0.5,0.0,False,False
FRMM,2025-08-12,3.065868263473054,3.0,0.021956087824351433,False,False
ALDX,2023-10-16,0.3370165745856354,0.3333333333333333,0.011049723756906271,False,False
IVF,2023-10-23,3.92592577351776,4.0,0.01851855662056001,False,False
IVF,2026-06-26,1.9758064516129035,2.0,0.012096774193548265,False,False
BLMZ,2025-12-02,9.196428571428571,9.0,0.021825396825396748,False,False
BLMZ,2025-12-15,0.25390625,0.25,0.015625,False,False
BLMZ,2026-02-13,0.492,0.5,0.016000000000000014,False,False
BLMZ,2026-04-21,2.0,2.0,0.0,False,False
BLMZ,2026-05-11,0.19999999999999996,0.2,2.220446049250313e-16,False,False
PMN,2023-07-24,0.25274725274725274,0.25,0.01098901098901095,False,False
PMN,2023-07-25,3.008695652173913,3.0,0.0028985507246377384,False,False
CXAI,2023-04-25,1.987281399046105,2.0,0.006359300476947549,False,False
ARVN,2020-12-14,1.9505512863347814,2.0,0.024724356832609318,False,False
INTS,2025-10-30,4.945672536530536,5.0,0.01086549269389292,False,False
CETY,2024-02-14,2.0186925204994646,2.0,0.009346260249732286,False,False
YMAB,2025-08-05,2.033412887828162,2.0,0.016706443914080937,False,False
VISN,2026-04-28,0.5069124423963134,0.5,0.01382488479262678,True,True
DRCT,2024-12-23,10.0,10.0,0.0,False,False
ACCD,2022-04-29,0.5027124773960217,0.5,0.005424954792043302,False,False
ACCD,2025-01-08,2.047761194029851,2.0,0.023880597014925398,False,False
EHLD,2025-03-18,0.5095541401273885,0.5,0.019108280254777066,False,False
LDTC,2025-12-29,0.5,0.5,0.0,False,False
ACOG,2023-12-08,2.020337682271681,2.0,0.01016884113584049,False,False
ACOG,2024-11-05,2.0142857142857142,2.0,0.0071428571428571175,False,False
CGTL,2025-04-25,0.24754140645322065,0.25,0.009834374187117412,False,False
CGTL,2025-06-12,1.9828791862917905,2.0,0.008560406854104752,False,False
KTRA,2023-10-31,0.20319117734216974,0.2,0.015955886710848688,False,False
JBIO,2024-06-17,0.06701869733566768,0.06666666666666667,0.005280460035015144,False,False
LDWY,2021-12-06,3.046558704453441,3.0,0.015519568151147078,False,False
STFS,2025-01-22,0.19541080680977052,0.2,0.022945965951147396,False,False
STFS,2026-05-06,1.965260545905707,2.0,0.017369727047146455,False,False
NWTN,2026-05-13,2.0390625,2.0,0.01953125,False,False
PMAX,2026-05-06,1.952830188679245,2.0,0.02358490566037752,False,False
ASST,2023-11-27,1.9912650602409636,2.0,0.004367469879518193,False,False
AFIB,2023-11-09,0.490070467648943,0.5,0.01985906470211396,False,False
AFIB,2025-06-02,0.19999999999999996,0.2,2.220446049250313e-16,False,False
AFIB,2025-07-10,4.0,4.0,0.0,False,False
AFIB,2025-09-09,2.0,2.0,0.0,False,False
AFIB,2025-09-12,0.5,0.5,0.0,False,False
AFIB,2025-10-09,2.0,2.0,0.0,False,False
AFIB,2025-10-10,2.0,2.0,0.0,False,False
AFIB,2025-10-13,0.25,0.25,0.0,False,False
AFIB,2025-11-28,10.0,10.0,0.0,False,False
AFIB,2025-12-08,0.09999999999999998,0.1,2.220446049250313e-16,False,False
AFIB,2025-12-16,0.33333333333333337,0.3333333333333333,2.220446049250313e-16,False,False
AFIB,2025-12-29,2.0,2.0,0.0,False,False
AFIB,2026-04-01,2.0,2.0,0.0,False,False
AFIB,2026-04-02,0.5,0.5,0.0,False,False
AFIB,2026-04-10,2.0,2.0,0.0,False,False
AFIB,2026-05-13,0.33333333333333337,0.3333333333333333,2.220446049250313e-16,False,False
AFIB,2026-05-18,2.0,2.0,0.0,False,False
AFIB,2026-05-19,0.5,0.5,0.0,False,False
AFIB,2026-05-26,2.0,2.0,0.0,False,False
AFIB,2026-05-29,0.5,0.5,0.0,False,False
AFIB,2026-06-01,2.0,2.0,0.0,False,False
PFSA,2025-07-11,0.19984012950579844,0.2,0.0007993524710078193,False,False
YMAT,2026-05-19,0.4893617021276596,0.5,0.02127659574468077,False,False
YMAT,2026-05-26,3.0316344463971885,3.0,0.010544815465729496,False,False
CETX,2024-10-03,0.4893944953861187,0.5,0.021211009227762645,False,False
CETX,2025-05-28,0.5124852408779453,0.5,0.024970481755890672,False,False
NISN,2026-02-17,0.5043137254901962,0.5,0.008627450980392304,False,False
RDHL,2024-08-01,1.9786513928664413,2.0,0.010674303566779342,False,False
APLT,2025-09-29,0.4934677419354838,0.5,0.013064516129032366,False,False
CHEK,2018-04-24,2.0482093663911844,2.0,0.024104683195592225,False,False
CHEK,2021-03-15,2.0065359477124183,2.0,0.0032679738562091387,False,False
RDGT,2023-04-18,0.14150943330267785,0.14285714285714285,0.009433966881255085,False,False
GOSS,2026-02-23,0.19873239436619716,0.2,0.006338028169014187,False,False
RAYA,2025-07-21,0.05232025689597486,0.05263157894736842,0.0059151189764776735,False,False
IVP,2024-07-08,1.9932885906040267,2.0,0.003355704697986628,False,False
GVH,2025-12-31,0.49146757679180886,0.5,0.017064846416382284,False,False
SLNO,2019-03-15,1.9851851851851854,2.0,0.007407407407407307,False,False
SLNO,2022-12-19,2.038567493112948,2.0,0.019283746556473913,False,False
SLNO,2023-09-26,6.049661399548533,6.0,0.008276899924755554,False,False
VTGN,2025-12-17,0.19747706422018352,0.2,0.01261467889908241,False,False
CJJD,2023-04-18,0.14150943396226412,0.14285714285714285,0.009433962264151163,False,False
NPT,2026-03-18,0.5111111111111112,0.5,0.022222222222222365,False,False
NPT,2026-04-23,0.49593495934959353,0.5,0.008130081300812941,False,False
VVPR,2019-06-24,1.9619102306440808,2.0,0.019044884677959617,False,False
VVPR,2024-04-02,4.06896551724138,4.0,0.017241379310344973,False,False
UPC,2024-09-13,0.3257485229550898,0.3333333333333333,0.022754431134730524,False,False
UPC,2026-06-30,0.5008210180623973,0.5,0.0016420361247946325,False,False
ELOX,2023-05-15,3.061798384048867,3.0,0.020599461349622317,False,False
ELOX,2024-10-11,2.0,2.0,0.0,False,False
ELOX,2024-10-14,0.5,0.5,0.0,False,False
ELOX,2024-10-17,2.0,2.0,0.0,False,False
ELOX,2024-11-11,0.5,0.5,0.0,False,False
ELOX,2025-10-02,0.09090909090909094,0.09090909090909091,2.220446049250313e-16,False,False
ELOX,2025-10-13,11.0,11.0,0.0,False,False
ELOX,2026-04-16,2.0334928229665072,2.0,0.01674641148325362,False,False
ELOX,2026-05-20,10.979818181818182,11.0,0.001834710743801704,False,False
BREA,2025-10-03,0.09873015873015878,0.1,0.01269841269841221,False,False
BREA,2026-05-14,10.966010733452594,11.0,0.0030899333224915226,False,False
WLGS,2023-11-17,1.9692499999999997,2.0,0.015375000000000139,False,False
WLGS,2025-03-24,0.1452417794970986,0.14285714285714285,0.0166924564796902,False,False
WLGS,2026-01-02,2.0304347826086957,2.0,0.01521739130434785,False,False
LUNR,2023-02-23,0.24759116965483596,0.25,0.009635321380656148,False,False
TWG,2024-04-19,2.016215790968714,2.0,0.008107895484356975,False,False
INVO,2021-03-09,3.0225080397016235,3.0,0.007502679900541098,False,False
INVO,2023-10-23,3.92592577351776,4.0,0.01851855662056001,False,False
INVO,2026-06-26,1.9758064516129035,2.0,0.012096774193548265,False,False
GRDI,2024-02-02,0.4937283950617284,0.5,0.012543209876543226,False,False
GRDI,2024-06-20,1.9821428571428572,2.0,0.008928571428571397,False,False
SRM,2025-02-14,1.9553072625698324,2.0,0.022346368715083775,False,False
QNCX,2026-01-29,0.08493710691823897,0.08333333333333333,0.01924528301886763,False,False
QNCX,2026-02-10,4.059230769230769,4.0,0.0148076923076923,False,False
SHC,2023-01-10,1.9965277777777777,2.0,0.0017361111111111605,False,False
VIRI,2022-09-20,0.245,0.25,0.020000000000000018,False,False
IPDN,2023-02-28,0.48804780876494025,0.5,0.0239043824701195,False,False
AWH,2025-04-17,0.3292682926829268,0.3333333333333333,0.012195121951219634,False,False
QVCGA,2026-02-10,0.3390752493200363,0.3333333333333333,0.017225747960109006,False,False
SVRA,2019-06-13,0.24787133396404926,0.25,0.008514664143802975,False,False
RGLS,2020-01-02,0.11348314606741572,0.1111111111111111,0.02134831460674147,False,False
GRRR,2024-02-05,1.9636101603314717,2.0,0.018194919834264134,False,False
GRRR,2024-04-15,8.916666666666666,9.0,0.0092592592592593,False,False
AZN,2025-06-24,2.0103340883352208,2.0,0.0051670441676103795,False,False
AMCI,2025-12-16,2.015130674002751,2.0,0.007565337001375516,False,False
CRNX,2026-07-07,1.9873899595527005,2.0,0.00630502022364976,False,False
SDA,2023-06-05,0.5012875536480687,0.5,0.0025751072961373023,False,False
SDOT,2026-06-17,1.9815455594002307,2.0,0.009227220299884653,False,False
SDOT,2026-07-08,0.5077499999999999,0.5,0.015499999999999847,False,False
PC,2024-10-23,0.339960379035129,0.3333333333333333,0.01988113710538708,False,False
MBRX,2025-02-13,3.0238095238095237,3.0,0.007936507936507908,False,False
JEWL,2025-04-17,0.09166666537316037,0.09090909090909091,0.008333319104764092,False,False
JEWL,2025-04-25,0.05319149265547851,0.05263157894736842,0.010638360454091833,False,False
JEWL,2025-05-16,6.999999883585006,7.0,1.6630713473020364e-08,False,False
JEWL,2025-05-27,16.666665502515166,17.0,0.019607911616755014,False,False
JEWL,2025-09-17,2.00000000000002,2.0,9.992007221626409e-15,False,False
JEWL,2025-10-07,0.4999999999999949,0.5,1.021405182655144e-14,False,False
JEWL,2025-10-15,2.0,2.0,0.0,False,False
JEWL,2025-10-22,0.3333333333333288,0.3333333333333333,1.354472090042691e-14,False,False
JEWL,2025-11-10,2.00000000000002,2.0,9.992007221626409e-15,False,False
JEWL,2025-11-12,0.4999999999999949,0.5,1.021405182655144e-14,False,False
JEWL,2025-11-20,2.00000000000002,2.0,9.992007221626409e-15,False,False
JEWL,2025-11-24,0.4999999999999949,0.5,1.021405182655144e-14,False,False
JEWL,2026-02-27,1.9999999999992497,2.0,3.751443600208404e-13,False,False
JEWL,2026-03-09,5.000000363799509,5.0,7.275990165922508e-08,False,False
JEWL,2026-03-10,0.09999999272404791,0.1,7.275952085272763e-08,False,False
JEWL,2026-03-12,10.000000727595266,10.0,7.275952662588736e-08,False,False
JEWL,2026-03-18,0.19999998544802078,0.2,7.275989610810996e-08,False,False
JEWL,2026-04-07,0.5000000000001875,0.5,3.750333377183779e-13,False,False
JEWL,2026-04-14,3.00000000000004,3.0,1.3322676295501878e-14,False,False
JEWL,2026-04-16,0.20000000620881608,0.2,3.1044080417430564e-08,False,False
JEWL,2026-04-21,3.00000000000004,3.0,1.3322676295501878e-14,False,False
JEWL,2026-07-14,0.19999998544809572,0.2,7.275952140783915e-08,False,False
BMGL,2025-07-09,1.9890068632702862,2.0,0.005496568364856902,False,False
CNEY,2024-09-12,0.49640287769784175,0.5,0.007194244604316502,False,False
EZFL,2026-05-19,2.0002439024390246,2.0,0.00012195121951230625,False,False
OMH,2025-06-09,3.9933719966859984,4.0,0.001657000828500399,False,False
ATYR,2025-09-15,0.16832504145936977,0.16666666666666666,0.009950248756218638,False,False
ALT,2018-09-28,0.5011389521640092,0.5,0.002277904328018332,False,False
THMO,2022-10-26,0.5044247862297307,0.5,0.008849572459461497,False,False
THMO,2023-03-15,1.9857819905213274,2.0,0.007109004739336289,False,False
THMO,2024-12-30,0.16666665454009089,0.16666666666666666,7.275945468343537e-08,False,False
THMO,2024-12-31,6.999999927239872,7.0,1.03943039730936e-08,False,False
THMO,2025-04-21,0.33333330908018177,0.3333333333333333,7.275945468343537e-08,False,False
PROC,2025-02-27,0.14150943396226412,0.14285714285714285,0.009433962264151163,False,False
PROC,2025-02-28,6.0,6.0,0.0,False,False
PROC,2025-03-19,1.96,2.0,0.020000000000000018,False,False
PROC,2025-11-03,3.0297029702970297,3.0,0.00990099009900991,False,False
PROC,2025-12-01,0.16733333333333333,0.16666666666666666,0.0040000000000000036,False,False
PROC,2025-12-29,1.9920318725099602,2.0,0.003984063745019917,False,False
PROC,2025-12-30,19.38,19.0,0.020000000000000018,False,False
PROC,2026-01-06,0.06796116504854366,0.06666666666666667,0.019417475728154887,False,False
PROC,2026-03-24,0.11111111111111116,0.1111111111111111,4.440892098500626e-16,False,False
PROC,2026-04-14,0.251,0.25,0.0040000000000000036,False,False
EGRX,2025-11-07,1.973684235292789,2.0,0.013157882353605488,False,False
EGRX,2025-12-16,0.16666666252745532,0.16666666666666666,2.4835268064293814e-08,False,False
EGRX,2026-01-27,0.5,0.5,0.0,False,False
EGRX,2026-03-17,9.999999301508534,10.0,6.984914657781616e-08,False,False
EGRX,2026-04-01,0.24926687158895566,0.25,0.002932513644177348,False,False
EGRX,2026-04-02,2.941176439651571,3.0,0.019607853449476242,False,False
MOBX,2023-12-22,0.48968105065666045,0.5,0.02063789868667909,False,False
RZLT,2025-12-11,0.12797074954296161,0.125,0.02376599634369292,False,False
XTIA,2025-03-28,0.5,0.5,0.0,False,False
SNYR,2024-06-28,16.000840336134452,16.0,5.2521008403250136e-05,False,False
SNYR,2024-09-10,1.9999159734476097,2.0,4.2013276195129734e-05,False,False
KOD,2022-02-23,0.19582919563058587,0.2,0.020854021847070636,False,False
PLRZ,2025-05-02,3.9857931913397904,4.0,0.003551702165052406,False,False
PLRZ,2025-05-13,0.08142848571257133,0.08333333333333333,0.022858171449144038,False,False
PLRZ,2025-12-04,2.0451339915373765,2.0,0.02256699576868826,False,False
MAXN,2024-07-02,0.32780612244897955,0.3333333333333333,0.01658163265306134,False,False
PPCB,2025-04-14,3.9291338582677167,4.0,0.017716535433070835,False,False
PPCB,2025-04-15,0.4905410821643287,0.5,0.018917835671342642,False,False
PPCB,2025-08-18,2.038327526132404,2.0,0.019163763066202044,False,False
VXRT,2020-06-25,1.9623824451410659,2.0,0.018808777429467072,False,False
AYRO,2019-12-20,2.023950075898128,2.0,0.01197503794906396,False,False
CCCC,2022-04-08,0.4943231441048035,0.5,0.011353711790393017,False,False
CCCC,2023-12-12,1.9830508474576272,2.0,0.008474576271186418,False,False
TNYA,2024-12-17,0.48958333333333326,0.5,0.02083333333333348,False,False
FENC,2021-11-29,0.495850622406639,0.5,0.008298755186721962,False,False
LUCY,2023-04-11,3.0136986301369864,3.0,0.004566210045662045,False,False
LUCY,2025-04-10,2.020408163265306,2.0,0.010204081632652962,False,False
KEEL,2020-07-08,1.983153638814016,2.0,0.008423180592991963,False,False
WLDS,2025-09-10,5.078418770832879,5.0,0.01568375416657597,False,False
BNZI,2024-09-20,1.9756944444444444,2.0,0.01215277777777779,False,False
BNZI,2024-09-24,1.9619047619047618,2.0,0.01904761904761909,False,False
ARWR,2016-11-30,0.32801822323462415,0.3333333333333333,0.015945330296127547,True,True
APLM,2024-11-18,2.0208550573514077,2.0,0.010427528675703845,False,False
WGS,2026-05-05,0.508022964816723,0.5,0.016045929633446088,False,False
SLXN,2026-05-20,1.9695167286245354,2.0,0.015241635687732291,False,False
SYBX,2026-01-20,0.5,0.5,0.0,False,False
CCTG,2026-06-10,0.49988764044943823,0.5,0.00022471910112353832,False,False
CALC,2026-01-28,0.244140625,0.25,0.0234375,False,False
SPI,2019-01-23,2.943589743589744,3.0,0.018803418803418737,False,False
GGRP,2024-12-18,2.0125786163522013,2.0,0.0062893081761006275,False,False
CRVS,2017-04-04,0.5002414292612264,0.5,0.00048285852245277816,False,False
YDKG,2025-03-17,1.9793459552495696,2.0,0.010327022375215211,False,False
YDKG,2025-10-16,0.5026232948583421,0.5,0.005246589716684236,False,False
STRO,2020-01-02,10.9,11.0,0.009090909090909038,False,False
MGOL,2024-12-23,0.49473684210526314,0.5,0.010526315789473717,False,False
ZDAI,2024-11-26,10.185958254269451,10.0,0.018595825426945156,False,False
ZDAI,2025-05-14,1.9564446196294838,2.0,0.021777690185258103,False,False
TVRD,2023-12-18,0.5114628451160963,0.5,0.022925690232192597,False,False
HPH,2025-05-01,0.5109170305676852,0.5,0.021834061135370453,False,False
BMRA,2025-01-16,2.0171428571428573,2.0,0.008571428571428674,False,False
PHIO,2025-01-13,3.905325443786982,4.0,0.023668639053254448,False,False
PAVS,2026-06-10,0.4901960784313726,0.5,0.019607843137254832,False,False
PTNM,2025-07-17,0.4929157500915271,0.5,0.01416849981694579,False,False
VWAV,2025-07-14,0.33444444444444443,0.3333333333333333,0.0033333333333334103,False,False
SNAX,2025-09-15,2.0000000000000018,2.0,8.881784197001252e-16,False,False
SNAX,2025-09-16,0.49999999999999956,0.5,8.881784197001252e-16,False,False
SNAX,2025-09-17,2.0000000000000018,2.0,8.881784197001252e-16,False,False
SNAX,2025-09-22,0.49999999999999956,0.5,8.881784197001252e-16,False,False
SNAX,2025-09-26,1.997999966174366,2.0,0.0010000169128170366,False,False
SNAX,2025-09-29,0.5005005089738473,0.5,0.0010010179476946934,False,False
SNAX,2025-11-12,0.5,0.5,0.0,False,False
SNAX,2025-12-11,15.909091063029194,16.0,0.00568180856067535,False,False
SNAX,2025-12-17,13.043477679893444,13.0,0.003344436914880289,False,False
SNAX,2025-12-18,0.0766666700815154,0.07692307692307693,0.003333288940299828,False,False
SNAX,2026-02-19,9.999999689559301,10.0,3.104406987031183e-08,False,False
SNAX,2026-03-24,0.16393442072316577,0.16666666666666666,0.016393475661005352,False,False
SNAX,2026-03-25,6.100000204891007,6.0,0.016666700815167745,False,False
SNAX,2026-03-26,0.16393442072316577,0.16666666666666666,0.016393475661005352,False,False
SNAX,2026-04-14,0.10000000698491374,0.1,6.984913736296505e-08,False,False
SNAX,2026-06-17,3.999999999999108,4.0,2.2304380564719395e-13,False,False
BNTC,2023-07-26,17.65,18.0,0.019444444444444486,False,False
HPCO,2023-02-10,0.3318181818181818,0.3333333333333333,0.00454545454545463,False,False
HPCO,2024-09-16,0.19999999254941891,0.2,3.7252905427109795e-08,False,False
HPCO,2024-09-26,11.000000186264554,11.0,1.6933141333552726e-08,False,False
HPCO,2024-09-30,0.09090908936971442,0.09090909090909091,1.6933141333552726e-08,False,False
HPCO,2024-11-14,2.9411763545757537,3.0,0.01960788180808215,False,False
HPCO,2024-12-30,19.846152391306934,20.0,0.0076923804346533675,False,False
