effective_start,training_end,config_id,rolling_months,rolling_quality,expanding_quality,rolling_worst_annual_excess,rolling_rank,expanding_rank,combined_rank,candidate_group,variant_selected,variant_rolling_rank,variant_expanding_rank,variant_combined_rank,selection_reason,selected
2023-01-01,2022-12-31,14,36,-0.022943492619259754,-0.03203894685683745,-0.22416778181344155,16.0,7.0,23.0,top10-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,7,36,-0.022115931260987886,-0.036248722770456404,-0.10267098735566482,12.0,13.0,25.0,top5-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,8,36,-0.022115931260987886,-0.036248722770456404,-0.10267098735566482,12.0,13.0,25.0,top5-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,11,36,-0.0205321267994404,-0.0388230866702667,-0.08877373511065767,10.0,17.0,27.0,top5-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,True
2023-01-01,2022-12-31,15,36,-0.02344873322150775,-0.03287986670628698,-0.1964903443251136,18.0,9.0,27.0,top10-liq10000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2023-01-01,2022-12-31,10,36,-0.0205321267994404,-0.0388230866702667,-0.08877373511065767,10.0,17.0,27.0,top5-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,3,36,-0.00909517476414655,-0.025463241518632995,0.07372459265761178,1.0,1.0,2.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,4,36,-0.011565669080749108,-0.02693190421792942,-0.04673117330512011,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,5,36,-0.011565669080749108,-0.02693190421792942,-0.04673117330512011,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,16,36,-0.01886389691591129,-0.03251083324065268,-0.28638785501526165,2.0,2.0,4.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,12,36,-0.020104833661299625,-0.03417076110116407,-0.29289501721806643,3.0,3.0,6.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,17,36,-0.01886389691591129,-0.03251083324065268,-0.28638785501526165,4.0,4.0,8.0,top10-liq10000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,6,36,-0.02678451815956439,-0.03640190654838619,-0.15418687860376656,5.0,4.0,9.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,9,36,-0.024173908280619584,-0.038171089470593965,-0.21736275892946866,4.0,6.0,10.0,top5-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,1,36,-0.030993304159011515,-0.03761002451640104,-0.3241504505269406,6.0,5.0,11.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,15,36,-0.019623305872837827,-0.03399688869175256,-0.26937791118981114,6.0,6.0,12.0,top10-liq10000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,14,36,-0.020909662790604907,-0.0347546167009183,-0.3070391090614071,8.0,8.0,16.0,top10-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,13,36,-0.020909662790604907,-0.0347546167009183,-0.3070391090614071,8.0,8.0,16.0,top10-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,8,36,-0.027704146279486582,-0.03694213469974142,-0.18925532232757503,14.0,11.0,25.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,7,36,-0.027704146279486582,-0.03694213469974142,-0.18925532232757503,14.0,11.0,25.0,top5-liq2000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,10,36,-0.024948703200613386,-0.03880485223815949,-0.24732223392813246,11.0,16.0,27.0,top5-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,11,36,-0.024948703200613386,-0.03880485223815949,-0.24732223392813246,11.0,16.0,27.0,top5-liq10000000,False,2.0,2.0,4.0,no_positive_rolling_evidence,True
2024-01-01,2023-12-31,2,36,-0.030993304159011515,-0.03761002451640104,-0.3241504505269406,16.0,13.0,29.0,top3-liq2000000,False,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,0,36,-0.030993304159011574,-0.03947136186443222,-0.3241504505269426,18.0,18.0,36.0,top3-liq2000000,False,3.0,3.0,6.0,no_positive_rolling_evidence,False
2025-01-01,2024-12-31,3,36,0.021172198292568556,-0.00634474393554459,0.07372459265761178,1.0,1.0,2.0,top3-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,True
2025-01-01,2024-12-31,1,36,0.00404977468028828,-0.017954328245149233,-0.3241504505269406,2.0,2.0,4.0,top3-liq2000000,True,2.0,1.0,3.0,adaptive_stability_rank,True
2025-01-01,2024-12-31,4,36,0.018709649392876754,-0.007569298719361774,-0.04673117330512011,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,5,36,0.018709649392876754,-0.007569298719361774,-0.04673117330512011,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,9,36,-0.0024706405957171697,-0.02535643848437579,-0.21736275892946866,3.0,3.0,6.0,top5-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,True
2025-01-01,2024-12-31,2,36,0.00404977468028828,-0.017954328245149233,-0.3241504505269406,5.0,4.0,9.0,top3-liq2000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,6,36,-0.00835870411817681,-0.02625856060828611,-0.15418687860376656,4.0,5.0,9.0,top5-liq2000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,12,36,-0.0117833743184887,-0.026029341696941294,-0.29289501721806643,5.0,4.0,9.0,top10-liq2000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,0,36,0.00404977468028845,-0.01952646622773028,-0.3241504505269426,4.0,6.0,10.0,top3-liq2000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,16,36,-0.016747939275771766,-0.027493392194555343,-0.28638785501526165,6.0,6.0,12.0,top10-liq10000000,True,2.0,1.0,3.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,10,36,-0.003243138102197545,-0.025884986130814747,-0.24732223392813246,8.0,8.0,16.0,top5-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,11,36,-0.003243138102197545,-0.025884986130814747,-0.24732223392813246,8.0,8.0,16.0,top5-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,8,36,-0.00927043569494804,-0.026709043051116862,-0.18925532232757503,11.0,14.0,25.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,7,36,-0.00927043569494804,-0.026709043051116862,-0.18925532232757503,11.0,14.0,25.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,13,36,-0.012309665521248911,-0.026519665160106086,-0.3070391090614071,14.0,12.0,26.0,top10-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,14,36,-0.012309665521248911,-0.026519665160106086,-0.3070391090614071,14.0,12.0,26.0,top10-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,17,36,-0.016747939275771766,-0.027493392194555343,-0.28638785501526165,17.0,16.0,33.0,top10-liq10000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2025-01-01,2024-12-31,15,36,-0.016311466832242116,-0.028737910534215594,-0.26937791118981114,16.0,18.0,34.0,top10-liq10000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,3,36,0.017987707919974914,-0.008450684830776736,0.024898995159716275,1.0,1.0,2.0,top3-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,True
2026-01-01,2025-12-31,4,36,0.015525327407210354,-0.009500769246462957,-0.04673117330512011,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,5,36,0.015525327407210354,-0.009500769246462957,-0.04673117330512011,2.0,2.0,4.0,top3-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,9,36,0.0018949885756138485,-0.02171995095553247,-0.21736275892946866,2.0,2.0,4.0,top5-liq10000000,True,1.0,1.0,2.0,adaptive_stability_rank,True
2026-01-01,2025-12-31,1,36,-0.006790719195048683,-0.02202075860554491,-0.3241504505269406,3.0,3.0,6.0,top3-liq2000000,True,2.0,1.0,3.0,adaptive_stability_rank,True
2026-01-01,2025-12-31,6,36,-0.008184048632766838,-0.024355581800338526,-0.15418687860376656,4.0,4.0,8.0,top5-liq2000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,12,36,-0.015903761553536778,-0.02511690644179557,-0.29289501721806643,5.0,6.0,11.0,top10-liq2000000,True,1.0,1.0,2.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,16,36,-0.017122244748670676,-0.025089600738003908,-0.28638785501526165,6.0,5.0,11.0,top10-liq10000000,True,2.0,1.0,3.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,10,36,0.0011117448369126794,-0.022173643031168155,-0.24732223392813246,5.0,7.0,12.0,top5-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,11,36,0.0011117448369126794,-0.022173643031168155,-0.24732223392813246,5.0,7.0,12.0,top5-liq10000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,2,36,-0.006790719195048683,-0.02202075860554491,-0.3241504505269406,8.0,5.0,13.0,top3-liq2000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,0,36,-0.006790719195048613,-0.0233698151675713,-0.3241504505269426,7.0,9.0,16.0,top3-liq2000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,8,36,-0.009110124619996489,-0.024744958527313565,-0.18925532232757503,11.0,11.0,22.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,7,36,-0.009110124619996489,-0.024744958527313565,-0.18925532232757503,11.0,11.0,22.0,top5-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,13,36,-0.016449992663474952,-0.02554136401431219,-0.3070391090614071,14.0,16.0,30.0,top10-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,14,36,-0.016449992663474952,-0.02554136401431219,-0.3070391090614071,14.0,16.0,30.0,top10-liq2000000,False,2.0,2.0,4.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,17,36,-0.017122244748670676,-0.025089600738003908,-0.28638785501526165,17.0,13.0,30.0,top10-liq10000000,False,2.0,1.0,3.0,adaptive_stability_rank,False
2026-01-01,2025-12-31,15,36,-0.01668218182065235,-0.02617440741194372,-0.26937791118981114,16.0,18.0,34.0,top10-liq10000000,False,1.0,3.0,4.0,adaptive_stability_rank,False
