config_id,cost_bps,year,strategy,nasdaq,excess_vs_nasdaq
11,30.0,2022,-0.1640635540766885,-0.3310002555645566,0.1669367014878681
11,30.0,2023,0.22218937735246858,0.43423103966916465,-0.21204166231669608
11,30.0,2024,1.1658924465039084,0.28641246683135235,0.8794799796725561
11,30.0,2025,0.3141307204226238,0.20357524453555675,0.11055547588706705
11,30.0,2026,0.10831455474590568,0.09802301782248235,0.010291536923423328
11,50.0,2022,-0.16907088495049227,-0.3310002555645566,0.16192937061406432
11,50.0,2023,0.1905374559307822,0.43423103966916465,-0.24369358373838246
11,50.0,2024,1.1006116194933626,0.28641246683135235,0.8141991526620103
11,50.0,2025,0.2726513611011181,0.20357524453555675,0.06907611656556134
11,50.0,2026,0.08540743294385633,0.09802301782248235,-0.012615584878626018
12,10.0,2022,-0.16217022317016572,-0.3310002555645566,0.16883003239439087
12,10.0,2023,0.11501960909809394,0.43423103966916465,-0.3192114305710707
12,10.0,2024,0.7837133511712708,0.28641246683135235,0.4973008843399185
12,10.0,2025,0.18419243485749726,0.20357524453555675,-0.0193828096780595
12,10.0,2026,0.2409369629668061,0.09802301782248235,0.14291394514432376
12,30.0,2022,-0.16618799479211788,-0.3310002555645566,0.1648122607724387
12,30.0,2023,0.0860292213081928,0.43423103966916465,-0.34820181836097186
12,30.0,2024,0.7298313740471125,0.28641246683135235,0.44341890721576016
12,30.0,2025,0.14907583584490336,0.20357524453555675,-0.054499408690653395
12,30.0,2026,0.21825373614001875,0.09802301782248235,0.1202307183175364
12,50.0,2022,-0.17019297327606986,-0.3310002555645566,0.16080728228848673
12,50.0,2023,0.0577776003231798,0.43423103966916465,-0.37645343934598485
12,50.0,2024,0.6775377363458754,0.28641246683135235,0.3911252695145231
12,50.0,2025,0.11498125938182469,0.20357524453555675,-0.08859398515373207
12,50.0,2026,0.19597521296531006,0.09802301782248235,0.09795219514282771
13,10.0,2022,-0.16217022317016494,-0.3310002555645566,0.16883003239439165
13,10.0,2023,0.10120164537139265,0.43423103966916465,-0.333029394297772
13,10.0,2024,0.7837133511712693,0.28641246683135235,0.4973008843399169
13,10.0,2025,0.18419243485749792,0.20357524453555675,-0.019382809678058832
13,10.0,2026,0.24093696296680456,0.09802301782248235,0.1429139451443222
13,30.0,2022,-0.166187994792118,-0.3310002555645566,0.1648122607724386
13,30.0,2023,0.07257576092859841,0.43423103966916465,-0.36165527874056624
