date,strategy,benchmark,invested,turnover,transaction_cost,holdings,stop_exits,stop_pending,portfolio_peak,portfolio_value,cash,qqq
2026-01-28,0.030704002813251474,0.0016941609179959016,0.9999999999999993,0.0,0.0,5,0,0,1.0834570500930099,1.0834570500930099,7.515689459669517e-16,0.0033115206058973445
2026-01-29,-0.0017876224110191519,-0.007223320178812109,0.9999999999999993,0.0,0.0,5,0,0,1.0834570500930099,1.0815202379888869,7.515689459669517e-16,-0.005985281576703305
2026-01-30,-0.019756753544784234,-0.009427860192390836,0.9999999999999993,0.0,0.0,5,0,0,1.0834570500930099,1.060152909193244,7.515689459669517e-16,-0.012010866974882073
2026-02-02,0.037588170910467955,0.005553277622963648,1.0,1.2016890530645001,0.003979929423271336,5,0,0,1.1000021179352295,1.1000021179352295,7.546047120499111e-17,0.006866386865421958
2026-02-03,0.011020008687786298,-0.014281045654670255,1.0,0.0,0.0,5,0,0,1.112124150831459,1.112124150831459,7.546047120499111e-17,-0.01536397610757978
2026-02-04,-0.047841633576271025,-0.015076634506103637,1.0,0.0,0.0,5,0,0,1.112124150831459,1.0589183147160588,7.546047120499111e-17,-0.017469019658729712
2026-02-05,0.010408164364415384,-0.01589158150902581,1.0,0.0,0.0,5,0,0,1.112124150831459,1.0699397105841133,7.546047120499111e-17,-0.014395377631035933
2026-02-06,0.07234002480974278,0.021766067347837703,1.0,0.0,0.0,5,0,0,1.1473391757926972,1.1473391757926972,7.546047120499111e-17,0.02113796626635156
2026-02-09,0.005602485230877141,0.009007776838472648,1.0,0.0,0.0,5,0,0,1.1537671265798826,1.1537671265798826,7.546047120499111e-17,0.007660132863118285
2026-02-10,-0.04302589655308642,-0.00586092061206589,1.0,0.0,0.0,5,0,0,1.1537671265798826,1.1041252615453048,7.546047120499111e-17,-0.00463927594738911
2026-02-11,0.04344340491341603,-0.0015582749377014427,1.0,0.0,0.0,5,0,0,1.1537671265798826,1.1520922223577488,7.546047120499111e-17,0.0026820612622042717
2026-02-12,0.020591655677873355,-0.020346416248346655,1.0,0.0,0.0,5,0,0,1.1758157087096954,1.1758157087096954,7.546047120499111e-17,-0.0203389277617394
2026-02-13,-0.010786282000232794,-0.0022339100284771707,1.0,0.0,0.0,5,0,0,1.1758157087096954,1.163133028895249,7.546047120499111e-17,0.0021310602024506853
2026-02-17,0.009119432239318437,0.0014064161137765652,1.0,0.0,0.0,5,0,0,1.1758157087096954,1.1737401417375726,7.546047120499111e-17,-0.0010300372142476588
2026-02-18,0.022081457970565266,0.007761850053015218,1.0,0.0,0.0,5,0,0,1.199658035345716,1.199658035345716,7.546047120499111e-17,0.007467154498586481
2026-02-19,-0.0001653359492170825,-0.0031159863283353184,1.0,0.0,0.0,5,0,0,1.199658035345716,1.1994596887457063,7.546047120499111e-17,-0.0038297099654995836
2026-02-20,0.02574983787529539,0.00896452940188408,1.0,0.0,0.0,5,0,0,1.2303455812688606,1.2303455812688606,7.546047120499111e-17,0.008848824299467983
2026-02-23,-0.0069035895576576856,-0.011308188780336681,1.0,0.0,0.0,5,0,0,1.2303455812688606,1.2218517803617026,7.546047120499111e-17,-0.012154859479968971
2026-02-24,-0.0052543180284763125,0.01044801250880023,1.0,0.0,0.0,5,0,0,1.2303455812688606,1.2154317825240222,7.546047120499111e-17,0.010741424319515858
2026-02-25,0.04799286638530309,0.012613892426766027,1.0,0.0,0.0,5,0,0,1.2737638376631484,1.2737638376631484,7.546047120499111e-17,0.01449323046046036
2026-02-26,-0.04221512284513107,-0.011821831990905363,1.0,0.0,0.0,5,0,0,1.2737638376631484,1.219991740780513,7.546047120499111e-17,-0.012064604008561908
2026-02-27,0.002472059411082972,-0.009186402184070852,1.0,0.0,0.0,5,0,0,1.2737638376631484,1.223007632844753,7.546047120499111e-17,-0.0032007090801654536
2026-03-02,0.012919826936100609,0.00355784598783937,1.0,0.5995969461962337,0.0022323732765913906,5,0,0,1.2388086798026372,1.2388086798026372,3.5561831257524545e-17,0.0013173278005567113
2026-03-03,-0.07789185167347978,-0.010205786136096573,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.142315577863631,3.5561831257524545e-17,-0.010705652123863207
2026-03-04,0.02648582276745004,0.012914420369956714,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.1725707458034242,3.5561831257524545e-17,0.015243192925296745
2026-03-05,-0.015792253422643898,-0.002564509538098836,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.154053211429718,3.5561831257524545e-17,-0.0030126893164142965
2026-03-06,-0.07985053572016887,-0.01588246335331811,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.0619014442474737,3.5561831257524545e-17,-0.015043274047067623
2026-03-09,0.07976184394842067,0.013769626866205087,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.1466006615321431,3.5561831257524545e-17,0.013355564818674281
2026-03-10,0.027729300964843828,5.066983316392992e-05,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.178395096362257,3.5561831257524545e-17,1.645386336734944e-05
2026-03-11,0.01167218655723734,0.0008384331037887272,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.1921495437651308,3.5561831257524545e-17,-0.00013162874113548106
2026-03-12,-0.04380054435968217,-0.01779132272970796,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.1399327447900713,3.5561831257524545e-17,-0.017163356316543088
2026-03-13,0.027109631571313964,-0.009260495930885515,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.1708359015174068,3.5561831257524545e-17,-0.0059270669390213415
2026-03-16,0.03567269740123513,0.012160851485793378,1.0,0.0,0.0,5,0,0,1.2388086798026372,1.2126027763387397,3.5561831257524545e-17,0.011217408879606205
2026-03-17,0.049896294578299916,0.004708552447508563,1.0,0.0,0.0,5,0,0,1.2731071616734018,1.2731071616734018,3.5561831257524545e-17,0.0048802425130749505
2026-03-18,-0.0006103781379426243,-0.01455146081790859,1.0,0.0,0.0,5,0,0,1.2731071616734018,1.2723300848946582,3.5561831257524545e-17,-0.01393976562629462
2026-03-19,0.03383824856176987,-0.0027866029986791663,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.3153835065599413,3.5561831257524545e-17,-0.0031601949907548166
2026-03-20,-0.06047924641062219,-0.020057318263938306,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.2358301033422343,3.5561831257524545e-17,-0.01848167009544377
2026-03-23,0.002272866802331519,0.013819077487075893,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.2386389805574427,3.5561831257524545e-17,0.011464144589904857
2026-03-24,0.04000814045831258,-0.008423566849958708,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.288194622868726,3.5561831257524545e-17,-0.0068367346938774665
2026-03-25,-0.019904114887253188,0.007717160595885897,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.262554249098005,3.5561831257524545e-17,0.006575567656426751
2026-03-26,-0.08483696056942736,-0.023791794099635055,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.1554429840505147,3.5561831257524545e-17,-0.023867850702596227
2026-03-27,0.0058927812227711485,-0.021474134999495575,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.1622517567709103,3.5561831257524545e-17,-0.01953676432144158
2026-03-30,-0.07253643609039684,-0.007338044601104876,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.0779461564949457,3.5561831257524545e-17,-0.007643357389171435
2026-03-31,0.0709759817208997,0.03827861410440381,1.0,0.0,0.0,5,0,0,1.3153835065599413,1.154454443194445,3.5561831257524545e-17,0.0338539800816795
2026-04-01,0.07906504792804747,0.011593918287701621,0.0,1.0,0.0037484396361374965,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.012353165390346144
2026-04-02,0.0,0.0017503817370581043,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.0011466516061677812
2026-04-06,0.0,0.00535486247656447,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.0060172997367431424
2026-04-07,0.0,0.000977889958056588,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.00015293118096870728
2026-04-08,0.0,0.02802907640845964,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.029732071560848672
2026-04-09,0.0,0.008280542646583733,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.006764671913412235
2026-04-10,0.0,0.003525918811414508,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.0014421737491601139
2026-04-13,0.0,0.012262644583281856,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.010342513950938326
2026-04-14,0.0,0.019640489411975715,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.018157080613550702
2026-04-15,0.0,0.01594562901771135,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.013999363665287756
2026-04-16,0.0,0.0036092574872939043,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.0048164417947915705
2026-04-17,0.0,0.01517589315719814,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.013084141333708166
2026-04-20,0.0,-0.002619288161749278,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,-0.003174847807659753
2026-04-21,0.0,-0.005918197504629297,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,-0.003803398320938567
2026-04-22,0.0,0.016389557113861697,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.016730557323110684
2026-04-23,0.0,-0.008884492673041144,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,-0.005632641846407549
2026-04-24,0.0,0.016289870491233094,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.01912744465935967
2026-04-27,0.0,0.002033289580699371,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.000527203711514268
2026-04-28,0.0,-0.008972519899867804,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,-0.01005675744847423
2026-04-29,0.0,0.0003827471841322261,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.006113603528248968
2026-04-30,0.0,0.00887885012264289,0.0,0.0,0.0,0,0,0,1.2457314390763612,1.2457314390763612,1.2457314390763612,0.009326299560137086
2026-05-01,-0.0029910269192422456,0.00892363946937813,0.9999999999999993,0.997008973080757,0.0037260162684238096,5,0,0,1.2420054228079374,1.2420054228079374,9.159339953157541e-16,0.009599544732979748
2026-05-04,0.0016412228941864448,-0.0018570989438745356,0.9999999999999993,0.0,0.0,5,0,0,1.2440438305425534,1.2440438305425534,9.159339953157541e-16,-0.001883853741748931
2026-05-05,0.037138284459870885,0.010305252156152633,0.9999999999999993,0.0,0.0,5,0,0,1.29024548420179,1.29024548420179,9.159339953157541e-16,0.012974081559862016
2026-05-06,0.04115323885478328,0.02024825743214609,0.9999999999999993,0.0,0.0,5,0,0,1.3433432647944519,1.3433432647944519,9.159339953157541e-16,0.020774343099426273
2026-05-07,-0.043631610009779,-0.0012670798415104212,0.9999999999999993,0.0,0.0,5,0,0,1.3433432647944519,1.2847310353556771,9.159339953157541e-16,-0.0011929229486754567
2026-05-08,0.05072440732042538,0.017084266571599116,0.9999999999999993,0.0,0.0,5,0,0,1.3498982556902503,1.3498982556902503,9.159339953157541e-16,0.023440872593317286
2026-05-11,0.05983189767143582,0.0010305908314371948,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.430665229991559,9.159339953157541e-16,0.0028963907596697425
2026-05-12,-0.03975077001972804,-0.007076542591514912,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.3737951854589432,9.159339953157541e-16,-0.008481823662184973
2026-05-13,0.0249470784297805,0.012041459357103879,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.4080673616970423,9.159339953157541e-16,0.010562185396753687
2026-05-14,-0.0033720219526338635,0.008820430310343852,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.4033193276426126,9.159339953157541e-16,0.007107777979879826
2026-05-15,-0.029658402810171958,-0.01539615591686505,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.3616991177520883,9.159339953157541e-16,-0.015087733922393931
2026-05-18,-0.050413717081584264,-0.005125234793789457,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.2930508036794917,9.159339953157541e-16,-0.004302258332980591
2026-05-19,0.0026224368957887823,-0.008432880183881442,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.29644174781519,9.159339953157541e-16,-0.006162520541735272
2026-05-20,0.031975566216278395,0.015447971856976439,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.3378962067680022,9.159339953157541e-16,0.01656379627385851
2026-05-21,0.05097799359456956,0.0008656143273255701,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.4060994710268204,9.159339953157541e-16,0.0019070321811680557
2026-05-22,0.011207031108887877,0.0019347281225874369,0.9999999999999993,0.0,0.0,5,0,0,1.430665229991559,1.4218576715408087,9.159339953157541e-16,0.004240668430112837
2026-05-26,0.047908045970885826,0.011851288928737658,0.9999999999999994,0.0,0.0,5,0,0,1.4899760942330424,1.4899760942330424,9.159339953157541e-16,0.01775510772918576
2026-05-27,-0.0070057862933635695,0.0006958986621488084,0.9999999999999994,0.0,0.0,5,0,0,1.4899760942330424,1.4795376401346252,9.159339953157541e-16,-0.0011365503642439823
2026-05-28,0.011920851968995283,0.009099998387987585,0.9999999999999994,0.0,0.0,5,0,0,1.4971749893252266,1.4971749893252266,9.159339953157541e-16,0.008431009664815914
2026-05-29,-0.001931775713037931,0.0020488552601711785,0.9999999999999994,0.0,0.0,5,0,0,1.4971749893252266,1.4942827830426804,9.159339953157541e-16,0.003684067427949911
2026-06-01,0.033314829357909304,0.004233552394984352,1.0000000000000007,0.8004802881729032,0.003716905658508826,5,0,0,1.544064558972209,1.544064558972209,-8.075137780672037e-16,0.0060001896222454665
2026-06-02,0.09848744868989168,0.0002617510146081248,1.0000000000000004,0.0,0.0,5,0,0,1.6961355379978647,1.6961355379978647,-8.075137780672037e-16,0.00460457225947164
2026-06-03,0.026426767092375236,-0.008855129752453617,1.0000000000000004,0.0,0.0,5,0,0,1.7409589168176347,1.7409589168176347,-8.075137780672037e-16,-0.0026133805082018124
2026-06-04,-0.01495838730024912,-0.0008572286119227224,1.0000000000000004,0.0,0.0,5,0,0,1.7409589168176347,1.7149169790660543,-8.075137780672037e-16,-0.00483734429798055
2026-06-05,-0.12487986553371666,-0.0417998461478829,1.0000000000000007,0.0,0.0,5,0,0,1.7409589168176347,1.5007583773187978,-8.075137780672037e-16,-0.048000972171588385
2026-06-08,0.0757662294873993,0.008566117568534093,1.0000000000000004,0.0,0.0,5,0,0,1.7409589168176347,1.6144651809398707,-8.075137780672037e-16,0.015615692281508275
2026-06-09,-0.03633702739186573,-0.009673863830069518,1.0000000000000007,0.0,0.0,5,0,0,1.7409589168176347,1.5558003154368452,-8.075137780672037e-16,-0.01150725487731652
2026-06-10,-0.043542679076370217,-0.019834244719967642,1.0000000000000007,0.0,0.0,5,0,0,1.7409589168176347,1.488056601594863,-8.075137780672037e-16,-0.019976548041196196
2026-06-11,0.09757337517886122,0.025433957766344273,1.0000000000000004,0.0,0.0,5,0,0,1.7409589168176347,1.63325130666966,-8.075137780672037e-16,0.033775894131384154
2026-06-12,0.01782603639436231,0.0030678435903457313,1.0000000000000004,0.0,0.0,5,0,0,1.7409589168176347,1.662365703903493,-8.075137780672037e-16,0.005884649709950951
2026-06-15,0.08727788691103688,0.03071207516443364,1.0000000000000004,0.0,0.0,5,0,0,1.8074534698135682,1.8074534698135682,-8.075137780672037e-16,0.0314137577286715
2026-06-16,-0.06034999008574149,-0.011527533040472937,1.0000000000000004,0.0,0.0,5,0,0,1.8074534698135682,1.6983736708298804,-8.075137780672037e-16,-0.019005376344086056
2026-06-17,0.029018130724575597,-0.013446899759405606,1.0000000000000004,0.0,0.0,5,0,0,1.8074534698135682,1.7476573000291993,-8.075137780672037e-16,-0.010070424464965866
2026-06-18,0.06525754978946763,0.01907141973263804,1.0000000000000004,0.0,0.0,5,0,0,1.8617051333007815,1.8617051333007815,-8.075137780672037e-16,0.025065397018726454
2026-06-22,0.030971390987347247,-0.01324877168014249,1.0000000000000004,0.0,0.0,5,0,0,1.9193647308873913,1.9193647308873913,-8.075137780672037e-16,-0.0025066970916258757
2026-06-23,-0.08707192233951444,-0.02214884623909863,1.0000000000000004,0.0,0.0,5,0,0,1.9193647308873913,1.7522419540983614,-8.075137780672037e-16,-0.03292906023443343
2026-06-24,-0.009549163900457236,-0.004314684308931449,1.0000000000000004,0.0,0.0,5,0,0,1.9193647308873913,1.7355095084854186,-8.075137780672037e-16,-0.0042457787430812965
2026-06-25,0.04166937039169505,-0.004633264041098095,1.0000000000000004,0.0,0.0,5,0,0,1.9193647308873913,1.8078270970128063,-8.075137780672037e-16,0.008105597928569352
2026-06-26,-0.05496362152811829,-0.0024047068844494923,1.0000000000000004,0.0,0.0,5,0,0,1.9193647308873913,1.7084623726643176,-8.075137780672037e-16,-0.013763644992880741
2026-06-29,0.06738186612105967,0.020654907457697602,1.0000000000000004,0.0,0.0,5,0,0,1.9193647308873913,1.8235817555320526,-8.075137780672037e-16,0.02485421502576024
2026-06-30,0.04443359840321426,0.01524313965764712,1.0000000000000004,0.0,0.0,5,0,0,1.9193647308873913,1.9046100549127924,-8.075137780672037e-16,0.017014694508894035
2026-07-01,-0.08739683822431732,-0.006625919556629167,1.0000000000000002,0.4697650954597852,0.0024530280935934753,5,0,0,1.738153158063171,1.738153158063171,-4.2934406030425976e-16,-0.015249864204236907
2026-07-02,-0.06379551914842452,-0.007963124466446536,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.6272667749850576,-4.2934406030425976e-16,-0.017333866541638376
2026-07-06,0.05108875291706427,0.011167641594926225,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.7104018051824172,-4.2934406030425976e-16,0.014341846758349819
2026-07-07,-0.07504580939694538,-0.011579501063505693,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.5820433173185062,-4.2934406030425976e-16,-0.018524667275393814
2026-07-08,0.019220736634166125,0.0020124955991183135,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.6124513552645277,-4.2934406030425976e-16,0.002833260504912616
2026-07-09,0.0477384327345427,0.012996967606148102,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.6894272558255456,-4.2934406030425976e-16,0.01664230293489255
2026-07-10,-0.012234733601120928,0.002851158607526605,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.6687575634120473,-4.2934406030425976e-16,0.0030831766397523275
2026-07-13,-0.07301643109754685,-0.015540524343828244,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.5469108417646613,-4.2934406030425976e-16,-0.018979752174332565
2026-07-14,0.019056870884362143,0.009037543896807332,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.5763901219457905,-4.2934406030425976e-16,0.011169809199988778
2026-07-15,-0.051447040511419795,0.006213656791796529,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.4952895154802435,-4.2934406030425976e-16,-0.0027094999235781625
2026-07-16,-0.07247769682375027,-0.014742723711353545,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.386914375313534,-4.2934406030425976e-16,-0.016440493772118092
2026-07-17,-0.017577721994787576,-0.013975376662113903,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.3625355799936982,-4.2934406030425976e-16,-0.015029605915516941
2026-07-20,0.02612108781497069,-0.0004768763930120823,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.3981264915297356,-4.2934406030425976e-16,0.0010498612169760335
2026-07-21,0.07355920007121464,0.012903367444106806,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.5009715578450369,-4.2934406030425976e-16,0.01854725167370641
2026-07-22,0.013320606750754305,-0.0056627631234176246,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.5209654097111576,-4.2934406030425976e-16,-0.0051059988433925785
2026-07-23,0.005237774424207364,-0.02153330556734112,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.5289318834342467,-4.2934406030425976e-16,-0.018983483377046917
2026-07-24,-0.07449074545320811,-0.006439334720095613,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.4150406076900521,-4.2934406030425976e-16,-0.01117116596335066
2026-07-27,-0.03168726395806387,-0.0017512938514130383,1.0000000000000002,0.0,0.0,5,0,0,1.738153158063171,1.3702018424427984,-4.2934406030425976e-16,-0.0030837583853382533
2026-07-28,-0.08086283628210089,-0.0022128117670087155,1.0000000000000004,0.0,0.0,5,0,1,1.738153158063171,1.2594034351839134,-4.2934406030425976e-16,-0.009719697413944739
2026-07-29,-0.07113645257735002,-0.01744469067902732,0.0,1.0000000000000004,0.0035200018328220713,0,1,0,1.1698139424412013,1.1698139424412013,1.1698139424412013,-0.020370397785311467
2026-07-30,0.0,0.02778880118349103,0.0,0.0,0.0,0,0,0,1.1698139424412013,1.1698139424412013,1.1698139424412013,0.032974173756668
2026-07-31,0.0,0.010017840808401068,0.0,0.0,0.0,0,0,0,1.1698139424412013,1.1698139424412013,1.1698139424412013,0.006495501426377226
