date,strategy,benchmark,invested,turnover,transaction_cost,holdings,stop_exits,stop_pending,portfolio_peak,portfolio_value,cash,qqq
2026-01-02,-0.0009990009990009652,-0.00027364266140728066,1.0,0.999000999000999,0.000999000999000999,5,0,0,0.999000999000999,0.999000999000999,-3.382710778154774e-17,-0.0019371327180087716
2026-01-05,-0.000958758666095294,0.006894153504768186,1.0,0.0,0.0,5,0,0,0.999000999000999,0.9980431981357689,-3.382710778154774e-17,0.007942980167014335
2026-01-06,0.04730208176717943,0.006469104310086182,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.0452527191011642,-3.382710778154774e-17,0.008786549944173716
2026-01-07,-0.005700139920380876,0.0015755608848113667,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.039294632350129,-3.382710778154774e-17,0.0009624330307016482
2026-01-08,-0.0406177861675886,-0.004420319136441364,1.0,0.0,0.0,5,0,0,1.0452527191011642,0.997080785208209,-3.382710778154774e-17,-0.005688920226915695
2026-01-09,0.021373754005167278,0.008148630197078122,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.0183921446345283,-3.382710778154774e-17,0.009960191467758284
2026-01-12,-0.0018833365506767397,0.0026424348421194566,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.016474169485616,-3.382710778154774e-17,0.0008298093034391218
2026-01-13,0.005669269160245349,-0.001012475825717729,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.022236835146867,-3.382710778154774e-17,-0.0014828515394549324
2026-01-14,-0.021363536825048213,-0.010043074888221648,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.000398240875286,-3.382710778154774e-17,-0.010682805314256583
2026-01-15,0.012080343679585104,0.0024825588207100235,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.0124833954415118,-3.382710778154774e-17,0.003599386651601977
2026-01-16,0.003332340941775813,-0.0006217589275318014,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.0158573353130098,-3.382710778154774e-17,-0.0008363086622277249
2026-01-20,0.004337535481542476,-0.02385969358790141,1.0,0.0,0.0,5,0,0,1.0452527191011642,1.020263652549115,-3.382710778154774e-17,-0.021247142903132454
2026-01-21,0.031823559923468636,0.011784274158415542,1.0,0.0,0.0,5,0,0,1.052732074033749,1.052732074033749,-3.382710778154774e-17,0.01351840278919858
2026-01-22,-0.004051460269521967,0.009093719563811442,1.0,0.0,0.0,5,0,0,1.052732074033749,1.0484669718613497,-3.382710778154774e-17,0.007269422989550245
2026-01-23,-0.009102076311295004,0.0027828957305890967,1.0,0.0,0.0,5,0,0,1.052732074033749,1.0389237454735953,-3.382710778154774e-17,0.003157419936851591
2026-01-26,-0.01095019355227489,0.004260200738343878,1.0,0.0,0.0,5,0,0,1.052732074033749,1.0275473293746051,-3.382710778154774e-17,0.004400051387461579
2026-01-27,0.02504459018789107,0.009140998654314725,1.0,0.0,0.0,5,0,0,1.053281831137454,1.053281831137454,-3.382710778154774e-17,0.009065327918651889
2026-01-28,0.030704002813251474,0.0016941609179959016,1.0,0.0,0.0,5,0,0,1.085621799443845,1.085621799443845,-3.382710778154774e-17,0.0033115206058973445
2026-01-29,-0.0017876224110189298,-0.007223320178812109,1.0,0.0,0.0,5,0,0,1.085621799443845,1.0836811175852685,-3.382710778154774e-17,-0.005985281576703305
2026-01-30,-0.019756753544784345,-0.009427860192390836,1.0,0.0,0.0,5,0,0,1.085621799443845,1.062271096824,-3.382710778154774e-17,-0.012010866974882073
2026-02-02,0.04008940940354533,0.005553277622963648,1.0000000000000002,1.2031302152308783,0.001330887972751456,5,0,0,1.1048569177221303,1.1048569177221303,-2.957703526540456e-16,0.006866386865421958
2026-02-03,0.011020008687786076,-0.014281045654670255,1.0000000000000002,0.0,0.0,5,0,0,1.1170324505541889,1.1170324505541889,-2.957703526540456e-16,-0.01536397610757978
2026-02-04,-0.047841633576270914,-0.015076634506103637,1.0000000000000002,0.0,0.0,5,0,0,1.1170324505541889,1.0635917933619714,-2.957703526540456e-16,-0.017469019658729712
2026-02-05,0.010408164364415384,-0.01589158150902581,1.0000000000000002,0.0,0.0,5,0,0,1.1170324505541889,1.074661831563926,-2.957703526540456e-16,-0.014395377631035933
2026-02-06,0.072340024809743,0.021766067347837703,1.0000000000000002,0.0,0.0,5,0,0,1.1524028951213443,1.1524028951213443,-2.957703526540456e-16,0.02113796626635156
2026-02-09,0.005602485230876919,0.009007776838472648,1.0000000000000002,0.0,0.0,5,0,0,1.1588592153212816,1.1588592153212816,-2.957703526540456e-16,0.007660132863118285
2026-02-10,-0.04302589655308642,-0.00586092061206589,1.0000000000000002,0.0,0.0,5,0,0,1.1588592153212816,1.1089982586032772,-2.957703526540456e-16,-0.00463927594738911
