date,strategy,benchmark,invested,turnover,transaction_cost,holdings,stock_stop_exits,portfolio_stop_exits,stop_exits,portfolio_value,cash
2020-03-20,-0.028347162259487746,-0.03790742795818758,0.45114302968648534,0.0,0.0,2,0,0,0,0.7773574858862029,0.426658074554032
2020-03-23,0.020232575814827403,-0.00274003128125222,0.462027597114158,0.0,0.0,2,0,0,0,0.7930854301546191,0.426658074554032
2020-03-24,0.020736121327242785,0.08121510116672437,0.4729564363938378,0.0,0.0,2,0,0,0,0.8095309458571738,0.426658074554032
2020-03-25,-0.018516941192052827,-0.00452555055670445,0.46301308119746976,0.0,0.0,2,0,0,0,0.7945409089395896,0.426658074554032
2020-03-26,0.02704114866851204,0.05596340338746186,0.477151505079717,0.0,0.0,2,0,0,0,0.8160262077814397,0.426658074554032
2020-03-27,-0.006131362742433977,-0.037852976708038666,0.4739259542760033,0.0,0.0,2,0,0,0,0.8110228550941989,0.426658074554032
2020-03-30,0.018846224223926455,0.03622450523999721,0.4836570689313622,0.0,0.0,2,0,0,0,0.8263075736720331,0.426658074554032
2020-03-31,-0.00411718576010589,-0.009525131487367,0.48152240034111277,0.0,0.0,2,0,0,0,0.822905511896243,0.426658074554032
2020-04-01,-0.007263296262303709,-0.04409293328537367,0.0,0.47897977753338966,0.00196115794378606,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-02,0.0,0.017217392960644506,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-03,0.0,-0.015256480428131214,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-06,0.0,0.07326111918952294,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-07,0.0,-0.0032831557419424895,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-08,0.0,0.025818865507638122,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-09,0.0,0.007746999811479638,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-13,0.0,0.004763527128408329,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-14,0.0,0.03946578714794624,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-15,0.0,-0.014392230988916177,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-16,0.0,0.016582595032488046,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-17,0.0,0.013803823851603836,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-20,0.0,-0.010336145326487078,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-21,0.0,-0.03475170722872312,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-22,0.0,0.02809426652203406,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-23,0.0,-7.414618385692684e-05,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-24,0.0,0.016453633126342737,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-27,0.0,0.011076551509322519,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-28,0.0,-0.014023763275271883,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-29,0.0,0.03566323318324138,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-04-30,0.0,-0.0028223240015657902,0.0,0.0,0.0,0,0,0,0,0.8169285053674579,0.8169285053674579
2020-05-01,-0.004975124378109541,-0.03201507459916597,1.0000000000000002,0.9950248756218907,0.004064320922226159,5,0,0,0,0.8128641844452317,-7.546047120499111e-17
2020-05-04,0.023815893349474093,0.012290576649705676,1.0000000000000002,0.0,0.0,5,0,0,0,0.8322232711695866,-7.546047120499111e-17
2020-05-05,0.019826101549243358,0.011297598014398558,1.0000000000000002,0.0,0.0,5,0,0,0,0.8487230142554383,-7.546047120499111e-17
2020-05-06,0.03304875229014481,0.005138935499358288,1.0000000000000002,0.0,0.0,5,0,0,0,0.8767722509165112,-7.546047120499111e-17
2020-05-07,0.041850220096036894,0.014147852721547283,1.0000000000000002,0.0,0.0,5,0,0,0,0.9134653625914649,-7.546047120499111e-17
2020-05-08,0.009934811443402802,0.015775663760639658,1.0000000000000002,0.0,0.0,5,0,0,0,0.9225404687288907,-7.546047120499111e-17
2020-05-11,0.04253628881189342,0.00778609868573521,1.0000000000000002,0.0,0.0,5,0,0,0,0.9617819165474023,-7.546047120499111e-17
2020-05-12,-0.024433323856660083,-0.02064653876263356,1.0000000000000002,0.0,0.0,5,0,0,0,0.9382823875009204,-7.546047120499111e-17
2020-05-13,0.0031185392928085864,-0.015482269256649972,1.0000000000000002,0.0,0.0,5,0,0,0,0.9412084579940923,-7.546047120499111e-17
2020-05-14,-0.0047876156388091395,0.009088148022526221,1.0000000000000002,0.0,0.0,5,0,0,0,0.9367023136612203,-7.546047120499111e-17
2020-05-15,0.02155592131526496,0.007920630607419543,1.0000000000000002,0.0,0.0,5,0,0,0,0.9568937950303282,-7.546047120499111e-17
2020-05-18,0.0011760053020266614,0.02443497073334555,1.0000000000000002,0.0,0.0,5,0,0,0,0.9580191072067603,-7.546047120499111e-17
2020-05-19,0.010384538843143831,-0.005385101778970447,1.0000000000000002,0.0,0.0,5,0,0,0,0.967967693838023,-7.546047120499111e-17
2020-05-20,-0.001811969940034519,0.020759785773036166,1.0000000000000002,0.0,0.0,5,0,0,0,0.966213765473864,-7.546047120499111e-17
2020-05-21,-0.02688979601075181,-0.009695235712807837,1.0000000000000002,0.0,0.0,5,0,0,0,0.9402324744174914,-7.546047120499111e-17
2020-05-22,-0.009676820604209824,0.004276835072470897,1.0000000000000002,0.0,0.0,5,0,0,0,0.931134013436301,-7.546047120499111e-17
2020-05-26,-0.021328142761464997,0.0016762024212582105,1.0000000000000002,0.0,0.0,5,0,0,0,0.9112746542676757,-7.546047120499111e-17
2020-05-27,-0.013112065711314957,0.007723662003368048,1.0000000000000002,0.0,0.0,5,0,0,0,0.8993259611198622,-7.546047120499111e-17
2020-05-28,0.0073305398565677304,-0.004607792111317677,1.0000000000000002,0.0,0.0,5,0,0,0,0.9059185059218974,-7.546047120499111e-17
2020-05-29,0.05665980055867226,0.01290212684820613,1.0000000000000002,0.0,0.0,5,0,0,0,0.9572476677898425,-7.546047120499111e-17
2020-06-01,0.021926152785842312,0.006552218243746077,0.9999999999999991,0.8529000947286419,0.004189556067585223,5,0,0,0,0.9782364264076937,8.638922910364499e-16
2020-06-02,0.01453073017615547,0.005897174028552499,0.9999999999999991,0.0,0.0,5,0,0,0,0.9924509159683104,8.638922910364499e-16
2020-06-03,0.0120991842578837,0.007756801955759451,0.9999999999999991,0.0,0.0,5,0,0,0,1.0044587624675163,8.638922910364499e-16
2020-06-04,-0.03230623158413182,-0.006929796787746745,0.9999999999999991,0.0,0.0,5,0,0,0,0.9720084850705303,8.638922910364499e-16
2020-06-05,0.010572741051711132,0.020619220663437243,0.9999999999999991,0.0,0.0,5,0,0,0,0.982285279083247,8.638922910364499e-16
2020-06-08,0.003912256869827102,0.011276645276208974,0.9999999999999991,0.0,0.0,5,0,0,0,0.9861282314144706,8.638922910364499e-16
2020-06-09,0.005149265469223119,0.0029219879593944675,0.9999999999999991,0.0,0.0,5,0,0,0,0.9912060674647192,8.638922910364499e-16
2020-06-10,0.025124615785210302,0.006685902298128932,0.9999999999999991,0.0,0.0,5,0,0,0,1.0161097390737395,8.638922910364499e-16
2020-06-11,-0.0317766472272738,-0.0526500514485605,0.9999999999999991,0.0,0.0,5,0,0,0,0.983821178350996,8.638922910364499e-16
2020-06-12,-0.005831744098021563,0.010121334425326811,0.9999999999999991,0.0,0.0,5,0,0,0,0.978083785000639,8.638922910364499e-16
2020-06-15,0.042197819603598585,0.014309377881483787,0.9999999999999991,0.0,0.0,5,0,0,0,1.019356788117301,8.638922910364499e-16
2020-06-16,0.010418737917267551,0.01746352657425776,0.9999999999999991,0.0,0.0,5,0,0,0,1.0299771993368827,8.638922910364499e-16
2020-06-17,0.0018916655105809532,0.0014814462853549593,0.9999999999999991,0.0,0.0,5,0,0,0,1.031925571681553,8.638922910364499e-16
2020-06-18,0.006755167098019932,0.003281307762108332,0.9999999999999991,0.0,0.0,5,0,0,0,1.0388964013509816,8.638922910364499e-16
2020-06-19,0.012182263927208448,0.00030878855700788854,0.9999999999999991,0.0,0.0,5,0,0,0,1.0515525115052664,8.638922910364499e-16
2020-06-22,0.01232745173556693,0.011097784753272721,0.9999999999999991,0.0,0.0,5,0,0,0,1.0645154743382617,8.638922910364499e-16
2020-06-23,0.0026571965630415306,0.007447959031472218,0.9999999999999992,0.0,0.0,5,0,0,0,1.0673441011979778,8.638922910364499e-16
2020-06-24,-0.019786431203257848,-0.021934825515335432,0.9999999999999991,0.0,0.0,5,0,0,0,1.046225170569421,8.638922910364499e-16
2020-06-25,0.015223665638193662,0.010881849951931866,0.9999999999999991,0.0,0.0,5,0,0,0,1.062152552748432,8.638922910364499e-16
2020-06-26,-0.017682769177016944,-0.025933942298093315,0.9999999999999991,0.0,0.0,5,0,0,0,1.043370754327402,8.638922910364499e-16
2020-06-29,-0.00035517800610962436,0.011984018357196646,0.9999999999999991,0.0,0.0,5,0,0,0,1.043000171983247,8.638922910364499e-16
2020-06-30,0.03001026886847402,0.01870028230479459,0.9999999999999992,0.0,0.0,5,0,0,0,1.0743008875743287,8.638922910364499e-16
2020-07-01,-0.006131012733989971,0.00952397919282566,1.0,1.1988011988011982,0.006438478402929486,5,0,0,0,1.0677143351524738,-4.85722573273506e-17
2020-07-02,0.012520946440862657,0.005219309681102624,1.0,0.0,0.0,5,0,0,0,1.0810831291570593,-4.85722573273506e-17
2020-07-06,0.011021690317240429,0.022140366869405792,1.0,0.0,0.0,5,0,0,0,1.0929984926138216,-4.85722573273506e-17
2020-07-07,0.00542183231948945,-0.008597148006331268,1.0,0.0,0.0,5,0,0,0,1.0989245471662286,-4.85722573273506e-17
2020-07-08,0.01731012206790683,0.014365915588282263,1.0,0.0,0.0,5,0,0,0,1.1179470652210952,-4.85722573273506e-17
2020-07-09,0.012286736480847882,0.00527041219919,1.0,0.0,0.0,5,0,0,0,1.131682986211004,-4.85722573273506e-17
2020-07-10,-0.006247062561993255,0.006598589404398725,1.0,0.0,0.0,5,0,0,0,1.1246132917958005,-4.85722573273506e-17
2020-07-13,-0.04760716178790725,-0.021342380569917996,1.0,0.0,0.0,5,0,0,0,1.071073644864447,-4.85722573273506e-17
2020-07-14,0.0027657904233135966,0.009410276579479238,1.0,0.0,0.0,5,0,0,0,1.0740360100940767,-4.85722573273506e-17
2020-07-15,-0.006919625471498381,0.005902619745450588,1.0,0.0,0.0,5,0,0,0,1.0666040831613233,-4.85722573273506e-17
2020-07-16,-0.00840858369977715,-0.007266022577794629,1.0,0.0,0.0,5,0,0,0,1.0576354534535373,-4.85722573273506e-17
2020-07-17,0.0018332049212694823,0.0028032056773577008,1.0,0.0,0.0,5,0,0,0,1.0595743159717175,-4.85722573273506e-17
2020-07-20,0.042776524202265076,0.025125641824030875,1.0,0.0,0.0,5,0,0,0,1.10489922234298,-4.85722573273506e-17
2020-07-21,-0.026123499119556692,-0.008055045663313831,1.0,0.0,0.0,5,0,0,0,1.0760353884809044,-4.85722573273506e-17
2020-07-22,0.001708236716225775,0.0024127931113635537,1.0,0.0,0.0,5,0,0,0,1.0778735116394658,-4.85722573273506e-17
2020-07-23,-0.028832925052543423,-0.02285882034739739,1.0,0.0,0.0,5,0,0,0,1.0467952654622432,-4.85722573273506e-17
2020-07-24,-0.006299439403578355,-0.009386907703102687,1.0,0.0,0.0,5,0,0,0,1.0402010421195111,-4.85722573273506e-17
2020-07-27,0.029981309249604626,0.01670329595678388,1.0,0.0,0.0,5,0,0,0,1.0713876312450572,-4.85722573273506e-17
2020-07-28,-0.01751770550682441,-0.012736938256066033,1.0,0.0,0.0,5,0,0,0,1.0526193782372522,-4.85722573273506e-17
2020-07-29,0.018067814841232543,0.013535805790592548,1.0,0.0,0.0,5,0,0,0,1.071637910261536,-4.85722573273506e-17
2020-07-30,0.015506412324662655,0.004258733204005161,1.0,0.0,0.0,5,0,0,0,1.0882551695607914,-4.85722573273506e-17
2020-07-31,0.0291709075632669,0.014875611833914837,1.0,0.0,0.0,5,0,0,0,1.1200005605172967,-4.85722573273506e-17
2020-08-03,0.03868233538299104,0.014657571490001686,1.0,0.42153002225522224,0.0024570602629297882,5,0,0,0,1.1633247978283647,-9.93129189996722e-17
2020-08-04,0.007499777893561266,0.0035220677903302633,1.0,0.0,0.0,5,0,0,0,1.1720494754301496,-9.93129189996722e-17
2020-08-05,0.02465397664034663,0.005227963930319213,1.0,0.0,0.0,5,0,0,0,1.200945155818735,-9.93129189996722e-17
2020-08-06,-0.015248914399088154,0.009974104961663288,1.0,0.0,0.0,5,0,0,0,1.1826320459396555,-9.93129189996722e-17
2020-08-07,-0.005338250935353894,-0.008741333215989466,1.0,0.0,0.0,5,0,0,0,1.1763188593142386,-9.93129189996722e-17
2020-08-10,-0.028282922829571233,-0.003868822087003898,1.0,0.0,0.0,5,0,0,0,1.1430491237932847,-9.93129189996722e-17
2020-08-11,-0.045088189044338645,-0.016921391746420933,1.0,0.0,0.0,5,0,0,0,1.0915111088127274,-9.93129189996722e-17
2020-08-12,0.030156156421923264,0.021274660037738924,1.0,0.0,0.0,5,0,0,0,1.1244268885463509,-9.93129189996722e-17
2020-08-13,0.03525687825143309,0.0027514755861413054,1.0,0.0,0.0,5,0,0,0,1.1640706704584673,-9.93129189996722e-17
2020-08-14,-0.0011679060933630359,-0.002100991623273707,1.0,0.0,0.0,5,0,0,0,1.1627111452293337,-9.93129189996722e-17
2020-08-17,0.050306883808686864,0.010018821704079528,1.0,0.0,0.0,5,0,0,0,1.2212035197154512,-9.93129189996722e-17
2020-08-18,0.015146703172761455,0.007286773097446186,1.0,0.0,0.0,5,0,0,0,1.2397007269421128,-9.93129189996722e-17
2020-08-19,-0.010201464054424791,-0.005735522990964581,1.0,0.0,0.0,5,0,0,0,1.2270539645379686,-9.93129189996722e-17
2020-08-20,0.03435723867213403,0.01063113981967434,1.0,0.0,0.0,5,0,0,0,1.269212150461188,-9.93129189996722e-17
2020-08-21,0.0010949342059032308,0.004154442964935612,1.0,0.0,0.0,5,0,0,0,1.2706018542592759,-9.93129189996722e-17
2020-08-24,-0.008006490008125922,0.0060026168426352555,1.0,0.0,0.0,5,0,0,0,1.2604287932088427,-9.93129189996722e-17
2020-08-25,0.005876837209416008,0.007627599890549064,1.0,0.0,0.0,5,0,0,0,1.2678361280405919,-9.93129189996722e-17
2020-08-26,0.02740616377983085,0.01731998430209747,1.0,0.0,0.0,5,0,0,0,1.3025826526116588,-9.93129189996722e-17
2020-08-27,0.0016705978341049477,-0.0034118697109108975,1.0,0.0,0.0,5,0,0,0,1.3047587443698545,-9.93129189996722e-17
2020-08-28,0.0006720099475143737,0.006047138672500951,1.0,0.0,0.0,5,0,0,0,1.3056355552251775,-9.93129189996722e-17
2020-08-31,0.0486590364728694,0.00683166342322461,1.0,0.0,0.0,5,0,0,0,1.3691665233271546,-9.93129189996722e-17
2020-09-01,0.08272092538353881,0.013944223175236692,1.0,1.1988011988011988,0.0089392477093926,5,0,0,0,1.4824252451409394,-1.5612511283791264e-17
2020-09-02,-0.03745077595304669,0.009774131514625584,1.0,0.0,0.0,5,0,0,0,1.4269072694180258,-1.5612511283791264e-17
2020-09-03,-0.08353623091029216,-0.04962516009338913,1.0,0.0,0.0,5,0,0,0,1.3077088142723472,-1.5612511283791264e-17
2020-09-04,-0.0027003668423273286,-0.012654803594131736,1.0,0.0,0.0,5,0,0,0,1.304177520750867,-1.5612511283791264e-17
2020-09-08,-0.08136356050638827,-0.041138097997475476,1.0,0.0,0.0,5,0,0,0,1.1980649941301824,-1.5612511283791264e-17
2020-09-09,0.06203816750527946,0.02709324507327371,0.6238543257204525,0.37732264610437,0.002405046617845237,3,2,0,2,1.2723907509182424,0.4786042769512021
2020-09-10,-0.019436667632275917,-0.019925325623800005,0.6163983886983773,0.0,0.0,3,0,0,0,1.2476597147942625,0.4786042769512021
2020-09-11,-0.009391451149967533,-0.006053298877369051,0.6127616587329736,0.0,0.0,3,0,0,0,1.2359423795309898,0.4786042769512021
2020-09-14,0.014802204727437873,0.01872208964850053,0.618410031567646,0.0,0.0,3,0,0,0,1.2542370516641244,0.4786042769512021
2020-09-15,0.007253613489490496,0.012083134894079972,0.621158004973158,0.0,0.0,3,0,0,0,1.263334802461094,0.4786042769512021
2020-09-16,-0.014503375993669132,-0.012492945005816658,0.6155826556901445,0.0,0.0,3,0,0,0,1.245012182815113,0.4786042769512021
2020-09-17,-0.027630684484672208,-0.012687226822315711,0.6046591164735331,0.0,0.0,3,0,0,0,1.2106116440121757,0.4786042769512021
2020-09-18,-0.017717620213585694,-0.010723811640813041,0.5975282753087467,0.0,0.0,3,0,0,0,1.1891624866774233,0.4786042769512021
2020-09-21,0.011896103760300925,-0.001343426039180362,0.20832882835913344,0.3951283805407517,0.0023820134646800745,1,2,0,2,1.2033088870067954,0.9526249564225369
2020-09-22,-0.0006415052451397285,0.01714474741427141,0.20782064114533674,0.0,0.0,1,0,0,0,1.2025369580442573,0.9526249564225369
2020-09-23,-0.00794372334879856,-0.03015429348587295,0.20147739851134794,0.0,0.0,1,0,0,0,1.192984337132848,0.9526249564225369
2020-09-24,0.0029387175749682193,0.003696021818865969,0.20381715503074718,0.0,0.0,1,0,0,0,1.196490181171042,0.9526249564225369
2020-09-25,0.006008063063752456,0.022609915812147552,0.2085721037418791,0.0,0.0,1,0,0,0,1.2036787696346782,0.9526249564225369
2020-09-28,0.003807766931422485,0.018683148317077736,0.21157424525866492,0.0,0.0,1,0,0,0,1.2082620978497485,0.9526249564225369
2020-09-29,0.006095936356848908,-0.002905311445918657,0.21635131775177843,0.0,0.0,1,0,0,0,1.2156275867006332,0.9526249564225369
2020-09-30,0.00058208743922461,0.007424295323056107,0.21680720444056475,0.0,0.0,1,0,0,0,1.2163351882496265,0.9526249564225369
2020-10-01,0.003456825278528086,0.014237743451981144,0.9999999999999991,0.820245488531283,0.005026325617780464,5,0,0,0,1.220539846475531,1.1379786002407855e-15
2020-10-02,-0.018052086305805903,-0.022204564516841052,0.9999999999999991,0.0,0.0,5,0,0,0,1.1985065558272796,1.1379786002407855e-15
2020-10-05,0.05111140949270787,0.023250564334085677,0.9999999999999991,0.0,0.0,5,0,0,0,1.2597639151818627,1.1379786002407855e-15
2020-10-06,-0.011163509612290068,-0.01569824840061773,0.9999999999999991,0.0,0.0,5,0,0,0,1.2457005286055138,1.1379786002407855e-15
2020-10-07,0.05746679899943996,0.018826314482861317,0.9999999999999991,0.0,0.0,5,0,0,0,1.317286950496383,1.1379786002407855e-15
2020-10-08,-0.017756418764248272,0.004962814528019166,0.9999999999999991,0.0,0.0,5,0,0,0,1.2938966517706896,1.1379786002407855e-15
2020-10-09,0.021385827764478726,0.01391300236406634,0.9999999999999991,0.0,0.0,5,0,0,0,1.3215677027104933,1.1379786002407855e-15
2020-10-12,-0.00962413884937896,0.02559602326113275,0.9999999999999991,0.0,0.0,5,0,0,0,1.3088487516407528,1.1379786002407855e-15
2020-10-13,0.02041581793737479,-0.0010440457220523003,0.9999999999999992,0.0,0.0,5,0,0,0,1.3355699694618106,1.1379786002407855e-15
2020-10-14,0.008374719074634163,-0.008024359341385012,0.9999999999999992,0.0,0.0,5,0,0,0,1.3467549927605709,1.1379786002407855e-15
